-7.509292e-02,2.268140e-02,2.810882e-01,6.616455e-02,-3.841756e-03,1.424315e-01,-2.657593e-02,-9.956450e-03,5.379007e-02,1.426482e-01,-9.371248e-02,2.497164e-02,-2.935599e-02,2.729665e-02,9.880875e-02,-2.475035e-02,-8.935583e-02,5.230885e-02,1.424911e-01,6.683194e-03,2.046705e-02,6.417878e-02,8.634019e-02,4.687784e-02,-5.044365e-02,7.304442e-02,4.383026e-02,1.560064e-01,1.115862e-02,1.648295e-03,-8.361879e-02,-1.724846e-01,-3.847789e-01,5.796263e-02,-7.142134e-02,7.599006e-02,2.594547e-01,-3.388346e-02,-6.572027e-02,-6.135721e-02,6.670014e-02,3.539476e-02,-1.223205e-01,1.023747e-01,3.117941e-02,8.997595e-02,3.267851e-02,-1.602796e-02,-5.179089e-02,4.504567e-02,
-5.468739e-02,-1.223780e-03,-2.067223e-04,-9.255752e-02,4.246695e-02,4.642305e-02,1.120397e-01,6.100934e-02,2.197987e-02,8.418018e-03,-3.967977e-02,-3.827408e-02,-5.805297e-02,1.917068e-02,4.586162e-02,1.120337e-01,-4.074154e-02,4.877323e-02,-5.378449e-02,-1.418433e-02,-2.054443e-01,6.196230e-02,9.705093e-02,1.142881e-02,-1.534060e-02,-8.574083e-02,1.085919e-01,-9.137688e-02,-1.215841e-02,2.378492e-01,-4.978992e-02,-9.929007e-02,1.923755e-02,-6.883171e-02,-6.840108e-02,-2.766630e-02,1.942489e-02,-5.041370e-02,-8.531791e-02,6.145835e-02,9.289415e-02,-7.973586e-02,-2.540019e-02,5.025756e-02,8.608952e-03,-2.267979e-01,2.898172e-02,-1.000860e-01,-7.715566e-02,-9.741876e-02,
-1.043257e-01,-1.871712e-01,6.312888e-03,2.033262e-02,-1.280303e-01,4.676437e-03,5.785838e-02,-2.466431e-02,-1.303271e-01,5.965282e-02,1.139340e-01,2.009839e-02,-9.744799e-02,4.036672e-02,2.847129e-02,1.811844e-01,5.799063e-02,3.524828e-02,-2.103876e-01,-3.782692e-01,-7.517666e-02,4.289178e-02,-9.306332e-03,5.212468e-02,1.690073e-01,1.622360e-03,-2.063700e-02,3.672263e-02,4.301625e-02,2.235004e-02,9.864390e-02,-7.983458e-02,-4.694394e-02,-3.364495e-03,1.484866e-02,3.014245e-02,-1.094262e-01,6.500944e-02,-3.763110e-02,3.394877e-02,7.576582e-02,8.498912e-03,3.733202e-02,1.328191e-02,2.325014e-02,2.314186e-02,9.072960e-02,1.086098e-01,-1.924754e-02,-9.809451e-02,
-4.836293e-02,2.530085e-02,-4.230985e-02,-4.815378e-02,-4.615679e-02,-1.549290e-03,-7.609964e-02,-2.940063e-02,-6.055437e-02,-1.406419e-02,9.627469e-02,-8.935932e-02,-2.455371e-02,-2.456278e-02,-5.966277e-02,1.156070e-01,1.624779e-02,-3.149755e-02,3.380262e-02,-1.534090e-01,6.623646e-02,-3.157957e-02,-1.181705e-01,-3.803048e-02,9.810314e-02,1.462708e-01,-5.567305e-02,-5.340400e-03,4.396565e-02,-1.312007e-01,-6.178932e-02,-2.694792e-01,1.416249e-01,9.642454e-02,3.168241e-02,8.173741e-02,-6.250437e-02,-3.341103e-02,-8.610164e-02,1.876721e-02,-7.244904e-02,9.347141e-04,-8.892864e-02,1.038246e-01,-1.654304e-01,-6.414299e-02,-5.338566e-03,-1.822907e-01,-3.929141e-02,-5.212531e-02,
-7.786229e-02,5.109298e-02,-7.055041e-02,3.651751e-02,-9.512155e-02,-1.177564e-01,-2.054240e-02,-2.823230e-02,-3.432578e-02,-1.800600e-01,1.690538e-01,-1.192354e-01,-9.872134e-03,-1.159776e-02,-7.674327e-02,-4.828392e-02,-2.113926e-01,-8.451164e-03,2.697233e-02,3.477223e-02,4.369259e-02,-1.280836e-02,-1.000432e-02,-1.608716e-02,-4.410339e-02,-3.781868e-02,-2.346209e-03,-5.276350e-02,2.208632e-02,-3.348478e-02,5.763123e-02,-1.185367e-01,5.248150e-02,-8.748121e-02,-2.094481e-02,4.748517e-02,-1.582792e-02,2.551629e-02,2.750376e-02,2.200417e-03,-5.550464e-02,-1.496121e-01,-8.702218e-02,1.996771e-02,-4.586620e-02,7.931194e-02,-8.275139e-02,-1.068083e-01,1.252968e-01,6.851846e-02,
-3.533560e-02,2.629465e-02,-3.253440e-02,-1.460738e-02,8.824956e-03,-1.014757e-02,-1.034753e-01,4.120707e-02,7.631705e-03,-5.289151e-02,-2.097112e-02,-2.342018e-02,2.752582e-01,1.107922e-02,-1.063592e-01,-1.005251e-01,3.891080e-02,3.442651e-02,2.421678e-02,-3.078854e-02,-1.583165e-02,5.926679e-02,1.130759e-02,-2.503375e-02,-4.882149e-02,-2.208789e-02,3.484620e-02,8.761646e-03,2.146698e-02,-9.703516e-02,4.872349e-02,-1.740540e-01,3.095343e-02,1.127426e-01,1.106400e-01,5.241309e-02,-4.512380e-02,-3.109922e-03,-6.571924e-02,1.762580e-03,2.533911e-02,-1.301358e-01,2.669580e-02,-1.382801e-01,1.099694e-01,8.324525e-02,7.820355e-02,9.636310e-02,-1.172413e-01,1.631184e-01,
-4.113863e-02,3.070824e-02,-3.297978e-02,-7.265821e-02,3.551037e-02,1.068210e-02,-3.351128e-02,5.202103e-02,1.747665e-01,2.533866e-02,-3.156675e-02,3.319103e-02,-5.315059e-02,-1.740527e-02,-1.386416e-01,-1.529900e-01,-8.501347e-03,-8.856082e-02,-1.856683e-02,-7.088781e-02,-8.838272e-02,6.799339e-02,1.657910e-02,1.736456e-02,-6.757863e-02,5.528126e-02,-3.574877e-02,-1.093554e-01,9.371144e-03,-3.135329e-02,-4.803656e-02,2.267753e-01,-1.012020e-01,1.615521e-01,4.869290e-02,-1.518895e-02,-9.262084e-02,3.540408e-02,-5.253864e-02,-7.136753e-02,-1.548448e-02,4.165980e-02,2.180052e-01,-2.383386e-02,1.806756e-02,-8.718827e-02,8.845547e-02,-2.913990e-02,-5.707276e-02,1.127643e-01,
-2.918729e-02,2.057049e-02,7.066451e-03,-5.274674e-02,2.178214e-02,2.787484e-02,-5.289503e-02,-2.752156e-02,7.175703e-02,3.281555e-02,-3.411542e-02,7.356241e-02,-5.157554e-02,7.394297e-03,-6.549137e-02,-3.457804e-02,1.873083e-02,-1.818283e-02,4.228634e-02,-1.607332e-02,-6.468538e-02,4.841585e-02,-2.808658e-02,-2.798348e-03,-2.629671e-02,1.128058e-01,-7.105233e-02,7.496728e-02,-4.475423e-02,2.166938e-02,-1.270258e-01,2.230586e-01,-3.164230e-02,3.480332e-02,6.144912e-02,-1.752426e-02,7.157830e-02,4.437401e-02,-7.187954e-02,-1.087096e-01,4.786579e-02,-4.254653e-03,8.276245e-02,-2.909211e-02,-9.570041e-02,-8.772047e-02,3.707324e-02,-4.554871e-02,-7.822487e-02,1.915855e-01,
-1.356040e-01,-2.468087e-01,-3.307461e-02,8.968255e-02,9.568787e-02,7.642419e-02,9.534711e-02,4.459630e-02,-7.012654e-02,-1.134949e-01,7.784477e-02,-1.334128e-01,4.392437e-02,-2.954010e-03,-3.112279e-03,-1.020512e-01,-1.839158e-02,1.377857e-01,-1.861735e-02,1.324877e-01,4.720269e-02,-8.209728e-03,4.339663e-02,2.267460e-01,-2.790415e-04,-5.388745e-03,4.577324e-03,-2.684277e-03,2.339735e-02,-6.748958e-03,-4.321122e-02,-7.756722e-02,4.650695e-02,2.380552e-01,5.874788e-02,2.305273e-03,8.145001e-02,1.964016e-02,6.346807e-02,-5.736815e-02,1.717604e-02,4.016762e-02,7.465872e-02,1.283784e-01,-1.464001e-02,7.291526e-02,-1.209161e-02,-1.836909e-01,-6.362207e-02,1.430720e-01,
-7.945770e-02,-1.057451e-02,-4.566779e-02,-9.166059e-03,1.410600e-02,5.092659e-02,5.938414e-02,1.207255e-01,-1.214190e-02,-1.152540e-01,-1.067591e-01,-1.125990e-01,5.419657e-02,7.751022e-03,3.504969e-02,2.380039e-01,2.539166e-02,1.088306e-01,-2.494897e-02,-7.004533e-02,2.287944e-01,-9.195509e-04,2.039457e-01,4.558726e-02,-1.450506e-01,-1.776393e-01,1.003677e-01,-2.739041e-02,-1.557113e-02,1.049586e-02,-1.352367e-01,5.137628e-02,-1.029879e-01,8.279150e-02,-1.101136e-01,-1.652315e-02,5.915081e-02,5.269024e-02,-1.373543e-01,5.866240e-02,-2.402064e-03,-1.404106e-02,6.630671e-02,5.270560e-02,8.587545e-03,-9.309085e-02,4.770669e-03,-1.281014e-03,4.304294e-02,1.040077e-01,
