6x_SQ_BL_TM_BR_Check.mp4,2,1,16.149647,6.723860,-21.503965,-0.315126,0.081630
6x_SQ_BL_TM_BR_Check.mp4,2,1,16.146943,6.725070,-21.474601,-0.379477,-0.215817
6x_SQ_BL_TM_BR_Check.mp4,2,1,22.706008,28.379549,-21.714063,-0.281144,0.082197
6x_SQ_BL_TM_BR_Check.mp4,2,1,22.703304,28.380758,-21.684699,-0.345496,-0.215250
6x_SQ_BL_TM_BR_Check.mp4,2,1,29.262369,50.035237,-21.924161,-0.247162,0.082764
6x_SQ_BL_TM_BR_Check.mp4,2,1,29.259665,50.036446,-21.894797,-0.311514,-0.214683
6x_SQ_BL_TM_BR_Check.mp4,2,2,35.818730,71.690925,-22.134259,-0.213180,0.083331
6x_SQ_BL_TM_BR_Check.mp4,2,2,35.816026,71.692135,-22.104895,-0.277532,-0.214116
6x_SQ_BL_TM_BR_Check.mp4,2,2,42.375091,93.346613,-22.344357,-0.179198,0.083899
6x_SQ_BL_TM_BR_Check.mp4,2,2,42.372387,93.347823,-22.314994,-0.243550,-0.213549
6x_SQ_BL_TM_BR_Check.mp4,2,2,48.931452,115.002302,-22.554456,-0.145216,0.084466
6x_SQ_BL_TM_BR_Check.mp4,2,2,48.928748,115.003511,-22.525092,-0.209568,-0.212982
6x_SQ_BL_TM_BR_Check.mp4,2,3,55.487813,136.657990,-22.764554,-0.111235,0.085033
6x_SQ_BL_TM_BR_Check.mp4,2,3,55.485109,136.659199,-22.735190,-0.175586,-0.212415
6x_SQ_BL_TM_BR_Check.mp4,2,3,62.044174,158.313678,-22.974652,-0.077253,0.085600
6x_SQ_BL_TM_BR_Check.mp4,2,3,62.041470,158.314887,-22.945288,-0.141604,-0.211848
6x_SQ_BL_TM_BR_Check.mp4,2,3,68.600535,179.969366,-23.184750,-0.043271,0.086167
6x_SQ_BL_TM_BR_Check.mp4,2,3,68.597831,179.970576,-23.155386,-0.107622,-0.211281
6x_SQ_BL_TM_BR_Check.mp4,2,4,75.156896,201.625055,-23.394848,-0.009289,0.086734
6x_SQ_BL_TM_BR_Check.mp4,2,4,75.154192,201.626264,-23.365484,-0.073640,-0.210713
6x_SQ_BL_TM_BR_Check.mp4,2,4,81.713257,223.280743,-23.604946,0.024693,0.087301
6x_SQ_BL_TM_BR_Check.mp4,2,4,81.710553,223.281952,-23.575582,-0.039659,-0.210146
6x_SQ_BL_TM_BR_Check.mp4,2,4,88.269618,244.936431,-23.815044,0.058675,0.087868
6x_SQ_BL_TM_BR_Check.mp4,2,4,88.266914,244.937640,-23.785681,-0.005677,-0.209579
6x_SQ_BL_TM_BR_Check.mp4,2,4,94.825979,266.592119,-24.025143,0.092657,0.088435
6x_SQ_BL_TM_BR_Check.mp4,2,4,94.823275,266.593329,-23.995779,0.028305,-0.209012
6x_SQ_BL_TM_BR_Check.mp4,2,1,37.705029,0.219690,-19.254248,-0.312508,0.078415
6x_SQ_BL_TM_BR_Check.mp4,2,1,37.702325,0.220899,-19.224884,-0.376860,-0.219033
6x_SQ_BL_TM_BR_Check.mp4,2,1,44.261390,21.875378,-19.464346,-0.278527,0.078982
6x_SQ_BL_TM_BR_Check.mp4,2,1,44.258687,21.876587,-19.434983,-0.342878,-0.218466
6x_SQ_BL_TM_BR_Check.mp4,2,1,50.817751,43.531066,-19.674445,-0.244545,0.079549
6x_SQ_BL_TM_BR_Check.mp4,2,1,50.815048,43.532275,-19.645081,-0.308896,-0.217899
