3.781434e-02,-9.478617e-01,-9.602224e-03,-5.687060e-04,-4.639494e-04,-1.611684e-03,3.489619e-03,
1.101043e-01,1.065724e-01,1.403007e-01,5.599672e-01,-6.444381e-01,1.075326e-01,-3.201035e-01,
1.097256e-01,1.062360e-01,1.428538e-01,-5.391602e-01,1.109103e-01,4.998888e-04,-6.693939e-01,
1.162180e-01,1.125667e-01,1.442613e-01,-1.521308e-01,-2.401253e-01,-7.618032e-01,3.574239e-01,
1.235796e-01,1.198705e-01,-9.320672e-01,-2.524471e-02,-2.899026e-02,5.374342e-03,5.212631e-03,
1.129223e-01,1.094262e-01,9.644155e-02,5.511543e-01,6.850844e-01,-1.074064e-01,-1.026984e-01,
1.154362e-01,1.118412e-01,1.458278e-01,-2.075977e-01,-1.212688e-01,5.737237e-01,3.080202e-01,
1.101616e-01,1.066919e-01,1.417766e-01,-3.038433e-02,1.432852e-01,2.510735e-01,4.625192e-01,
1.102236e-01,1.067705e-01,1.396405e-01,-1.554680e-01,9.653997e-02,-6.576788e-02,-4.790670e-02,
-9.461855e-01,6.788637e-02,-9.432833e-03,-5.670805e-04,-5.334686e-04,-1.614850e-03,3.436941e-03,
