10R.mp4,1,1,1,0,0,0,0,116,1522,478,4,0,0
10R.mp4,1,1,2,0,0,4,73,270,1412,259,75,26,1
10R.mp4,1,1,3,0,0,0,0,178,1726,251,5,0,0
10R.mp4,1,2,1,0,0,0,10,222,1723,162,3,0,0
10R.mp4,1,2,2,0,26,158,207,321,1264,137,7,0,0
10R.mp4,1,2,3,0,0,1,17,147,1711,274,7,3,0
10R.mp4,1,3,1,0,0,0,6,420,1541,153,0,0,0
10R.mp4,1,3,2,0,51,169,208,757,889,34,10,2,0
10R.mp4,1,3,3,0,0,0,22,588,1477,72,1,0,0
10R.mp4,2,1,1,0,0,0,0,116,1545,455,4,0,0
10R.mp4,2,1,2,0,0,3,74,268,1427,253,69,25,1
10R.mp4,2,1,3,0,0,0,0,176,1728,251,5,0,0
10R.mp4,2,2,1,0,0,0,7,188,1786,136,3,0,0
10R.mp4,2,2,2,0,26,158,202,330,1257,136,11,0,0
10R.mp4,2,2,3,0,0,1,13,150,1716,270,7,3,0
10R.mp4,2,3,1,0,0,0,6,409,1555,150,0,0,0
10R.mp4,2,3,2,0,50,167,211,757,890,33,10,2,0
10R.mp4,2,3,3,0,0,0,22,546,1535,56,1,0,0
10R.mp4,3,1,1,0,0,0,0,116,1546,454,4,0,0
10R.mp4,3,1,2,0,0,2,72,267,1417,266,72,23,1
10R.mp4,3,1,3,0,0,0,0,175,1726,254,5,0,0
10R.mp4,3,2,1,0,0,0,6,192,1781,138,3,0,0
10R.mp4,3,2,2,0,26,159,197,336,1259,133,10,0,0
10R.mp4,3,2,3,0,0,0,9,163,1696,284,6,2,0
10R.mp4,3,3,1,0,0,0,6,413,1550,151,0,0,0
10R.mp4,3,3,2,0,49,168,207,759,892,33,10,2,0
10R.mp4,3,3,3,0,0,0,22,547,1534,56,1,0,0
10R.mp4,4,1,1,0,0,0,0,116,1545,455,4,0,0
10R.mp4,4,1,2,0,0,1,71,278,1400,266,78,24,2
10R.mp4,4,1,3,0,0,0,0,174,1724,251,8,3,0
10R.mp4,4,2,1,0,0,0,8,184,1789,133,6,0,0
10R.mp4,4,2,2,0,25,155,198,309,1309,121,2,1,0
10R.mp4,4,2,3,0,0,0,5,156,1733,251,13,2,0
10R.mp4,4,3,1,0,0,0,6,401,1564,149,0,0,0
10R.mp4,4,3,2,0,48,169,207,759,893,32,10,2,0
10R.mp4,4,3,3,0,0,0,22,541,1542,55,0,0,0
10R.mp4,5,1,1,0,0,0,0,116,1508,484,11,1,0
10R.mp4,5,1,2,0,0,1,73,292,1366,277,80,29,2
10R.mp4,5,1,3,0,0,0,0,174,1699,256,23,8,0
10R.mp4,5,2,1,0,0,0,5,199,1796,120,0,0,0
10R.mp4,5,2,2,0,27,154,193,297,1328,120,1,0,0
10R.mp4,5,2,3,0,0,0,7,169,1725,259,0,0,0
10R.mp4,5,3,1,0,0,0,6,416,1554,144,0,0,0
10R.mp4,5,3,2,0,48,169,207,756,892,36,11,1,0
10R.mp4,5,3,3,0,0,0,22,569,1510,59,0,0,0
10R.mp4,6,1,1,0,0,0,2,143,1497,466,9,3,0
10R.mp4,6,1,2,0,0,4,69,308,1357,272,70,39,1
10R.mp4,6,1,3,0,0,0,2,205,1670,259,20,4,0
10R.mp4,6,2,1,0,0,0,0,165,1833,122,0,0,0
10R.mp4,6,2,2,0,28,150,168,277,1361,136,0,0,0
10R.mp4,6,2,3,0,0,0,3,147,1735,275,0,0,0
10R.mp4,6,3,1,0,0,0,3,416,1589,112,0,0,0
10R.mp4,6,3,2,0,45,181,205,754,881,43,10,1,0
10R.mp4,6,3,3,0,0,0,26,576,1489,69,0,0,0
10R.mp4,7,1,1,0,0,0,0,152,1508,450,6,3,1
10R.mp4,7,1,2,0,0,6,66,320,1354,268,74,29,3
10R.mp4,7,1,3,0,0,0,4,230,1663,243,11,9,0
10R.mp4,7,2,1,0,0,0,0,176,1802,142,0,0,0
10R.mp4,7,2,2,0,27,150,163,278,1360,142,0,0,0
10R.mp4,7,2,3,0,0,0,2,136,1746,276,0,0,0
10R.mp4,7,3,1,0,0,0,3,426,1580,111,0,0,0
10R.mp4,7,3,2,0,45,181,204,764,872,43,10,1,0
10R.mp4,7,3,3,0,0,0,26,579,1485,70,0,0,0
10R.mp4,8,1,1,0,0,0,2,135,1509,467,5,2,0
10R.mp4,8,1,2,0,0,7,75,303,1370,250,88,23,4
10R.mp4,8,1,3,0,0,0,16,197,1667,259,15,6,0
10R.mp4,8,2,1,0,0,0,0,183,1811,126,0,0,0
10R.mp4,8,2,2,0,27,157,150,249,1423,114,0,0,0
10R.mp4,8,2,3,0,0,0,0,97,1812,251,0,0,0
10R.mp4,8,3,1,0,0,0,2,385,1633,100,0,0,0
10R.mp4,8,3,2,0,40,180,187,747,921,34,10,1,0
10R.mp4,8,3,3,0,0,0,22,514,1571,53,0,0,0
10R.mp4,9,1,1,0,0,0,4,132,1510,471,3,0,0
10R.mp4,9,1,2,0,0,7,79,328,1346,256,72,30,2
10R.mp4,9,1,3,0,0,0,19,214,1640,274,11,2,0
10R.mp4,9,2,1,0,0,0,0,181,1811,128,0,0,0
10R.mp4,9,2,2,0,35,154,147,270,1388,126,0,0,0
10R.mp4,9,2,3,0,0,0,3,139,1750,268,0,0,0
10R.mp4,9,3,1,0,0,0,3,397,1616,104,0,0,0
10R.mp4,9,3,2,0,47,186,177,765,899,35,9,2,0
10R.mp4,9,3,3,0,0,0,24,552,1520,63,0,1,0
10R.mp4,10,1,1,0,0,0,3,128,1476,511,2,0,0
10R.mp4,10,1,2,0,2,7,94,324,1361,246,56,26,4
10R.mp4,10,1,3,0,0,0,27,214,1640,273,6,0,0
10R.mp4,10,2,1,0,0,0,1,172,1802,145,0,0,0
10R.mp4,10,2,2,0,32,164,152,254,1376,142,0,0,0
10R.mp4,10,2,3,0,0,0,1,157,1732,270,0,0,0
10R.mp4,10,3,1,0,0,0,1,417,1571,131,0,0,0
10R.mp4,10,3,2,0,46,188,180,762,900,34,9,1,0
10R.mp4,10,3,3,0,0,0,29,578,1477,75,0,1,0
10R.mp4,11,1,1,0,0,0,2,118,1482,516,2,0,0
10R.mp4,11,1,2,0,0,9,100,362,1326,255,44,18,6
10R.mp4,11,1,3,0,0,1,28,212,1651,266,2,0,0
10R.mp4,11,2,1,0,0,0,1,173,1798,148,0,0,0
10R.mp4,11,2,2,0,38,159,156,268,1362,137,0,0,0
10R.mp4,11,2,3,0,0,0,1,161,1728,270,0,0,0
10R.mp4,11,3,1,0,0,0,1,412,1569,138,0,0,0
10R.mp4,11,3,2,0,46,188,184,754,904,35,8,1,0
10R.mp4,11,3,3,0,0,0,29,583,1472,75,0,1,0
10R.mp4,12,1,1,0,0,0,1,94,1499,522,4,0,0
10R.mp4,12,1,2,0,0,13,136,367,1307,244,36,16,1
10R.mp4,12,1,3,0,0,0,0,169,1748,241,2,0,0
10R.mp4,12,2,1,0,0,0,0,178,1786,156,0,0,0
10R.mp4,12,2,2,0,36,173,155,242,1394,120,0,0,0
10R.mp4,12,2,3,0,0,0,0,157,1737,266,0,0,0
10R.mp4,12,3,1,0,0,0,3,433,1566,118,0,0,0
10R.mp4,12,3,2,0,43,185,184,750,919,32,5,2,0
10R.mp4,12,3,3,0,0,0,24,578,1479,78,0,1,0
10R.mp4,13,1,1,0,0,0,1,94,1499,522,4,0,0
10R.mp4,13,1,2,0,0,15,139,360,1325,242,29,9,1
10R.mp4,13,1,3,0,0,0,0,165,1751,242,2,0,0
10R.mp4,13,2,1,0,0,0,0,171,1792,157,0,0,0
10R.mp4,13,2,2,0,35,174,158,252,1381,120,0,0,0
10R.mp4,13,2,3,0,0,0,0,157,1737,266,0,0,0
10R.mp4,13,3,1,0,0,0,3,434,1565,118,0,0,0
10R.mp4,13,3,2,0,43,185,184,750,919,32,5,2,0
10R.mp4,13,3,3,0,0,0,24,580,1477,78,0,1,0
10R.mp4,14,1,1,0,0,0,1,93,1498,524,4,0,0
10R.mp4,14,1,2,0,1,14,126,357,1362,229,23,6,2
10R.mp4,14,1,3,0,0,0,0,165,1756,237,2,0,0
10R.mp4,14,2,1,0,0,0,0,165,1794,161,0,0,0
10R.mp4,14,2,2,0,41,170,153,267,1369,120,0,0,0
10R.mp4,14,2,3,0,0,0,0,153,1744,263,0,0,0
10R.mp4,14,3,1,0,0,0,0,425,1577,118,0,0,0
10R.mp4,14,3,2,0,39,185,185,748,921,36,3,3,0
10R.mp4,14,3,3,0,0,0,20,576,1491,72,0,1,0
10R.mp4,15,1,1,0,0,0,1,93,1501,521,4,0,0
10R.mp4,15,1,2,0,0,18,110,341,1396,224,25,6,0
10R.mp4,15,1,3,0,0,0,0,164,1751,243,2,0,0
10R.mp4,15,2,1,0,0,0,0,181,1779,160,0,0,0
10R.mp4,15,2,2,0,44,171,159,310,1300,136,0,0,0
10R.mp4,15,2,3,0,0,0,1,160,1740,259,0,0,0
10R.mp4,15,3,1,0,0,0,1,443,1554,122,0,0,0
10R.mp4,15,3,2,0,40,185,183,764,909,32,3,3,1
10R.mp4,15,3,3,0,0,0,20,589,1482,68,0,1,0
10R.mp4,16,1,1,0,0,0,0,91,1487,539,3,0,0
10R.mp4,16,1,2,0,1,12,135,317,1412,213,26,4,0
10R.mp4,16,1,3,0,0,0,0,168,1736,254,2,0,0
10R.mp4,16,2,1,0,0,0,0,162,1801,157,0,0,0
10R.mp4,16,2,2,0,47,168,160,289,1326,130,0,0,0
10R.mp4,16,2,3,0,0,0,1,155,1743,261,0,0,0
10R.mp4,16,3,1,0,0,0,2,428,1573,117,0,0,0
10R.mp4,16,3,2,0,45,175,189,761,908,34,6,1,1
10R.mp4,16,3,3,0,0,0,24,575,1493,67,0,1,0
10R.mp4,17,1,1,0,0,0,0,96,1511,511,2,0,0
10R.mp4,17,1,2,0,2,23,132,327,1409,193,26,8,0
10R.mp4,17,1,3,0,0,0,0,168,1736,254,2,0,0
10R.mp4,17,2,1,0,0,0,0,176,1788,156,0,0,0
10R.mp4,17,2,2,1,52,169,154,281,1337,126,0,0,0
10R.mp4,17,2,3,0,0,0,1,167,1734,258,0,0,0
10R.mp4,17,3,1,0,0,0,2,457,1545,116,0,0,0
10R.mp4,17,3,2,0,46,173,192,764,898,39,6,1,1
10R.mp4,17,3,3,0,0,0,25,591,1471,72,0,1,0
10R.mp4,18,1,1,0,0,0,0,93,1512,513,2,0,0
10R.mp4,18,1,2,0,2,24,149,296,1389,204,34,20,2
10R.mp4,18,1,3,0,0,0,0,167,1737,254,2,0,0
10R.mp4,18,2,1,0,0,0,0,176,1788,156,0,0,0
10R.mp4,18,2,2,0,53,168,148,264,1360,127,0,0,0
10R.mp4,18,2,3,0,0,0,1,167,1734,258,0,0,0
10R.mp4,18,3,1,0,0,0,2,456,1546,116,0,0,0
10R.mp4,18,3,2,0,46,173,192,766,897,38,6,1,1
10R.mp4,18,3,3,0,0,0,25,590,1472,72,0,1,0
10R.mp4,19,1,1,0,0,0,0,94,1513,511,2,0,0
10R.mp4,19,1,2,0,2,30,132,293,1393,212,27,26,5
10R.mp4,19,1,3,0,0,0,0,167,1737,254,2,0,0
10R.mp4,19,2,1,0,0,0,0,176,1788,156,0,0,0
10R.mp4,19,2,2,0,52,168,150,263,1360,127,0,0,0
10R.mp4,19,2,3,0,0,0,1,167,1734,258,0,0,0
10R.mp4,19,3,1,0,0,0,2,457,1545,116,0,0,0
10R.mp4,19,3,2,0,46,173,192,767,895,39,6,1,1
10R.mp4,19,3,3,0,0,0,25,591,1471,72,0,1,0
10R.mp4,20,1,1,0,0,0,0,83,1520,515,2,0,0
10R.mp4,20,1,2,0,2,26,129,267,1405,234,37,17,3
