10R.mp4,1,1,99.327125,-120.090205,191.406962,-13.068093,-18.634407,-7.015048,-0.058673
10R.mp4,1,2,214.898803,-84.128606,141.129300,-8.917573,-14.558264,-8.744462,1.070284
10R.mp4,1,3,123.200940,64.804289,-23.288232,5.944948,-0.484002,-0.299777,0.034323
10R.mp4,1,4,38.163877,13.490739,46.252102,1.023084,-9.233115,-3.267752,0.456560
10R.mp4,1,5,190.708828,10.203905,16.140493,-2.511786,9.870219,7.366438,1.856302
10R.mp4,1,6,-1.843694,-107.321436,118.305843,-25.461814,33.678579,28.961611,-5.042999
10R.mp4,1,7,-26.739465,-98.015176,-63.926518,-76.546635,44.979657,-8.566686,-0.245114
10R.mp4,1,8,-298.471423,-32.572743,-18.156172,-36.588092,27.457057,-0.185420,0.110662
10R.mp4,1,9,40.310306,-18.315712,42.737265,-13.005104,25.726656,-1.816546,5.105289
10R.mp4,1,10,-3.067131,-148.878815,135.253363,-38.130682,64.942284,28.644647,-4.558663
10R.mp4,1,11,-134.969351,-120.425786,-38.843364,-79.424609,42.301068,-9.755709,-0.103126
10R.mp4,1,12,-397.604865,-58.612295,-24.893385,-48.393945,80.675884,-7.847286,-2.074141
10R.mp4,1,13,119.636482,-4.411938,56.630511,-0.628909,-8.784022,0.999157,-1.234373
10R.mp4,1,14,246.284504,-71.736864,123.858861,-7.532854,-12.962076,-7.945071,0.969838
10R.mp4,1,15,89.057390,53.837938,-5.723452,5.199060,-4.029922,-0.841793,0.143366
10R.mp4,1,16,-70.820557,57.037608,7.540746,5.738140,-8.639133,0.273729,-0.149230
10R.mp4,2,1,96.764822,-123.267342,195.291631,-13.413775,-18.936882,-7.210530,-0.035328
10R.mp4,2,2,229.119421,-68.264043,121.590504,-7.189031,-13.020138,-7.765891,0.953091
10R.mp4,2,3,146.899730,67.664621,-28.904664,6.292622,0.204761,-0.086831,0.003909
10R.mp4,2,4,55.585695,15.641268,42.068641,1.283805,-8.722980,-3.108333,0.433868
10R.mp4,2,5,190.708828,10.203905,16.140493,-2.511786,9.870219,7.366438,1.856302
10R.mp4,2,6,18.721252,-72.224967,84.480212,-19.639451,28.113287,29.265745,-5.467812
10R.mp4,2,7,-1.503629,-96.785654,-67.831517,-76.371537,45.568688,-8.449151,-0.264798
10R.mp4,2,8,-299.239946,-31.757338,-19.011889,-36.501804,27.506923,-0.137714,0.105297
10R.mp4,2,9,42.458569,-17.436751,42.901711,-12.355164,26.129532,-1.841253,5.103726
10R.mp4,2,10,-0.990906,-145.226082,133.348462,-36.999130,62.259057,29.132526,-4.559090
10R.mp4,2,11,-133.546422,-119.725403,-38.138996,-79.782790,45.859040,-10.203964,-0.116019
10R.mp4,2,12,-397.604865,-58.612295,-24.893385,-48.393945,80.675884,-7.847286,-2.074141
10R.mp4,2,13,119.636482,-4.411938,56.630511,-0.628909,-8.784022,0.999157,-1.234373
10R.mp4,2,14,246.284504,-71.736864,123.858861,-7.532854,-12.962076,-7.945071,0.969838
10R.mp4,2,15,89.697966,54.632222,-6.694619,5.285480,-3.954304,-0.792923,0.137530
10R.mp4,2,16,-1.389180,68.859101,-12.846867,7.126443,-6.347625,1.104558,-0.262401
10R.mp4,3,1,96.764822,-123.267342,195.291631,-13.413775,-18.936882,-7.210530,-0.035328
10R.mp4,3,2,227.838269,-69.852611,123.532838,-7.361872,-13.171375,-7.863632,0.964764
10R.mp4,3,3,139.982182,66.160534,-26.500526,6.119250,-0.049487,-0.189229,0.017467
10R.mp4,3,4,49.308723,14.931465,43.501611,1.196854,-8.901609,-3.161861,0.441589
10R.mp4,3,5,190.708828,10.203905,16.140493,-2.511786,9.870219,7.366438,1.856302
10R.mp4,3,6,10.256644,-79.333618,94.525587,-19.949706,25.632179,30.022974,-5.754832
10R.mp4,3,7,1.955145,-96.033610,-69.033586,-76.284851,45.695812,-8.397952,-0.271576
