-7.062472e-01,-7.079427e-01,3.267929e-03,-4.611667e-03,-2.233757e-04,2.821201e-05,-9.499509e-06,
-6.055204e-06,-6.069741e-06,-3.027543e-01,-2.039366e-01,-2.487157e-01,2.721678e-01,4.764911e-01,
-1.362421e-05,-1.365692e-05,-3.040829e-01,-2.059332e-01,-1.403245e-01,1.765257e-01,-4.215861e-01,
-3.027602e-06,-3.034871e-06,-3.249420e-01,-2.186302e-01,-2.920042e-01,-7.366774e-01,3.547078e-01,
-6.538106e-03,-1.454997e-03,-5.561718e-01,8.309834e-01,-9.297447e-03,1.610067e-03,-2.081828e-03,
-2.914067e-04,-1.603688e-04,-3.321665e-01,-2.116374e-01,8.970423e-01,-1.146421e-01,1.179861e-01,
-1.513801e-06,5.329540e-07,-3.217197e-01,-2.169549e-01,-2.908907e-02,1.875063e-01,-2.692369e-01,
-3.633122e-05,-3.612217e-06,-3.076978e-01,-2.085458e-01,-1.376036e-01,-2.329950e-01,-5.497273e-01,
-8.325905e-06,-6.569341e-07,-3.040199e-01,-2.056394e-01,-9.290166e-02,4.994788e-01,2.842361e-01,
-7.079351e-01,7.062683e-01,2.042981e-03,-2.966499e-03,-4.624613e-05,7.282986e-06,8.102732e-06,
