video number, frame number, cell number of x, cell number of y,KM1,KM2,KM3,KM4,KM5,KM6,KM7
10R.mp4,69,3,2,-436.732249,729.891348,-29.204807,-43.954523,-52.536310,-36.816493,22.424378
10R.mp4,69,3,3,-382.576356,537.841501,-198.652304,-36.031174,-37.816637,13.030265,10.040789
10R.mp4,69,3,4,-448.443003,863.776367,10.501946,4.878821,-3.453915,5.125975,-0.981130
10R.mp4,69,4,1,-443.333636,802.443418,10.020268,-38.491827,28.435169,6.309805,1.119542
10R.mp4,69,4,2,-559.591595,570.275593,-19.436010,-25.346620,-9.757460,-2.061569,4.970566
10R.mp4,69,4,3,-567.882978,364.030203,-90.656614,-53.911982,-71.526640,-48.265337,26.903828
10R.mp4,69,4,4,-499.962060,760.013663,12.020174,-6.826796,2.227180,5.467990,-0.407517
10R.mp4,70,1,1,-267.733273,787.905840,2.610537,-216.315863,161.724877,7.353177,-1.329695
10R.mp4,70,1,2,-312.243034,942.265357,1.145717,-69.312402,37.628752,-5.633206,-3.292108
10R.mp4,70,1,3,-382.048958,804.830978,-8.499713,-57.402202,-0.237396,-18.073359,-8.103209
10R.mp4,70,1,4,-320.377036,935.808762,4.895634,-76.424079,57.944816,4.234766,0.462930
10R.mp4,70,2,1,-281.260930,980.811788,3.168683,-88.746417,67.974396,3.870045,2.956099
10R.mp4,70,2,2,-330.430178,766.677625,-8.392246,-145.071520,75.667195,-11.698045,-2.189193
10R.mp4,70,2,3,-341.998330,628.121423,-24.887975,-184.382874,55.543279,-37.445681,-5.691912
10R.mp4,70,2,4,-253.302885,970.469158,1.929991,-124.012693,95.039271,4.712732,5.471968
10R.mp4,70,3,1,-405.718193,937.685446,8.387006,8.821779,-7.135496,3.035751,-0.673711
10R.mp4,70,3,2,-426.498282,754.021732,-28.770683,-39.832704,-55.517466,-37.776300,22.373534
10R.mp4,70,3,3,-366.753002,548.455636,-198.287766,-47.191627,-41.652104,7.265509,13.550256
10R.mp4,70,3,4,-445.110282,870.783879,10.356412,5.940376,-4.238688,4.974474,-1.008253
10R.mp4,70,4,1,-433.997506,818.318233,9.858519,-38.236531,29.221066,6.581669,0.909695
10R.mp4,70,4,2,-557.917569,583.929930,-17.765390,-19.246200,-9.239322,-0.860644,2.167642
10R.mp4,70,4,3,-561.647151,375.882808,-94.199676,-54.687493,-77.079745,-42.380297,26.843273
10R.mp4,70,4,4,-488.037157,789.739213,12.239915,-1.167056,0.798815,6.571276,-1.327775
10R.mp4,71,1,1,-271.600918,786.766480,2.774284,-213.820692,160.069679,7.522183,-0.570870
10R.mp4,71,1,2,-311.080733,945.616185,0.845579,-68.406801,36.709606,-5.844692,-0.716481
10R.mp4,71,1,3,-384.665087,799.040765,-8.385519,-58.417630,0.516334,-17.946372,-8.074253
10R.mp4,71,1,4,-323.277521,934.919905,5.023160,-74.069716,56.149268,4.221493,0.348555
10R.mp4,71,2,1,-280.225864,973.147390,3.121846,-94.608953,72.412352,4.097116,3.208306
10R.mp4,71,2,2,-336.475887,757.800649,-8.245910,-145.290924,72.669222,-13.942506,0.618515
10R.mp4,71,2,3,-333.590959,638.336919,-27.987543,-184.512117,46.223097,-43.564209,-0.258342
10R.mp4,71,2,4,-254.235594,966.192530,1.970336,-125.766780,96.360475,4.819631,5.540884
10R.mp4,71,3,1,-408.834796,933.737262,8.523536,9.468183,-7.640883,3.104864,-0.717337
10R.mp4,71,3,2,-419.741148,760.131595,-31.356614,-41.425956,-49.953598,-33.212333,20.959846
10R.mp4,71,3,3,-366.268822,542.529127,-198.299207,-50.309275,-40.276389,5.132797,14.242994
10R.mp4,71,3,4,-447.692293,861.013324,10.468441,2.386074,-1.565238,5.212785,-0.872256
10R.mp4,71,4,1,-444.948486,792.923367,10.096077,-42.186937,30.968268,6.365836,0.382339
10R.mp4,71,4,2,-559.122064,572.412457,-19.464607,-22.622452,-7.838007,-2.016104,2.724916
10R.mp4,71,4,3,-569.483874,358.559186,-93.741055,-57.257379,-72.527186,-41.516212,26.407239
10R.mp4,71,4,4,-497.129813,768.863204,11.896976,-4.103409,0.183289,5.258616,-0.507223
10R.mp4,72,1,1,-271.532680,778.805796,2.769956,-218.898441,163.909119,7.744830,-0.356789
10R.mp4,72,1,2,-313.974787,948.853290,1.460336,-64.846277,36.112112,-4.601528,-0.493944
10R.mp4,72,1,3,-383.948871,800.304063,-8.424261,-59.109495,1.149797,-17.874280,-7.648840
10R.mp4,72,1,4,-323.277521,934.919905,5.023160,-74.069716,56.149268,4.221493,0.348555
10R.mp4,72,2,1,-279.975627,972.226375,3.110678,-95.439869,73.041911,4.126053,3.244597
10R.mp4,72,2,2,-319.943654,777.514216,-9.810847,-144.485022,70.846874,-14.800753,-3.718962
10R.mp4,72,2,3,-327.675969,628.220625,-28.133048,-196.361071,57.864722,-42.720570,-0.231372
10R.mp4,72,2,4,-253.735120,964.350502,1.948000,-127.428611,97.619593,4.877505,5.613467
10R.mp4,72,3,1,-407.651849,937.092875,8.472024,10.391355,-8.332528,3.026902,-0.749961
10R.mp4,72,3,2,-419.741148,760.131595,-31.356614,-41.425956,-49.953598,-33.212333,20.959846
10R.mp4,72,3,3,-365.532416,543.756431,-199.973430,-50.625357,-40.932870,8.363439,13.818384
10R.mp4,72,3,4,-447.225938,863.151638,10.448269,3.263118,-2.225839,5.159336,-0.906713
10R.mp4,72,4,1,-440.865055,797.167837,9.917038,-43.618129,32.072172,6.301147,0.464091
10R.mp4,72,4,2,-559.838655,571.195157,-19.433267,-22.668580,-7.806964,-1.991592,2.723082
10R.mp4,72,4,3,-571.579242,363.167483,-92.168639,-54.384214,-69.136776,-38.122151,24.785540
10R.mp4,72,4,4,-496.643018,771.051437,12.122481,-3.570733,0.712141,5.795695,-0.775367
10R.mp4,73,1,1,-272.715626,775.450182,2.821469,-219.821612,164.600763,7.822792,-0.324165
10R.mp4,73,1,2,-313.974787,948.853290,1.460336,-64.846277,36.112112,-4.601528,-0.493944
10R.mp4,73,1,3,-385.382011,797.869247,-8.360466,-59.107737,1.286244,-17.735155,-7.164761
10R.mp4,73,1,4,-324.710704,932.485305,5.085841,-74.161972,56.211353,4.270519,0.344887
10R.mp4,73,2,1,-279.975627,972.226375,3.110678,-95.439869,73.041911,4.126053,3.244597
10R.mp4,73,2,2,-323.290986,762.390727,-10.024586,-150.317277,70.926009,-17.615464,-1.296728
10R.mp4,73,2,3,-342.297189,622.161965,-21.352551,-188.091995,63.017831,-37.041776,-10.115859
10R.mp4,73,2,4,-253.985357,965.271516,1.959168,-126.597695,96.990034,4.848568,5.577175
10R.mp4,73,3,1,-408.402560,939.855917,8.505528,12.884101,-10.221205,2.940091,-0.858836
10R.mp4,73,3,2,-420.958213,760.756323,-31.302938,-39.810252,-51.181673,-33.245694,20.885429
10R.mp4,73,3,3,-364.108763,546.186728,-199.531696,-50.138777,-40.419171,7.193560,13.867793
10R.mp4,73,3,4,-449.375712,859.499739,10.542291,3.124734,-2.132711,5.232874,-0.912215
10R.mp4,73,4,1,-439.864108,793.483781,9.872365,-46.941791,34.590408,6.416895,0.609256
10R.mp4,73,4,2,-559.338182,569.353129,-19.455603,-24.330411,-6.547846,-1.933718,2.795665
10R.mp4,73,4,3,-570.219450,361.453492,-91.717663,-53.067249,-66.990681,-43.498907,24.668352
10R.mp4,73,4,4,-498.258199,761.577167,12.192002,-7.909822,3.984107,6.038430,-0.601245
10R.mp4,74,1,1,-274.649283,774.857611,2.906486,-218.252037,163.403731,7.813944,-0.400415
10R.mp4,74,1,2,-305.989635,950.256995,1.114273,-71.405528,40.716572,-4.814001,-1.551723
10R.mp4,74,1,3,-374.114299,818.183319,-6.949727,-55.905868,-0.342529,-19.964312,-14.827788
10R.mp4,74,1,4,-321.445889,947.407720,4.950923,-67.378688,50.848274,3.709668,-0.807643
10R.mp4,74,2,1,-274.675463,975.891900,2.871675,-99.130742,76.112757,4.281428,4.312091
10R.mp4,74,2,2,-327.461335,760.438671,-5.468256,-145.957400,84.011783,-7.025081,-17.395654
10R.mp4,74,2,3,-347.988972,648.724154,-14.950028,-167.310822,58.943163,-32.072280,-19.889048
10R.mp4,74,2,4,-256.999271,949.336523,2.095494,-132.923936,101.504938,5.064948,4.943345
10R.mp4,74,3,1,-400.303936,956.305542,8.151779,15.099468,-11.852837,2.588066,-0.909414
10R.mp4,74,3,2,-424.043692,748.754621,-34.832356,-41.420672,-47.595877,-29.067749,19.848459
10R.mp4,74,3,3,-375.754245,531.903597,-197.168073,-48.358148,-33.657344,9.760414,12.049529
10R.mp4,74,3,4,-440.797056,874.057417,9.920527,4.022636,-3.694678,4.348194,-0.656524
10R.mp4,74,4,1,-428.285216,828.006713,9.362117,-37.523140,27.783270,5.795039,1.158051
10R.mp4,74,4,2,-559.257484,561.440647,-19.976831,-28.411312,0.183454,-0.124400,2.639630
10R.mp4,74,4,3,-561.815979,368.892957,-95.344903,-57.605054,-70.526236,-39.676568,25.828240
10R.mp4,74,4,4,-492.991822,769.177251,11.961451,-8.417842,4.396367,5.895779,-0.552117
10R.mp4,75,1,1,-274.649283,774.857611,2.906486,-218.252037,163.403731,7.813944,-0.400415
10R.mp4,75,1,2,-307.422196,947.731048,1.188416,-70.303839,39.226561,-5.228483,-3.865788
10R.mp4,75,1,3,-379.610097,811.508170,-6.454928,-54.173307,-0.859399,-19.356673,-15.570473
10R.mp4,75,1,4,-327.895212,936.452023,5.232987,-67.793840,51.127659,3.930282,-0.824146
10R.mp4,75,2,1,-273.208161,974.346157,2.806830,-101.577361,77.970391,4.343726,4.422799
10R.mp4,75,2,2,-325.446707,791.787717,-2.994045,-124.825791,68.725820,-8.632472,-26.839882
10R.mp4,75,2,3,-344.840080,649.799346,-12.069491,-167.719730,68.585435,-26.382703,-29.317599
10R.mp4,75,2,4,-263.889534,959.107849,2.160157,-118.825453,89.627845,3.922776,3.677707
10R.mp4,75,3,1,-400.303936,956.305542,8.151779,15.099468,-11.852837,2.588066,-0.909414
10R.mp4,75,3,2,-424.043692,748.754621,-34.832356,-41.420672,-47.595877,-29.067749,19.848459
10R.mp4,75,3,3,-375.037653,533.120897,-197.199413,-48.312020,-33.688387,9.735901,12.051363
10R.mp4,75,3,4,-440.797056,874.057417,9.920527,4.022636,-3.694678,4.348194,-0.656524
10R.mp4,75,4,1,-428.285216,828.006713,9.362117,-37.523140,27.783270,5.795039,1.158051
10R.mp4,75,4,2,-559.257484,561.440647,-19.976831,-28.411312,0.183454,-0.124400,2.639630
10R.mp4,75,4,3,-561.815979,368.892957,-95.344903,-57.605054,-70.526236,-39.676568,25.828240
10R.mp4,75,4,4,-493.458177,767.038937,11.981623,-9.294885,5.056968,5.949228,-0.517659
1R.mp4,1,1,1,-298.356913,1109.310314,3.936285,8.610896,-5.472864,0.254415,-0.347505
1R.mp4,1,1,2,-293.340773,1117.831412,3.716901,8.933791,-5.690163,0.082826,-0.334669
1R.mp4,1,1,3,-294.179600,945.118069,-62.135341,-13.516323,0.607775,-0.719628,-4.951597
1R.mp4,1,1,4,-289.439009,1114.990431,3.550990,3.899746,-2.115246,0.025143,-0.986453
1R.mp4,1,2,1,-288.188157,1110.431142,3.488862,-0.898811,1.771416,0.356531,0.106330
1R.mp4,1,2,2,-287.372438,944.979031,-46.593974,-32.966938,20.105368,-11.796720,0.644782
1R.mp4,1,2,3,-166.678578,444.360444,-441.417945,73.542546,102.654983,-21.368363,-23.595524
1R.mp4,1,2,4,-303.288097,1044.119446,-6.522881,-11.351529,11.268730,0.048746,-1.461698
1R.mp4,1,3,1,-332.025401,994.234124,5.399164,-29.978404,23.522826,3.018486,1.099336
1R.mp4,1,3,2,-318.796970,949.400720,4.809414,-71.478053,54.969732,4.440819,2.915744
1R.mp4,1,3,3,-219.869894,521.577514,-181.300692,68.807872,251.597524,-269.164827,-1.622228
1R.mp4,1,3,4,-229.925899,841.856399,0.639323,-227.396195,172.147292,7.822253,9.310593
1R.mp4,1,4,1,-723.272841,441.334328,22.529163,15.139439,-12.681435,13.289762,-2.860900
1R.mp4,1,4,2,-956.415303,46.632927,32.725994,0.978774,-3.222081,21.227436,-3.493157
1R.mp4,1,4,3,-749.342488,54.195770,-98.797571,26.575824,33.876596,-70.308461,3.165476
1R.mp4,1,4,4,-702.944365,470.467446,21.392619,13.405598,-12.190809,12.153140,-2.432537
1R.mp4,2,1,1,-294.773956,1115.396813,3.779582,8.841535,-5.628078,0.131851,-0.338337
1R.mp4,2,1,2,-292.624181,1119.048712,3.685561,8.979919,-5.721206,0.058313,-0.332836
1R.mp4,2,1,3,-291.590914,959.140826,-55.308834,-15.772944,-5.014238,-9.168467,1.622108
1R.mp4,2,1,4,-289.438676,1114.944649,3.557278,4.543725,-2.854113,-0.161561,-1.897779
1R.mp4,2,2,1,-288.472512,1115.332498,3.502194,2.470979,-0.777863,0.216271,-0.037002
1R.mp4,2,2,2,-283.492382,966.608963,-42.509359,-33.875341,17.020150,-10.048546,4.234798
1R.mp4,2,2,3,-167.052539,422.750468,-469.682872,47.122056,68.520747,25.759769,-22.321138
1R.mp4,2,2,4,-305.388510,1067.596126,-4.043941,2.195286,0.831629,-2.113923,0.179965
1R.mp4,2,3,1,-326.793143,1005.814550,5.170776,-27.947550,22.015366,2.764511,1.041423
1R.mp4,2,3,2,-312.313527,956.376075,4.525185,-73.601776,56.610066,4.331529,3.039289
1R.mp4,2,3,3,-210.476353,548.401811,-180.706471,76.472141,246.614781,-274.269793,-1.213098
1R.mp4,2,3,4,-224.591617,841.541581,0.398156,-233.625943,177.137858,8.088952,10.485128
1R.mp4,2,4,1,-707.507829,468.114923,21.839672,16.154254,-13.364377,12.750484,-2.820558
1R.mp4,2,4,2,-963.581217,34.459930,33.039399,0.517495,-2.911653,21.472563,-3.511495
1R.mp4,2,4,3,-761.855218,34.434888,-93.586210,26.460753,35.663595,-80.214327,4.676552
1R.mp4,2,4,4,-715.105979,449.823269,22.171085,12.277057,-10.473627,13.160383,-2.697397
1R.mp4,3,1,1,-295.024192,1116.317827,3.790750,9.672451,-6.257637,0.102915,-0.374628
1R.mp4,3,1,2,-292.874418,1119.969726,3.696729,9.810835,-6.350765,0.029377,-0.369127
1R.mp4,3,1,3,-291.758978,960.217764,-52.262247,-21.657869,-9.613988,-10.332963,4.480735
1R.mp4,3,1,4,-288.187492,1110.339578,3.501437,0.389147,0.293682,-0.016877,-1.716322
1R.mp4,3,2,1,-286.220381,1107.043372,3.401680,-5.007261,4.888168,0.476703,0.289621
1R.mp4,3,2,2,-286.581777,982.940796,-44.295494,-26.825777,9.659346,1.147201,3.134197
1R.mp4,3,2,3,-172.016698,417.263783,-464.210945,59.460744,84.362073,12.130022,-24.403239
1R.mp4,3,2,4,-308.466410,1079.924742,0.875755,5.597817,-5.538643,-1.980578,0.569080
1R.mp4,3,3,1,-328.908798,998.182309,5.262634,-30.624808,24.028214,2.949372,1.142963
1R.mp4,3,3,2,-313.598830,964.961488,4.583190,-66.908323,51.542552,4.075521,2.750791
1R.mp4,3,3,3,-211.786474,550.048197,-184.933175,75.535226,241.365695,-261.414322,-2.547810
1R.mp4,3,3,4,-230.440383,847.774470,0.903214,-224.183836,170.896775,8.430288,9.808609
1R.mp4,3,4,1,-718.256701,449.855427,22.309779,15.462335,-12.898735,13.118173,-2.848064
1R.mp4,3,4,2,-970.747132,22.286932,33.352804,0.056216,-2.601224,21.717689,-3.529832
1R.mp4,3,4,3,-766.041608,27.164807,-93.122246,21.374836,29.263733,-76.062406,5.776474
1R.mp4,3,4,4,-723.705077,435.215673,22.547171,11.723521,-10.101114,13.454535,-2.719402
1R.mp4,4,1,1,-295.024192,1116.317827,3.790750,9.672451,-6.257637,0.102915,-0.374628
1R.mp4,4,1,2,-292.874418,1119.969726,3.696729,9.810835,-6.350765,0.029377,-0.369127
1R.mp4,4,1,3,-291.308435,966.343623,-52.655032,-19.457038,-13.872009,-9.269478,4.582711
1R.mp4,4,1,4,-288.437729,1111.260592,3.512605,1.220063,-0.335877,-0.045813,-1.752613
1R.mp4,4,2,1,-285.219434,1103.359315,3.357007,-8.330923,7.406404,0.592451,0.434787
1R.mp4,4,2,2,-277.814573,1002.054964,-35.258966,-28.629560,19.521914,-3.936189,1.861288
1R.mp4,4,2,3,-178.146501,396.170341,-446.709174,51.872494,82.383386,-24.255495,-16.294984
1R.mp4,4,2,4,-301.655514,1098.322459,4.079655,5.010466,-2.768371,0.517238,-0.213342
1R.mp4,4,3,1,-324.825367,1002.426780,5.083595,-32.055999,25.132118,2.884683,1.224715
1R.mp4,4,3,2,-309.731517,966.146630,4.413156,-70.047474,53.936616,4.093218,2.903292
1R.mp4,4,3,3,-205.992237,539.731323,-186.427041,59.151777,240.386051,-264.633190,0.925780
1R.mp4,4,3,4,-226.971187,838.860614,0.749023,-233.277778,177.790881,8.724082,10.209649
1R.mp4,4,4,1,-706.791237,469.332222,21.808331,16.200382,-13.395420,12.725971,-2.818724
1R.mp4,4,4,2,-966.447583,29.590731,33.164761,0.332983,-2.787481,21.570613,-3.518830
1R.mp4,4,4,3,-764.417021,24.498825,-94.938845,18.628407,25.828858,-77.771786,7.078923
1R.mp4,4,4,4,-721.555302,438.867572,22.453149,11.861905,-10.194242,13.380997,-2.713901
1R.mp4,5,1,1,-295.024192,1116.317827,3.790750,9.672451,-6.257637,0.102915,-0.374628
1R.mp4,5,1,2,-292.874418,1119.969726,3.696729,9.810835,-6.350765,0.029377,-0.369127
1R.mp4,5,1,3,-288.189034,970.242959,-52.158533,-17.944763,-11.977202,-10.349729,2.326525
1R.mp4,5,1,4,-288.687966,1112.181606,3.523773,2.050978,-0.965436,-0.074750,-1.788905
1R.mp4,5,2,1,-285.469671,1104.280329,3.368176,-7.500007,6.776845,0.563514,0.398495
1R.mp4,5,2,2,-279.304327,1045.581174,-20.366315,-22.196948,9.790563,-1.868604,2.858426
1R.mp4,5,2,3,-178.873931,419.729018,-426.215800,65.862343,103.669529,-44.841264,-18.261738
1R.mp4,5,2,4,-294.773956,1115.396813,3.779582,8.841535,-5.628078,0.131851,-0.338337
1R.mp4,5,3,1,-326.542906,1004.893536,5.159608,-28.778465,22.644925,2.793448,1.077715
1R.mp4,5,3,2,-309.515400,969.205958,4.404152,-68.339515,52.646455,4.010831,2.832542
1R.mp4,5,3,3,-204.051031,528.094862,-188.871809,50.422368,237.952037,-265.484429,2.923002
1R.mp4,5,3,4,-227.972134,842.544671,0.793696,-229.954116,175.272645,8.608334,10.064483
1R.mp4,5,4,1,-708.224420,466.897623,21.871012,16.108126,-13.333334,12.774996,-2.822392
1R.mp4,5,4,2,-967.164175,28.373431,33.196101,0.286855,-2.756438,21.595126,-3.520663
1R.mp4,5,4,3,-751.791112,39.074442,-95.958864,18.576476,23.095971,-81.564617,8.204685
1R.mp4,5,4,4,-722.271894,437.650272,22.484490,11.815777,-10.163199,13.405510,-2.715734
1R.mp4,6,1,1,-294.773956,1115.396813,3.779582,8.841535,-5.628078,0.131851,-0.338337
1R.mp4,6,1,2,-292.874418,1119.969726,3.696729,9.810835,-6.350765,0.029377,-0.369127
1R.mp4,6,1,3,-291.981184,969.297088,-50.513858,-14.397583,-5.570023,-8.660348,0.960648
1R.mp4,6,1,4,-289.438676,1114.944649,3.557278,4.543725,-2.854113,-0.161561,-1.897779
1R.mp4,6,2,1,-286.470618,1107.964386,3.412848,-4.176345,4.258609,0.447766,0.253329
1R.mp4,6,2,2,-289.853795,1084.540090,-0.694194,-7.608903,6.613034,-1.334944,-1.117078
1R.mp4,6,2,3,-171.947386,447.453147,-371.467716,89.674390,149.279265,-139.098781,-12.422542
1R.mp4,6,2,4,-294.057364,1116.614112,3.748242,8.887663,-5.659120,0.107339,-0.336503
1R.mp4,6,3,1,-329.011155,1010.123335,5.269126,-23.008184,18.269055,2.615402,0.821841
1R.mp4,6,3,2,-323.119233,973.018643,5.003601,-52.274740,40.427790,3.726245,2.084708
1R.mp4,6,3,3,-202.330418,529.561683,-184.626636,48.825557,235.938685,-270.497671,4.407062
1R.mp4,6,3,4,-228.561286,852.297464,0.574683,-222.870169,168.984635,7.737285,10.011505
1R.mp4,6,4,1,-722.806486,443.472642,22.508990,16.016483,-13.342037,13.236312,-2.895358
1R.mp4,6,4,2,-962.148034,36.894529,32.976718,0.609751,-2.973738,21.423537,-3.507827
1R.mp4,6,4,3,-754.443183,45.593888,-92.621296,24.737486,30.936198,-82.864305,6.180459
1R.mp4,6,4,4,-725.604614,430.642759,22.630024,10.754222,-9.378426,13.557010,-2.688612
1R.mp4,7,1,1,-294.773956,1115.396813,3.779582,8.841535,-5.628078,0.131851,-0.338337
1R.mp4,7,1,2,-293.591009,1118.752426,3.728069,9.764707,-6.319722,0.053889,-0.370961
1R.mp4,7,1,3,-294.105225,969.641007,-50.288517,-12.612954,-8.173141,-6.662227,-1.198443
1R.mp4,7,1,4,-289.188440,1114.023635,3.546110,3.712809,-2.224554,-0.132624,-1.861488
1R.mp4,7,2,1,-286.470618,1107.964386,3.412848,-4.176345,4.258609,0.447766,0.253329
1R.mp4,7,2,2,-288.390596,1103.341554,3.250024,-4.801278,3.791843,-0.040287,0.517806
1R.mp4,7,2,3,-180.154158,474.147862,-341.977113,79.767944,134.851927,-151.711415,-7.237764
1R.mp4,7,2,4,-295.740784,1115.100527,3.822091,9.626323,-6.226594,0.127427,-0.376462
1R.mp4,7,3,1,-329.011155,1010.123335,5.269126,-23.008184,18.269055,2.615402,0.821841
1R.mp4,7,3,2,-323.119233,973.018643,5.003601,-52.274740,40.427790,3.726245,2.084708
1R.mp4,7,3,3,-203.331365,533.245740,-184.581963,52.149219,233.420449,-270.613419,4.261896
1R.mp4,7,3,4,-232.314838,866.112676,0.742206,-210.406437,159.541250,7.303232,9.467133
1R.mp4,7,4,1,-724.956261,439.820743,22.603012,15.878099,-13.248908,13.309850,-2.900859
1R.mp4,7,4,2,-962.864626,35.677229,33.008058,0.563623,-2.942695,21.448050,-3.509661
1R.mp4,7,4,3,-759.459323,37.072790,-92.401912,24.414590,31.153498,-82.692717,6.167623
1R.mp4,7,4,4,-725.604614,430.642759,22.630024,10.754222,-9.378426,13.557010,-2.688612
1R.mp4,8,1,1,-297.890558,1111.448628,3.916112,9.487939,-6.133465,0.200965,-0.381963
1R.mp4,8,1,2,-292.874418,1119.969726,3.696729,9.810835,-6.350765,0.029377,-0.369127
1R.mp4,8,1,3,-294.273407,966.627165,-45.221172,-16.230361,-7.373351,-12.383205,-1.595904
1R.mp4,8,1,4,-287.971042,1113.353124,3.498721,2.741086,-1.735346,-0.285967,-2.698397
1R.mp4,8,2,1,-282.717066,1094.149174,3.245325,-16.640078,13.701993,0.881820,0.797702
1R.mp4,8,2,2,-292.339825,1114.147356,3.672229,5.610129,-3.171927,0.198574,-0.189503
1R.mp4,8,2,3,-188.784283,503.701636,-347.451719,67.172805,105.351817,-98.973160,-10.037495
1R.mp4,8,2,4,-298.641269,1114.211670,3.949617,11.980686,-8.022142,0.114154,-0.490838
1R.mp4,8,3,1,-323.926777,1010.683749,5.045414,-27.763038,21.891195,2.666461,1.048758
1R.mp4,8,3,2,-311.141986,932.790309,4.469692,-89.619810,68.726901,5.003893,3.719658
1R.mp4,8,3,3,-197.374686,535.243190,-185.500496,48.304129,244.537376,-262.385499,1.705940
1R.mp4,8,3,4,-233.850378,875.619102,0.811379,-202.882069,153.844177,7.018287,9.142343
1R.mp4,8,4,1,-728.539218,433.734244,22.759714,15.647459,-13.093694,13.432414,-2.910028
1R.mp4,8,4,2,-946.383022,63.675123,32.287227,1.624566,-3.656680,20.884259,-3.467485
1R.mp4,8,4,3,-728.665925,77.099115,-100.275339,21.664858,25.863571,-79.599811,6.914278
1R.mp4,8,4,4,-699.591204,477.524878,21.492762,14.122787,-11.786128,12.592168,-2.693346
1R.mp4,9,1,1,-297.890558,1111.448628,3.916112,9.487939,-6.133465,0.200965,-0.381963
1R.mp4,9,1,2,-292.874418,1119.969726,3.696729,9.810835,-6.350765,0.029377,-0.369127
1R.mp4,9,1,3,-293.348516,970.895024,-43.496307,-12.993689,-6.516614,-15.448840,-2.672605
1R.mp4,9,1,4,-287.971042,1113.353124,3.498721,2.741086,-1.735346,-0.285967,-2.698397
1R.mp4,9,2,1,-282.717066,1094.149174,3.245325,-16.640078,13.701993,0.881820,0.797702
1R.mp4,9,2,2,-292.555943,1111.088028,3.681233,3.902170,-1.881767,0.280960,-0.118754
1R.mp4,9,2,3,-196.216157,522.288589,-338.764505,75.045348,110.983935,-90.491831,-14.722631
1R.mp4,9,2,4,-299.357860,1112.994370,3.980958,11.934558,-7.991099,0.138667,-0.492671
1R.mp4,9,3,1,-322.959949,1010.980035,5.002906,-28.547825,22.489711,2.670885,1.086884
1R.mp4,9,3,2,-311.141986,932.790309,4.469692,-89.619810,68.726901,5.003893,3.719658
1R.mp4,9,3,3,-196.790953,517.554518,-186.324884,39.818567,261.288830,-262.464414,0.536905
1R.mp4,9,3,4,-233.850378,875.619102,0.811379,-202.882069,153.844177,7.018287,9.142343
1R.mp4,9,4,1,-728.539218,433.734244,22.759714,15.647459,-13.093694,13.432414,-2.910028
1R.mp4,9,4,2,-946.383022,63.675123,32.287227,1.624566,-3.656680,20.884259,-3.467485
1R.mp4,9,4,3,-730.358248,75.621141,-97.808514,22.815686,27.686774,-83.365202,7.112819
1R.mp4,9,4,4,-691.708698,490.915175,21.148017,14.630194,-12.127599,12.322529,-2.673175
1R.mp4,10,1,1,-297.890558,1111.448628,3.916112,9.487939,-6.133465,0.200965,-0.381963
1R.mp4,10,1,2,-291.907590,1120.266012,3.654220,9.026047,-5.752249,0.033801,-0.331002
1R.mp4,10,1,3,-294.513022,967.639362,-44.465086,-15.899454,-5.424443,-12.665663,-0.421067
1R.mp4,10,1,4,-287.721470,1112.523674,3.474977,0.622212,0.371947,0.116378,-0.839454
1R.mp4,10,2,1,-282.216592,1092.307146,3.222989,-18.301909,14.961111,0.939694,0.870285
1R.mp4,10,2,2,-291.054522,1105.561943,3.614224,-1.083323,1.895587,0.454582,0.098995
1R.mp4,10,2,3,-189.189040,531.595561,-332.235457,63.880218,105.575561,-97.684116,-8.817544
1R.mp4,10,2,4,-300.324688,1112.698085,4.023466,12.719345,-8.589616,0.134243,-0.530797
1R.mp4,10,3,1,-320.992173,1007.592264,4.915724,-32.656275,25.606463,2.791057,1.270175
1R.mp4,10,3,2,-307.024436,933.054437,4.288489,-93.589876,71.750524,5.050527,3.908451
1R.mp4,10,3,3,-202.935113,528.681659,-184.033973,52.171913,252.021992,-265.411088,0.432715
1R.mp4,10,3,4,-235.818154,879.006873,0.898560,-198.773619,150.727424,6.898115,8.959052
1R.mp4,10,4,1,-722.806486,443.472642,22.508990,16.016483,-13.342037,13.236312,-2.895358
1R.mp4,10,4,2,-936.350742,80.717320,31.848460,2.270357,-4.091279,20.541082,-3.441813
1R.mp4,10,4,3,-725.828150,81.955408,-98.887456,23.032343,27.466753,-83.060421,7.058840
1R.mp4,10,4,4,-676.410040,515.557455,20.478698,14.767965,-12.149939,11.836700,-2.598375
1R.mp4,11,1,1,-298.356913,1109.310314,3.936285,8.610896,-5.472864,0.254415,-0.347505
1R.mp4,11,1,2,-293.090536,1116.910398,3.705733,8.102876,-5.060604,0.111763,-0.298378
1R.mp4,11,1,3,-295.202321,970.645125,-44.341176,-15.301327,-1.740895,-9.594034,0.256692
1R.mp4,11,1,4,-288.688298,1112.227388,3.517486,1.406999,-0.226569,0.111953,-0.877579
1R.mp4,11,2,1,-282.967303,1095.070188,3.256494,-15.809163,13.072434,0.852883,0.761410
1R.mp4,11,2,2,-291.054522,1105.561943,3.614224,-1.083323,1.895587,0.454582,0.098995
1R.mp4,11,2,3,-191.696854,516.518098,-339.952435,68.047143,112.103193,-94.566615,-11.083705
