video number, frame number, cell number of x, cell number of y,KM1,KM2,KM3,KM4,KM5,KM6,KM7
5R.mp4,60,2,2,-303.509529,1116.710584,4.164325,18.443498,-12.934443,-0.019290,-0.788504
5R.mp4,60,2,3,-203.251542,554.674583,-354.803813,88.985362,91.724330,-45.003166,-20.337556
5R.mp4,60,2,4,-313.029931,1124.767739,4.584735,33.077082,-24.049204,-0.368566,-1.454587
5R.mp4,60,3,1,-321.492647,1009.434293,4.938060,-30.994444,24.347345,2.733183,1.197592
5R.mp4,60,3,2,-309.128687,952.363576,4.384327,-79.325928,60.954893,4.485062,3.296997
5R.mp4,60,3,3,-196.878742,504.160069,-186.324137,44.418724,270.819796,-280.815407,1.582792
5R.mp4,60,3,4,-254.201569,877.407706,1.954067,-181.668147,138.625351,7.293259,7.893946
5R.mp4,60,4,1,-771.534706,360.696260,24.640144,12.879783,-11.231126,14.903173,-3.020052
5R.mp4,60,4,2,-984.132574,-1.812695,33.691427,-1.306764,-2.571306,21.621838,-3.294696
5R.mp4,60,4,3,-720.644943,71.962276,-108.464174,33.633687,42.513665,-88.529046,3.940550
5R.mp4,60,4,4,-714.889861,452.882597,22.162081,13.985016,-11.763788,13.077997,-2.768146
5R.mp4,61,1,1,-297.640321,1110.527614,3.904944,8.657024,-5.503906,0.229902,-0.345672
5R.mp4,61,1,2,-292.986614,1081.847019,-9.220522,9.903695,-1.449254,-9.293571,0.546299
5R.mp4,61,1,3,-272.460413,815.148857,-109.899410,-26.850319,10.708737,-44.419823,-0.586563
5R.mp4,61,1,4,-291.407116,1118.423984,3.631884,7.364216,-4.493131,0.091675,-0.258419
5R.mp4,61,2,1,-293.090536,1116.910398,3.705733,8.102876,-5.060604,0.111763,-0.298378
5R.mp4,61,2,2,-303.028743,1114.820038,3.262257,17.552472,-12.338648,0.461503,-0.817195
5R.mp4,61,2,3,-201.876869,536.663871,-361.513725,83.550672,92.435550,-45.018101,-19.527112
5R.mp4,61,2,4,-313.746523,1123.550440,4.616076,33.030954,-24.018162,-0.344054,-1.456421
5R.mp4,61,3,1,-324.609250,1005.486108,5.074591,-30.348040,23.841957,2.802297,1.153965
5R.mp4,61,3,2,-310.777988,946.869649,4.456012,-81.126143,62.307140,4.616474,3.364078
5R.mp4,61,3,3,-196.853069,508.256405,-189.369843,45.092407,269.439636,-273.794720,0.421938
5R.mp4,61,3,4,-255.884988,875.894121,2.027916,-180.929488,138.057878,7.313347,7.853987
5R.mp4,61,4,1,-773.684480,357.044361,24.734166,12.741399,-11.137997,14.976710,-3.025554
5R.mp4,61,4,2,-979.833025,5.491103,33.503384,-1.029996,-2.757562,21.474762,-3.283693
5R.mp4,61,4,3,-723.953347,69.040745,-107.565843,32.780748,41.553796,-87.093003,3.971695
5R.mp4,61,4,4,-713.240561,458.376525,22.090396,15.785231,-13.116034,12.946585,-2.835228
5R.mp4,62,1,1,-297.640321,1110.527614,3.904944,8.657024,-5.503906,0.229902,-0.345672
5R.mp4,62,1,2,-290.705721,1058.724143,-17.994652,16.481701,9.434626,-20.465658,-0.224696
5R.mp4,62,1,3,-289.533929,836.614847,-92.883973,-30.228135,8.869078,-33.221805,5.838367
5R.mp4,62,1,4,-291.407116,1118.423984,3.631884,7.364216,-4.493131,0.091675,-0.258419
5R.mp4,62,2,1,-293.591009,1118.752426,3.728069,9.764707,-6.319722,0.053889,-0.370961
5R.mp4,62,2,2,-302.361810,1115.934599,2.609923,19.108096,-13.646683,-0.851471,-0.637206
5R.mp4,62,2,3,-193.118503,546.870983,-390.982450,75.404236,63.616934,1.453080,-22.016595
5R.mp4,62,2,4,-315.213825,1125.096182,4.680921,35.477573,-25.875796,-0.406352,-1.567129
5R.mp4,62,3,1,-322.959949,1010.980035,5.002906,-28.547825,22.489711,2.670885,1.086884
5R.mp4,62,3,2,-310.743869,942.889307,4.453848,-83.665018,64.226859,4.727797,3.471119
5R.mp4,62,3,3,-194.866082,504.869685,-187.935458,40.583118,272.092597,-275.142090,1.008701
5R.mp4,62,3,4,-252.233793,874.019936,1.866886,-185.776597,141.742103,7.413430,8.077237
5R.mp4,62,4,1,-767.235157,368.000058,24.452101,13.156551,-11.417383,14.756097,-3.009050
5R.mp4,62,4,2,-976.966659,10.360302,33.378022,-0.845485,-2.881734,21.376712,-3.276358
5R.mp4,62,4,3,-712.190351,91.690563,-108.974362,34.627848,42.108888,-82.572026,2.770021
5R.mp4,62,4,4,-709.191249,466.601337,21.913521,16.892914,-13.931850,12.770572,-2.860517
5R.mp4,63,1,1,-297.640321,1110.527614,3.904944,8.657024,-5.503906,0.229902,-0.345672
5R.mp4,63,1,2,-297.568364,1023.961293,-27.352264,13.392247,7.896847,-21.859651,0.790090
5R.mp4,63,1,3,-290.383638,889.456503,-79.436056,-19.023958,-0.436340,-29.011876,7.910352
5R.mp4,63,1,4,-291.657353,1119.344998,3.643052,8.195132,-5.122690,0.062738,-0.294710
5R.mp4,63,2,1,-294.307601,1117.535127,3.759410,9.718579,-6.288679,0.078402,-0.372794
5R.mp4,63,2,2,-306.057008,1113.674285,1.138427,24.517395,-16.249589,-1.813177,-0.965751
5R.mp4,63,2,3,-190.896854,542.284300,-403.537030,69.092766,53.030954,19.348529,-22.522141
5R.mp4,63,2,4,-317.864073,1123.286311,4.797279,37.001020,-27.041785,-0.390688,-1.645214
5R.mp4,63,3,1,-329.227273,1007.064007,5.278130,-24.716143,19.559216,2.697789,0.892590
5R.mp4,63,3,2,-311.028225,947.790663,4.467180,-80.295228,61.677581,4.587537,3.327787
5R.mp4,63,3,3,-197.453735,517.954629,-187.174500,52.087767,261.548035,-278.858140,1.386819
5R.mp4,63,3,4,-253.519096,882.605348,1.924891,-179.083145,136.674589,7.157423,7.788739
5R.mp4,63,4,1,-775.117663,354.609761,24.796847,12.649143,-11.075912,15.025736,-3.029221
5R.mp4,63,4,2,-979.833025,5.491103,33.503384,-1.029996,-2.757562,21.474762,-3.283693
5R.mp4,63,4,3,-709.844501,90.242732,-112.096224,34.873986,42.487530,-81.934477,2.559504
5R.mp4,63,4,4,-712.523969,459.593824,22.059055,15.831359,-13.147077,12.922072,-2.833394
5R.mp4,64,1,1,-297.173967,1112.665928,3.884772,9.534067,-6.164508,0.176452,-0.380129
5R.mp4,64,1,2,-292.768943,1017.231043,-28.163471,5.685956,8.255469,-25.580972,2.698188
5R.mp4,64,1,3,-307.453828,888.955686,-70.925723,-14.748759,-1.499452,-24.097897,7.410289
5R.mp4,64,1,4,-291.156879,1117.502969,3.620716,6.533301,-3.863572,0.120612,-0.222127
5R.mp4,64,2,1,-295.809022,1123.061211,3.826419,14.704072,-10.066033,-0.095220,-0.590543
5R.mp4,64,2,2,-301.915693,1112.594940,-0.658728,27.363809,-15.450892,-9.240564,-0.225779
5R.mp4,64,2,3,-185.595880,530.437930,-433.607800,50.510235,30.281192,66.917892,-24.404686
5R.mp4,64,2,4,-317.397718,1125.424625,4.777107,37.878064,-27.702387,-0.444137,-1.679671
5R.mp4,64,3,1,-320.480296,1032.691616,4.897368,-17.376900,14.057102,2.098604,0.629764
5R.mp4,64,3,2,-298.448053,978.583756,3.918548,-73.556260,56.649812,3.894725,3.110421
5R.mp4,64,3,3,-189.878375,509.211819,-187.618150,39.343767,268.573412,-279.032010,2.466794
5R.mp4,64,3,4,-242.065037,875.140764,1.419462,-195.286304,148.986383,7.515547,8.531072
5R.mp4,64,4,1,-757.919468,383.824955,24.044675,13.756214,-11.820939,14.437432,-2.985211
5R.mp4,64,4,2,-969.313949,24.721532,33.290123,0.148471,-2.663310,21.668664,-3.526165
5R.mp4,64,4,3,-712.518407,80.259248,-109.298041,33.052846,41.140598,-89.901829,4.505904
5R.mp4,64,4,4,-714.673743,455.941925,22.153077,15.692975,-13.053949,12.995610,-2.838895
5R.mp4,65,1,1,-297.173967,1112.665928,3.884772,9.534067,-6.164508,0.176452,-0.380129
5R.mp4,65,1,2,-294.826461,1029.927173,-28.358169,9.334990,5.102595,-15.409426,0.744757
5R.mp4,65,1,3,-313.683386,902.675539,-68.430475,-13.633886,-6.590824,-9.223794,5.331275
5R.mp4,65,1,4,-291.623234,1115.364656,3.640888,5.656257,-3.202970,0.174061,-0.187670
5R.mp4,65,2,1,-296.025140,1120.001883,3.835423,12.996113,-8.775872,-0.012833,-0.519794
5R.mp4,65,2,2,-303.235279,1092.798364,-5.377861,27.147784,-9.107324,-13.454934,-0.411788
5R.mp4,65,2,3,-178.511969,516.850000,-438.928526,55.421127,40.066469,51.659095,-23.991711
5R.mp4,65,2,4,-320.980675,1119.338126,4.933809,37.647424,-27.547173,-0.321574,-1.688840
5R.mp4,65,3,1,-320.878412,1022.592618,4.913212,-23.331693,18.557143,2.374700,0.878303
5R.mp4,65,3,2,-309.014926,967.363930,4.381815,-70.001346,53.905573,4.068705,2.905125
5R.mp4,65,3,3,-199.040667,500.322753,-183.011271,39.053076,257.501439,-286.967439,5.655689
5R.mp4,65,3,4,-242.065037,875.140764,1.419462,-195.286304,148.986383,7.515547,8.531072
5R.mp4,65,4,1,-765.085383,371.651958,24.358080,13.294934,-11.510511,14.682559,-3.003549
5R.mp4,65,4,2,-965.730992,30.808031,33.133420,0.379111,-2.818524,21.546100,-3.516996
5R.mp4,65,4,3,-708.346068,87.516623,-105.453273,35.974457,44.959463,-101.255292,5.461482
5R.mp4,65,4,4,-704.641463,472.984122,21.714310,16.338766,-13.488548,12.652433,-2.813223
5R.mp4,66,1,1,-295.740784,1115.100527,3.822091,9.626323,-6.226594,0.127427,-0.376462
5R.mp4,66,1,2,-295.454886,1046.358960,-23.426816,0.368162,-5.217119,-2.933629,1.598385
5R.mp4,66,1,3,-308.684667,928.797002,-57.567232,-18.320562,-11.351380,-10.286931,7.037698
5R.mp4,66,1,4,-297.355966,1105.626258,3.891612,5.287234,-2.954628,0.370162,-0.202340
5R.mp4,66,2,1,-296.525613,1121.843911,3.857760,14.657944,-10.034990,-0.070707,-0.592377
5R.mp4,66,2,2,-295.951791,1078.029827,-20.153095,33.518760,-6.176789,-17.287854,-1.225317
5R.mp4,66,2,3,-174.089533,502.482162,-457.366146,53.254714,34.187714,65.421802,-25.171629
5R.mp4,66,2,4,-316.917685,1123.532678,4.509092,36.560599,-27.632723,-0.976792,-1.373402
5R.mp4,66,3,1,-317.659453,1014.599777,4.770190,-31.594720,24.821690,2.639557,1.243052
5R.mp4,66,3,2,-307.581743,969.798530,4.319134,-69.909090,53.843488,4.019680,2.908793
5R.mp4,66,3,3,-192.510840,503.373737,-186.346073,34.905504,263.191213,-281.759586,4.533455
5R.mp4,66,3,4,-238.811959,863.167581,1.274276,-206.088206,157.170649,7.891727,9.002861
5R.mp4,66,4,1,-761.502425,377.738456,24.201377,13.525574,-11.665725,14.559995,-2.994380
5R.mp4,66,4,2,-962.864626,35.677229,33.008058,0.563623,-2.942695,21.448050,-3.509661
5R.mp4,66,4,3,-702.573581,97.236517,-111.512375,36.027655,42.171481,-91.263010,4.095546
5R.mp4,66,4,4,-701.524860,476.932306,21.577779,15.692362,-12.983160,12.583319,-2.769597
5R.mp4,67,1,1,-295.490547,1114.179513,3.810923,8.795408,-5.597035,0.156364,-0.340170
5R.mp4,67,1,2,-301.264258,1075.845284,-4.459126,-0.469117,-5.092829,0.785215,0.075049
5R.mp4,67,1,3,-301.127728,978.184598,-46.487799,-19.966031,-17.661114,2.182387,6.039674
5R.mp4,67,1,4,-298.686792,1091.250632,3.947801,-2.421646,2.866617,0.753158,0.115115
5R.mp4,67,2,1,-296.991968,1119.705598,3.877932,13.780901,-9.374389,-0.017257,-0.557919
5R.mp4,67,2,2,-298.010408,1030.923109,-49.108046,33.932484,-11.123257,-6.690671,-2.403621
5R.mp4,67,2,3,-175.990717,458.729574,-470.226929,59.985167,48.605237,50.827411,-25.898260
5R.mp4,67,2,4,-322.900654,1114.715294,4.770985,37.022491,-28.013939,-0.809627,-1.424364
5R.mp4,67,3,1,-321.945324,1003.265718,4.710391,-34.065995,25.738213,2.307428,1.572776
5R.mp4,67,3,2,-315.782724,965.289930,4.679376,-64.507833,49.715960,4.037735,2.638249
5R.mp4,67,3,3,-193.060225,509.272934,-184.071835,41.636298,266.898251,-285.445950,3.490994
5R.mp4,67,3,4,-248.150030,878.218624,1.694135,-186.563809,142.107140,7.162037,7.247663
5R.mp4,67,4,1,-779.417212,347.305963,24.984890,12.372376,-10.889655,15.172812,-3.040224
5R.mp4,67,4,2,-966.447583,29.590731,33.164761,0.332983,-2.787481,21.570613,-3.518830
5R.mp4,67,4,3,-712.159448,82.361143,-106.928285,36.212523,43.859679,-97.906511,4.989577
5R.mp4,67,4,4,-703.890753,470.221079,21.680805,13.846019,-11.599871,12.739244,-2.704349
5R.mp4,68,1,1,-295.490547,1114.179513,3.810923,8.795408,-5.597035,0.156364,-0.340170
5R.mp4,68,1,2,-293.773008,1111.712756,3.734910,5.517873,-3.109842,0.247599,-0.193171
5R.mp4,68,1,3,-302.872732,1006.486003,-32.222020,-14.646935,-15.785399,-0.285502,5.285380
5R.mp4,68,1,4,-287.721802,1112.569456,3.468689,-0.021768,1.110814,0.303082,0.071872
5R.mp4,68,2,1,-295.558785,1122.140197,3.815251,13.873157,-9.436474,-0.066283,-0.554252
5R.mp4,68,2,2,-298.298312,983.031164,-59.116676,18.917100,-4.051631,-10.823884,-1.183829
5R.mp4,68,2,3,-176.987077,433.726836,-489.419684,52.152792,37.469370,68.607335,-26.036914
5R.mp4,68,2,4,-323.610684,1097.277015,1.921858,30.560705,-25.286563,-1.963499,-0.555054
5R.mp4,68,3,1,-316.212592,1013.004116,4.459667,-33.696972,25.489870,2.111326,1.587446
5R.mp4,68,3,2,-311.665174,965.554059,4.498173,-68.477899,52.739584,4.084369,2.827041
5R.mp4,68,3,3,-187.587893,511.863570,-185.953865,40.063148,269.622372,-286.390114,3.503879
5R.mp4,68,3,4,-245.465663,876.048153,1.575613,-190.626131,145.192849,7.257696,7.432788
5R.mp4,68,4,1,-765.085383,371.651958,24.358080,13.294934,-11.510511,14.682559,-3.003549
5R.mp4,68,4,2,-962.864626,35.677229,33.008058,0.563623,-2.942695,21.448050,-3.509661
5R.mp4,68,4,3,-709.993476,86.008491,-102.964528,34.244314,41.198239,-103.501384,6.738388
5R.mp4,68,4,4,-699.841441,478.445892,21.503930,14.953702,-12.415687,12.563231,-2.729638
5R.mp4,69,1,1,-297.173967,1112.665928,3.884772,9.534067,-6.164508,0.176452,-0.380129
5R.mp4,69,1,2,-295.240310,1113.258499,3.799755,7.964492,-4.967476,0.185301,-0.303879
5R.mp4,69,1,3,-297.613118,1010.005908,-32.946092,-17.005096,-15.832327,-1.497886,5.908920
5R.mp4,69,1,4,-288.722749,1116.253513,3.513362,3.301894,-1.407422,0.187334,-0.073294
5R.mp4,69,2,1,-298.675388,1118.192012,3.951781,14.519560,-9.941862,0.002831,-0.597878
5R.mp4,69,2,2,-308.699348,954.419585,-62.017052,17.641211,-8.390874,-15.469021,-0.412529
5R.mp4,69,2,3,-179.238385,439.374792,-487.200967,50.670002,36.523770,74.811393,-26.761933
5R.mp4,69,2,4,-327.149351,1078.966590,-0.548260,26.957795,-23.578761,-0.798318,-3.280898
5R.mp4,69,3,1,-320.045786,1007.838631,4.627538,-33.096696,25.015525,2.204953,1.541986
5R.mp4,69,3,2,-310.015873,971.047986,4.426488,-66.677684,51.387338,3.952958,2.759959
5R.mp4,69,3,3,-195.976123,504.262483,-187.090080,43.369878,264.456668,-282.958286,3.134096
5R.mp4,69,3,4,-251.118753,885.290451,1.825989,-179.131697,136.472152,6.926118,6.919206
5R.mp4,69,4,1,-776.550846,352.175162,24.859528,12.556887,-11.013826,15.074761,-3.032889
5R.mp4,69,4,2,-960.485056,38.358196,32.657191,0.215458,-3.595718,20.812921,-3.234182
5R.mp4,69,4,3,-705.947882,86.031182,-104.625074,32.053794,38.287280,-104.727183,7.783422
5R.mp4,69,4,4,-709.191249,466.601337,21.913521,16.892914,-13.931850,12.770572,-2.860517
5R.mp4,70,1,1,-297.173967,1112.665928,3.884772,9.534067,-6.164508,0.176452,-0.380129
5R.mp4,70,1,2,-294.739837,1111.416471,3.777418,6.302661,-3.708358,0.243175,-0.231296
5R.mp4,70,1,3,-294.992994,1023.952178,-31.568832,-11.895063,-15.091898,-0.606261,4.776880
5R.mp4,70,1,4,-288.972654,1117.128745,3.530818,4.776789,-2.775848,-0.028307,-1.020911
5R.mp4,70,2,1,-297.458322,1117.567284,3.898104,12.903857,-8.713787,0.036192,-0.523462
5R.mp4,70,2,2,-308.521539,954.601960,-61.014399,13.435250,-9.029983,-9.814637,-3.483239
5R.mp4,70,2,3,-173.036354,446.047627,-470.770977,52.692970,38.608417,37.761549,-20.769284
5R.mp4,70,2,4,-322.683733,1070.355842,-0.362242,16.651928,-16.663106,0.101229,-3.209781
5R.mp4,70,3,1,-320.762377,1006.621332,4.658878,-33.142824,25.046568,2.229465,1.540152
5R.mp4,70,3,2,-308.284656,964.550969,4.102633,-72.149726,54.604797,3.564988,3.247686
5R.mp4,70,3,3,-189.584759,515.160008,-188.764612,45.745322,265.129319,-283.530145,2.737339
5R.mp4,70,3,4,-252.017343,877.033481,1.864169,-183.424659,139.713076,7.144340,7.095162
5R.mp4,70,4,1,-769.134695,363.427145,24.534955,12.187251,-10.694695,14.858572,-2.978260
5R.mp4,70,4,2,-967.650970,26.185199,32.970596,-0.245821,-3.285290,21.058047,-3.252519
5R.mp4,70,4,3,-723.386157,57.781218,-102.477588,31.401159,39.641856,-105.711589,7.850136
5R.mp4,70,4,4,-707.758066,469.035937,21.850840,16.985170,-13.993936,12.721547,-2.856850
5R.mp4,71,1,1,-297.173967,1112.665928,3.884772,9.534067,-6.164508,0.176452,-0.380129
5R.mp4,71,1,2,-295.456428,1110.199171,3.808759,6.256533,-3.677315,0.267687,-0.233130
5R.mp4,71,1,3,-294.303154,1025.113591,-31.348746,-9.169106,-13.082194,-2.153140,3.334696
5R.mp4,71,1,4,-288.722417,1116.207730,3.519650,3.945874,-2.146289,0.000630,-0.984620
5R.mp4,71,2,1,-297.458322,1117.567284,3.898104,12.903857,-8.713787,0.036192,-0.523462
5R.mp4,71,2,2,-312.061918,956.898631,-55.096743,14.061053,-3.287467,-12.823967,-2.042576
5R.mp4,71,2,3,-178.727781,439.362546,-453.868354,58.606797,48.403723,6.289966,-17.636068
5R.mp4,71,2,4,-329.555355,1073.579681,5.336303,20.927718,-16.066435,-0.009191,-4.959693
5R.mp4,71,3,1,-320.762377,1006.621332,4.658878,-33.142824,25.046568,2.229465,1.540152
5R.mp4,71,3,2,-310.900785,958.760756,4.216827,-73.165153,55.358527,3.691975,3.276642
5R.mp4,71,3,3,-190.536529,510.874776,-187.715438,44.779884,267.602092,-285.664952,2.897740
5R.mp4,71,3,4,-252.267580,877.954496,1.875337,-182.593743,139.083517,7.115403,7.058870
5R.mp4,71,4,1,-772.001060,358.557946,24.660317,12.002739,-10.570524,14.956622,-2.985595
5R.mp4,71,4,2,-972.667110,17.664100,33.189979,-0.568717,-3.067991,21.229636,-3.265356
5R.mp4,71,4,3,-725.304628,53.161187,-103.908518,31.629103,40.227351,-104.172747,7.444693
5R.mp4,71,4,4,-711.341023,462.949438,22.007542,16.754530,-13.838722,12.844110,-2.866018
5R.mp4,72,1,1,-297.173967,1112.665928,3.884772,9.534067,-6.164508,0.176452,-0.380129
5R.mp4,72,1,2,-294.739837,1111.416471,3.777418,6.302661,-3.708358,0.243175,-0.231296
5R.mp4,72,1,3,-298.318325,1021.064758,-29.041218,-11.088633,-12.033045,-2.049654,4.422348
5R.mp4,72,1,4,-288.722085,1116.161948,3.525937,4.589853,-2.885156,-0.186074,-1.895945
5R.mp4,72,2,1,-298.459270,1121.251340,3.942777,16.227519,-11.232023,-0.079556,-0.668628
5R.mp4,72,2,2,-315.187734,961.188162,-50.440708,16.202675,-2.349698,-16.537479,0.018946
5R.mp4,72,2,3,-176.899483,448.084662,-440.103943,68.719907,64.099558,-15.324529,-20.746858
5R.mp4,72,2,4,-330.840701,1082.165309,5.393195,27.527156,-21.208311,-0.355299,-5.735938
5R.mp4,72,3,1,-322.696034,1006.028760,4.743896,-31.573249,23.849536,2.220617,1.463902
5R.mp4,72,3,2,-310.650549,957.839742,4.205658,-73.996069,55.988086,3.720912,3.312934
5R.mp4,72,3,3,-192.898546,508.199612,-187.105294,43.486523,266.051285,-284.815012,3.200695
5R.mp4,72,3,4,-254.167118,873.381582,1.958191,-183.563042,139.806204,7.217878,7.089661
5R.mp4,72,4,1,-768.418103,364.644445,24.503614,12.233379,-10.725738,14.834059,-2.976426
5R.mp4,72,4,2,-971.233927,20.098700,33.127298,-0.476461,-3.130076,21.180610,-3.261688
5R.mp4,72,4,3,-721.271609,57.301519,-104.074498,31.280969,39.528132,-106.539346,8.039560
5R.mp4,72,4,4,-706.791237,469.332222,21.808331,16.200382,-13.395420,12.725971,-2.818724
5R.mp4,73,1,1,-297.173967,1112.665928,3.884772,9.534067,-6.164508,0.176452,-0.380129
5R.mp4,73,1,2,-294.739837,1111.416471,3.777418,6.302661,-3.708358,0.243175,-0.231296
5R.mp4,73,1,3,-296.152858,1016.609119,-29.746962,-15.815661,-12.957010,-3.564725,5.632206
5R.mp4,73,1,4,-288.972322,1117.082962,3.537106,5.420768,-3.514715,-0.215011,-1.932237
5R.mp4,73,2,1,-297.708559,1118.488298,3.909272,13.734773,-9.343346,0.007255,-0.559753
5R.mp4,73,2,2,-310.466680,982.783811,-39.161006,21.226012,-4.890588,-31.588557,1.319935
5R.mp4,73,2,3,-191.785300,421.571610,-424.949565,75.716257,80.124516,-39.624660,-23.330301
5R.mp4,73,2,4,-330.228127,1095.552546,5.336907,31.970012,-23.304177,0.219737,-1.498597
5R.mp4,73,3,1,-324.129217,1003.594161,4.806577,-31.665505,23.911621,2.269642,1.460235
5R.mp4,73,3,2,-316.667636,953.002700,4.469715,-70.995302,53.687150,3.776753,3.154932
5R.mp4,73,3,3,-192.903923,512.185307,-186.085978,45.230234,263.091990,-285.273024,3.451384
5R.mp4,73,3,4,-255.850537,871.867997,2.032040,-182.824383,139.238731,7.237967,7.049702
5R.mp4,73,4,1,-761.968780,375.600142,24.221550,12.648531,-11.005123,14.613445,-2.959922
5R.mp4,73,4,2,-969.570949,21.562367,32.807771,-0.870754,-3.752056,20.569994,-2.988043
5R.mp4,73,4,3,-720.295726,57.554640,-103.979585,30.471823,38.423750,-106.458690,8.334141
5R.mp4,73,4,4,-706.074646,470.549522,21.776991,16.246510,-13.426462,12.701458,-2.816891
5R.mp4,74,1,1,-295.740784,1115.100527,3.822091,9.626323,-6.226594,0.127427,-0.376462
5R.mp4,74,1,2,-294.023245,1112.633770,3.746078,6.348789,-3.739401,0.218662,-0.229462
5R.mp4,74,1,3,-295.669125,1022.787532,-30.405795,-12.412383,-13.946946,-0.600844,3.731308
5R.mp4,74,1,4,-288.722085,1116.161948,3.525937,4.589853,-2.885156,-0.186074,-1.895945
5R.mp4,74,2,1,-297.708559,1118.488298,3.909272,13.734773,-9.343346,0.007255,-0.559753
5R.mp4,74,2,2,-311.147754,1006.092233,-34.899419,28.842736,-5.072230,-27.174853,1.176314
5R.mp4,74,2,3,-187.224940,431.988791,-422.608015,73.744631,75.038618,-41.866954,-21.166529
5R.mp4,74,2,4,-324.029040,1107.429257,5.066011,33.216079,-24.213121,-0.029813,-1.518385
5R.mp4,74,3,1,-323.662862,1005.732475,4.786404,-30.788461,23.251020,2.216193,1.425777
5R.mp4,74,3,2,-317.959702,957.507934,4.034200,-66.151991,48.160448,2.451012,3.440847
5R.mp4,74,3,3,-189.429844,522.189573,-188.526314,52.028005,264.699053,-285.059518,2.026857
5R.mp4,74,3,4,-252.665697,867.855498,1.891182,-188.548536,143.583558,7.391500,7.307410
5R.mp4,74,4,1,-761.252188,376.817442,24.190209,12.694659,-11.036166,14.588932,-2.958089
5R.mp4,74,4,2,-969.800745,22.533299,33.064617,-0.384205,-3.192162,21.131585,-3.258021
5R.mp4,74,4,3,-717.218776,61.451855,-105.883360,30.570625,38.203474,-105.650790,8.207982
5R.mp4,74,4,4,-702.491689,476.636021,21.620288,16.477150,-13.581677,12.578895,-2.807722
5R.mp4,75,1,1,-295.740784,1115.100527,3.822091,9.626323,-6.226594,0.127427,-0.376462
5R.mp4,75,1,2,-294.739837,1111.416471,3.777418,6.302661,-3.708358,0.243175,-0.231296
5R.mp4,75,1,3,-291.363060,1030.090030,-28.562041,-14.235693,-16.813508,-3.680859,5.036406
5R.mp4,75,1,4,-288.972322,1117.082962,3.537106,5.420768,-3.514715,-0.215011,-1.932237
5R.mp4,75,2,1,-300.643163,1121.579783,4.038963,18.628010,-13.058614,-0.117341,-0.781170
5R.mp4,75,2,2,-312.621945,1003.596310,-32.805480,29.030619,-6.100290,-31.984958,2.167736
5R.mp4,75,2,3,-190.557295,429.227513,-415.026840,69.207615,76.105029,-50.857820,-16.107408
5R.mp4,75,2,4,-324.995868,1107.132972,5.108520,34.000866,-24.811637,-0.034238,-1.556510
5R.mp4,75,3,1,-324.845808,1002.376861,4.837917,-31.711633,23.942664,2.294155,1.458401
5R.mp4,75,3,2,-322.186371,965.104652,3.728376,-56.415443,38.918478,1.000675,3.505345
5R.mp4,75,3,3,-186.551035,514.955084,-187.881958,46.811966,268.493034,-289.957742,3.193600
5R.mp4,75,3,4,-254.417354,874.302596,1.969359,-182.732127,139.176645,7.188941,7.053369
5R.mp4,75,4,1,-766.268329,368.296344,24.409593,12.371763,-10.818866,14.760521,-2.970925
5R.mp4,75,4,2,-971.233927,20.098700,33.127298,-0.476461,-3.130076,21.180610,-3.261688
5R.mp4,75,4,3,-716.060146,60.721487,-106.687669,31.285181,39.256472,-107.013295,8.171336
5R.mp4,75,4,4,-700.341914,480.287920,21.526267,16.615534,-13.674805,12.505357,-2.802221
6R.mp4,1,1,1,-263.427848,733.083229,1.944001,-251.734606,185.660642,7.001529,-2.856555
6R.mp4,1,1,2,-316.666112,940.628737,3.261098,-74.220161,50.617934,0.501367,1.486928
6R.mp4,1,1,3,-386.160574,759.650472,-10.199090,-73.835040,-9.501846,-32.692456,-7.100487
6R.mp4,1,1,4,-360.536292,871.070933,6.728319,-68.740618,48.897089,3.255705,-10.682709
6R.mp4,1,2,1,-273.083090,931.483409,2.794193,-128.674065,98.457749,5.539347,5.563956
6R.mp4,1,2,2,-294.966584,767.460524,-5.620736,-179.820195,99.479310,-14.284215,-1.214122
6R.mp4,1,2,3,-322.935108,602.428527,-39.864611,-195.755594,89.983239,-27.099876,-8.105806
6R.mp4,1,2,4,-243.623291,915.568912,1.494780,-168.281856,128.561111,6.368952,7.386248
6R.mp4,1,3,1,-411.578364,916.976955,8.888084,1.322681,-0.568100,4.127413,-0.637236
6R.mp4,1,3,2,-427.695512,866.486544,5.890593,-8.928964,-6.838202,-3.552229,3.433666
6R.mp4,1,3,3,-330.648439,468.009680,-250.062964,-87.683985,-97.958117,-13.803412,32.945502
6R.mp4,1,3,4,-430.748823,856.097712,8.982096,-16.661795,10.139734,3.796934,0.763596
6R.mp4,1,4,1,-414.169504,849.293380,8.744312,-38.308541,28.452575,5.387173,1.265475
6R.mp4,1,4,2,-552.215302,657.541415,10.726418,-12.449812,-5.481640,-1.031283,1.399350
6R.mp4,1,4,3,-564.523184,316.650591,-111.898509,-58.040944,-66.765515,-46.180340,21.745554
6R.mp4,1,4,4,-494.918633,736.139001,8.827944,-23.420489,3.758701,-0.802746,3.689458
6R.mp4,2,1,1,-263.427848,733.083229,1.944001,-251.734606,185.660642,7.001529,-2.856555
6R.mp4,2,1,2,-316.666112,940.628737,3.261098,-74.220161,50.617934,0.501367,1.486928
6R.mp4,2,1,3,-386.160574,759.650472,-10.199090,-73.835040,-9.501846,-32.692456,-7.100487
