video number, frame number, cell number of x, cell number of y, source, blockw, blockh, srcx, srcy, dstx, dsty
1R.mp4 ,51 ,1 ,1 ,-1 ,16 ,16 ,8 ,8, 8 ,8
1R.mp4 ,51 ,1 ,1 ,-1 ,16 ,16 ,24 ,8, 24 ,8
1R.mp4 ,51 ,1 ,1 ,-1 ,16 ,16 ,40 ,8, 40 ,8
1R.mp4 ,51 ,2 ,1 ,-1 ,16 ,16 ,56 ,8, 56 ,8
1R.mp4 ,51 ,2 ,1 ,-1 ,16 ,16 ,72 ,8, 72 ,8
1R.mp4 ,51 ,3 ,1 ,-1 ,16 ,16 ,88 ,8, 88 ,8
1R.mp4 ,51 ,3 ,1 ,-1 ,16 ,16 ,104 ,8, 104 ,8
1R.mp4 ,51 ,3 ,1 ,-1 ,16 ,16 ,120 ,8, 120 ,8
1R.mp4 ,51 ,4 ,1 ,-1 ,16 ,16 ,136 ,8, 136 ,8
1R.mp4 ,51 ,4 ,1 ,-1 ,16 ,16 ,152 ,8, 152 ,8
1R.mp4 ,51 ,1 ,1 ,-1 ,16 ,16 ,8 ,24, 8 ,24
1R.mp4 ,51 ,1 ,1 ,-1 ,16 ,16 ,24 ,24, 24 ,24
1R.mp4 ,51 ,1 ,1 ,-1 ,16 ,16 ,40 ,24, 40 ,24
1R.mp4 ,51 ,2 ,1 ,-1 ,16 ,16 ,56 ,24, 56 ,24
1R.mp4 ,51 ,2 ,1 ,-1 ,16 ,16 ,72 ,24, 72 ,24
1R.mp4 ,51 ,3 ,1 ,-1 ,16 ,16 ,88 ,24, 88 ,24
1R.mp4 ,51 ,3 ,1 ,-1 ,16 ,16 ,104 ,24, 104 ,24
1R.mp4 ,51 ,3 ,1 ,-1 ,16 ,16 ,120 ,24, 120 ,24
1R.mp4 ,51 ,4 ,1 ,-1 ,16 ,16 ,136 ,24, 136 ,24
1R.mp4 ,51 ,4 ,1 ,-1 ,16 ,16 ,152 ,24, 152 ,24
1R.mp4 ,51 ,1 ,2 ,-1 ,16 ,16 ,8 ,40, 8 ,40
1R.mp4 ,51 ,1 ,2 ,-1 ,16 ,16 ,24 ,40, 24 ,40
1R.mp4 ,51 ,1 ,2 ,-1 ,16 ,16 ,40 ,40, 40 ,40
1R.mp4 ,51 ,2 ,2 ,-1 ,16 ,16 ,56 ,40, 56 ,40
1R.mp4 ,51 ,2 ,2 ,-1 ,8 ,8 ,68 ,36, 68 ,36
1R.mp4 ,51 ,2 ,2 ,-1 ,8 ,8 ,76 ,36, 76 ,36
1R.mp4 ,51 ,2 ,2 ,-1 ,8 ,8 ,68 ,44, 68 ,44
1R.mp4 ,51 ,2 ,2 ,-1 ,8 ,8 ,77 ,44, 76 ,44
1R.mp4 ,51 ,3 ,2 ,-1 ,8 ,8 ,84 ,36, 84 ,36
1R.mp4 ,51 ,3 ,2 ,-1 ,8 ,8 ,92 ,36, 92 ,36
1R.mp4 ,51 ,3 ,2 ,-1 ,8 ,8 ,84 ,46, 84 ,44
1R.mp4 ,51 ,3 ,2 ,-1 ,8 ,8 ,92 ,44, 92 ,44
1R.mp4 ,51 ,3 ,2 ,-1 ,16 ,8 ,104 ,36, 104 ,36
1R.mp4 ,51 ,3 ,2 ,-1 ,16 ,8 ,104 ,47, 104 ,44
1R.mp4 ,51 ,3 ,2 ,-1 ,16 ,16 ,120 ,40, 120 ,40
1R.mp4 ,51 ,4 ,2 ,-1 ,16 ,16 ,136 ,40, 136 ,40
1R.mp4 ,51 ,4 ,2 ,-1 ,16 ,16 ,152 ,40, 152 ,40
1R.mp4 ,51 ,1 ,2 ,-1 ,16 ,16 ,8 ,56, 8 ,56
1R.mp4 ,51 ,1 ,2 ,-1 ,16 ,16 ,24 ,56, 24 ,56
1R.mp4 ,51 ,1 ,2 ,-1 ,16 ,16 ,40 ,56, 40 ,56
1R.mp4 ,51 ,2 ,2 ,-1 ,16 ,16 ,56 ,56, 56 ,56
1R.mp4 ,51 ,2 ,2 ,-1 ,8 ,8 ,67 ,52, 68 ,52
1R.mp4 ,51 ,2 ,2 ,-1 ,8 ,8 ,78 ,55, 76 ,52
1R.mp4 ,51 ,2 ,2 ,-1 ,8 ,8 ,67 ,60, 68 ,60
1R.mp4 ,51 ,2 ,2 ,-1 ,8 ,8 ,78 ,65, 76 ,60
1R.mp4 ,51 ,3 ,2 ,-1 ,8 ,8 ,84 ,55, 84 ,52
1R.mp4 ,51 ,3 ,2 ,-1 ,8 ,8 ,92 ,52, 92 ,52
1R.mp4 ,51 ,3 ,2 ,-1 ,8 ,8 ,84 ,60, 84 ,60
1R.mp4 ,51 ,3 ,2 ,-1 ,8 ,8 ,92 ,60, 92 ,60
1R.mp4 ,51 ,3 ,2 ,-1 ,8 ,8 ,100 ,55, 100 ,52
1R.mp4 ,51 ,3 ,2 ,-1 ,8 ,8 ,107 ,56, 108 ,52
1R.mp4 ,51 ,3 ,2 ,-1 ,8 ,8 ,100 ,60, 100 ,60
1R.mp4 ,51 ,3 ,2 ,-1 ,8 ,8 ,108 ,67, 108 ,60
1R.mp4 ,51 ,3 ,2 ,-1 ,16 ,16 ,120 ,56, 120 ,56
1R.mp4 ,51 ,4 ,2 ,-1 ,16 ,16 ,136 ,56, 136 ,56
1R.mp4 ,51 ,4 ,2 ,-1 ,16 ,16 ,152 ,56, 152 ,56
1R.mp4 ,51 ,1 ,3 ,-1 ,16 ,16 ,8 ,72, 8 ,72
1R.mp4 ,51 ,1 ,3 ,-1 ,16 ,16 ,24 ,72, 24 ,72
1R.mp4 ,51 ,1 ,3 ,-1 ,16 ,16 ,40 ,72, 40 ,72
1R.mp4 ,51 ,2 ,3 ,-1 ,16 ,16 ,56 ,72, 56 ,72
1R.mp4 ,51 ,2 ,3 ,-1 ,16 ,16 ,72 ,72, 72 ,72
1R.mp4 ,51 ,3 ,3 ,-1 ,8 ,8 ,84 ,68, 84 ,68
1R.mp4 ,51 ,3 ,3 ,-1 ,8 ,8 ,92 ,68, 92 ,68
1R.mp4 ,51 ,3 ,3 ,-1 ,8 ,8 ,84 ,76, 84 ,76
1R.mp4 ,51 ,3 ,3 ,-1 ,8 ,8 ,92 ,76, 92 ,76
1R.mp4 ,51 ,3 ,3 ,-1 ,8 ,8 ,100 ,68, 100 ,68
1R.mp4 ,51 ,3 ,3 ,-1 ,8 ,8 ,106 ,68, 108 ,68
1R.mp4 ,51 ,3 ,3 ,-1 ,8 ,8 ,100 ,76, 100 ,76
1R.mp4 ,51 ,3 ,3 ,-1 ,8 ,8 ,108 ,76, 108 ,76
1R.mp4 ,51 ,3 ,3 ,-1 ,16 ,16 ,120 ,72, 120 ,72
1R.mp4 ,51 ,4 ,3 ,-1 ,8 ,8 ,132 ,68, 132 ,68
1R.mp4 ,51 ,4 ,3 ,-1 ,8 ,8 ,140 ,68, 140 ,68
1R.mp4 ,51 ,4 ,3 ,-1 ,8 ,8 ,132 ,76, 132 ,76
1R.mp4 ,51 ,4 ,3 ,-1 ,8 ,8 ,140 ,76, 140 ,76
1R.mp4 ,51 ,4 ,3 ,-1 ,16 ,16 ,152 ,72, 152 ,72
1R.mp4 ,51 ,1 ,3 ,-1 ,16 ,16 ,8 ,88, 8 ,88
1R.mp4 ,51 ,1 ,3 ,-1 ,16 ,16 ,24 ,88, 24 ,88
1R.mp4 ,51 ,1 ,3 ,-1 ,16 ,16 ,40 ,88, 40 ,88
1R.mp4 ,51 ,2 ,3 ,-1 ,16 ,16 ,56 ,88, 56 ,88
1R.mp4 ,51 ,2 ,3 ,-1 ,16 ,16 ,72 ,88, 72 ,88
1R.mp4 ,51 ,3 ,3 ,-1 ,16 ,16 ,88 ,88, 88 ,88
1R.mp4 ,51 ,3 ,3 ,-1 ,16 ,16 ,104 ,88, 104 ,88
1R.mp4 ,51 ,3 ,3 ,-1 ,16 ,16 ,120 ,88, 120 ,88
1R.mp4 ,51 ,4 ,3 ,-1 ,16 ,16 ,136 ,88, 136 ,88
1R.mp4 ,51 ,4 ,3 ,-1 ,16 ,16 ,152 ,88, 152 ,88
1R.mp4 ,51 ,1 ,4 ,-1 ,16 ,16 ,8 ,104, 8 ,104
1R.mp4 ,51 ,1 ,4 ,-1 ,16 ,16 ,24 ,104, 24 ,104
1R.mp4 ,51 ,1 ,4 ,-1 ,16 ,16 ,40 ,104, 40 ,104
1R.mp4 ,51 ,2 ,4 ,-1 ,16 ,16 ,56 ,104, 56 ,104
1R.mp4 ,51 ,2 ,4 ,-1 ,16 ,16 ,72 ,104, 72 ,104
1R.mp4 ,51 ,3 ,4 ,-1 ,16 ,16 ,88 ,104, 88 ,104
1R.mp4 ,51 ,3 ,4 ,-1 ,16 ,16 ,104 ,104, 104 ,104
1R.mp4 ,51 ,3 ,4 ,-1 ,16 ,16 ,120 ,104, 120 ,104
1R.mp4 ,51 ,4 ,4 ,-1 ,16 ,16 ,136 ,104, 136 ,104
1R.mp4 ,51 ,4 ,4 ,-1 ,16 ,16 ,152 ,104, 152 ,104
1R.mp4 ,51 ,1 ,4 ,-1 ,16 ,16 ,8 ,120, 8 ,120
1R.mp4 ,51 ,1 ,4 ,-1 ,16 ,16 ,24 ,120, 24 ,120
1R.mp4 ,51 ,1 ,4 ,-1 ,16 ,16 ,40 ,120, 40 ,120
1R.mp4 ,51 ,2 ,4 ,-1 ,16 ,16 ,56 ,120, 56 ,120
1R.mp4 ,51 ,2 ,4 ,-1 ,16 ,16 ,72 ,120, 72 ,120
1R.mp4 ,51 ,3 ,4 ,-1 ,16 ,16 ,88 ,120, 88 ,120
1R.mp4 ,51 ,3 ,4 ,-1 ,16 ,16 ,104 ,120, 104 ,120
1R.mp4 ,51 ,3 ,4 ,-1 ,16 ,16 ,120 ,120, 120 ,120
1R.mp4 ,51 ,4 ,4 ,-1 ,16 ,16 ,136 ,120, 136 ,120
1R.mp4 ,51 ,4 ,4 ,-1 ,16 ,16 ,152 ,120, 152 ,120
1R.mp4 ,52 ,1 ,1 ,-1 ,16 ,16 ,8 ,8, 8 ,8
1R.mp4 ,52 ,1 ,1 ,1 ,16 ,16 ,8 ,8, 8 ,8
1R.mp4 ,52 ,1 ,1 ,-1 ,16 ,16 ,24 ,8, 24 ,8
1R.mp4 ,52 ,1 ,1 ,1 ,16 ,16 ,24 ,8, 24 ,8
1R.mp4 ,52 ,1 ,1 ,-1 ,16 ,16 ,40 ,8, 40 ,8
1R.mp4 ,52 ,1 ,1 ,1 ,16 ,16 ,40 ,8, 40 ,8
1R.mp4 ,52 ,2 ,1 ,-1 ,16 ,16 ,56 ,8, 56 ,8
1R.mp4 ,52 ,2 ,1 ,1 ,16 ,16 ,56 ,8, 56 ,8
1R.mp4 ,52 ,2 ,1 ,-1 ,16 ,16 ,72 ,8, 72 ,8
1R.mp4 ,52 ,2 ,1 ,1 ,16 ,16 ,72 ,8, 72 ,8
1R.mp4 ,52 ,3 ,1 ,-1 ,16 ,16 ,88 ,8, 88 ,8
1R.mp4 ,52 ,3 ,1 ,1 ,16 ,16 ,88 ,8, 88 ,8
1R.mp4 ,52 ,3 ,1 ,-1 ,16 ,16 ,104 ,8, 104 ,8
1R.mp4 ,52 ,3 ,1 ,1 ,16 ,16 ,104 ,8, 104 ,8
1R.mp4 ,52 ,3 ,1 ,-1 ,16 ,16 ,120 ,8, 120 ,8
1R.mp4 ,52 ,3 ,1 ,1 ,16 ,16 ,120 ,8, 120 ,8
1R.mp4 ,52 ,4 ,1 ,-1 ,16 ,16 ,136 ,8, 136 ,8
1R.mp4 ,52 ,4 ,1 ,1 ,16 ,16 ,136 ,8, 136 ,8
1R.mp4 ,52 ,4 ,1 ,-1 ,16 ,16 ,152 ,8, 152 ,8
1R.mp4 ,52 ,4 ,1 ,1 ,16 ,16 ,152 ,8, 152 ,8
1R.mp4 ,52 ,1 ,1 ,-1 ,16 ,16 ,8 ,24, 8 ,24
1R.mp4 ,52 ,1 ,1 ,1 ,16 ,16 ,8 ,24, 8 ,24
1R.mp4 ,52 ,1 ,1 ,-1 ,16 ,16 ,24 ,24, 24 ,24
1R.mp4 ,52 ,1 ,1 ,1 ,16 ,16 ,24 ,24, 24 ,24
1R.mp4 ,52 ,1 ,1 ,-1 ,16 ,16 ,40 ,24, 40 ,24
1R.mp4 ,52 ,1 ,1 ,1 ,16 ,16 ,40 ,24, 40 ,24
1R.mp4 ,52 ,2 ,1 ,-1 ,16 ,16 ,56 ,24, 56 ,24
1R.mp4 ,52 ,2 ,1 ,1 ,16 ,16 ,56 ,24, 56 ,24
1R.mp4 ,52 ,2 ,1 ,-1 ,16 ,16 ,72 ,24, 72 ,24
1R.mp4 ,52 ,2 ,1 ,1 ,16 ,16 ,72 ,24, 72 ,24
1R.mp4 ,52 ,3 ,1 ,-1 ,16 ,16 ,88 ,24, 88 ,24
1R.mp4 ,52 ,3 ,1 ,1 ,16 ,16 ,88 ,24, 88 ,24
1R.mp4 ,52 ,3 ,1 ,-1 ,16 ,16 ,104 ,24, 104 ,24
1R.mp4 ,52 ,3 ,1 ,1 ,16 ,16 ,104 ,24, 104 ,24
1R.mp4 ,52 ,3 ,1 ,-1 ,16 ,16 ,120 ,24, 120 ,24
1R.mp4 ,52 ,3 ,1 ,1 ,16 ,16 ,120 ,24, 120 ,24
1R.mp4 ,52 ,4 ,1 ,-1 ,16 ,16 ,136 ,24, 136 ,24
1R.mp4 ,52 ,4 ,1 ,1 ,16 ,16 ,136 ,24, 136 ,24
1R.mp4 ,52 ,4 ,1 ,-1 ,16 ,16 ,152 ,24, 152 ,24
1R.mp4 ,52 ,4 ,1 ,1 ,16 ,16 ,152 ,24, 152 ,24
1R.mp4 ,52 ,1 ,2 ,-1 ,16 ,16 ,8 ,40, 8 ,40
1R.mp4 ,52 ,1 ,2 ,1 ,16 ,16 ,8 ,40, 8 ,40
1R.mp4 ,52 ,1 ,2 ,-1 ,16 ,16 ,24 ,40, 24 ,40
1R.mp4 ,52 ,1 ,2 ,1 ,16 ,16 ,24 ,40, 24 ,40
1R.mp4 ,52 ,1 ,2 ,-1 ,16 ,16 ,40 ,40, 40 ,40
1R.mp4 ,52 ,1 ,2 ,1 ,16 ,16 ,40 ,40, 40 ,40
1R.mp4 ,52 ,2 ,2 ,-1 ,16 ,16 ,56 ,40, 56 ,40
1R.mp4 ,52 ,2 ,2 ,1 ,16 ,16 ,56 ,40, 56 ,40
1R.mp4 ,52 ,2 ,2 ,-1 ,16 ,16 ,72 ,42, 72 ,40
1R.mp4 ,52 ,2 ,2 ,1 ,16 ,16 ,72 ,40, 72 ,40
1R.mp4 ,52 ,3 ,2 ,-1 ,16 ,16 ,88 ,40, 88 ,40
1R.mp4 ,52 ,3 ,2 ,1 ,16 ,16 ,88 ,40, 88 ,40
1R.mp4 ,52 ,3 ,2 ,-1 ,8 ,8 ,100 ,36, 100 ,36
1R.mp4 ,52 ,3 ,2 ,-1 ,8 ,8 ,108 ,36, 108 ,36
1R.mp4 ,52 ,3 ,2 ,-1 ,8 ,8 ,100 ,44, 100 ,44
1R.mp4 ,52 ,3 ,2 ,-1 ,8 ,8 ,108 ,45, 108 ,44
1R.mp4 ,52 ,3 ,2 ,1 ,8 ,8 ,100 ,36, 100 ,36
1R.mp4 ,52 ,3 ,2 ,1 ,8 ,8 ,108 ,36, 108 ,36
1R.mp4 ,52 ,3 ,2 ,1 ,8 ,8 ,100 ,44, 100 ,44
1R.mp4 ,52 ,3 ,2 ,1 ,8 ,8 ,108 ,43, 108 ,44
1R.mp4 ,52 ,3 ,2 ,-1 ,16 ,16 ,120 ,40, 120 ,40
1R.mp4 ,52 ,3 ,2 ,1 ,16 ,16 ,120 ,40, 120 ,40
1R.mp4 ,52 ,4 ,2 ,-1 ,16 ,16 ,136 ,40, 136 ,40
1R.mp4 ,52 ,4 ,2 ,1 ,16 ,16 ,136 ,40, 136 ,40
1R.mp4 ,52 ,4 ,2 ,-1 ,16 ,16 ,152 ,40, 152 ,40
1R.mp4 ,52 ,4 ,2 ,1 ,16 ,16 ,152 ,40, 152 ,40
1R.mp4 ,52 ,1 ,2 ,-1 ,16 ,16 ,8 ,56, 8 ,56
1R.mp4 ,52 ,1 ,2 ,1 ,16 ,16 ,8 ,56, 8 ,56
1R.mp4 ,52 ,1 ,2 ,-1 ,16 ,16 ,24 ,56, 24 ,56
1R.mp4 ,52 ,1 ,2 ,1 ,16 ,16 ,24 ,56, 24 ,56
1R.mp4 ,52 ,1 ,2 ,-1 ,16 ,16 ,40 ,56, 40 ,56
1R.mp4 ,52 ,1 ,2 ,1 ,16 ,16 ,40 ,56, 40 ,56
1R.mp4 ,52 ,2 ,2 ,-1 ,16 ,16 ,56 ,56, 56 ,56
1R.mp4 ,52 ,2 ,2 ,1 ,16 ,16 ,56 ,56, 56 ,56
1R.mp4 ,52 ,2 ,2 ,-1 ,8 ,16 ,70 ,58, 68 ,56
1R.mp4 ,52 ,2 ,2 ,-1 ,8 ,16 ,77 ,57, 76 ,56
1R.mp4 ,52 ,2 ,2 ,1 ,8 ,16 ,67 ,55, 68 ,56
1R.mp4 ,52 ,2 ,2 ,1 ,8 ,16 ,75 ,55, 76 ,56
1R.mp4 ,52 ,3 ,2 ,1 ,16 ,16 ,88 ,56, 88 ,56
1R.mp4 ,52 ,3 ,2 ,-1 ,8 ,8 ,100 ,52, 100 ,52
1R.mp4 ,52 ,3 ,2 ,-1 ,8 ,8 ,108 ,55, 108 ,52
1R.mp4 ,52 ,3 ,2 ,-1 ,8 ,8 ,100 ,60, 100 ,60
1R.mp4 ,52 ,3 ,2 ,-1 ,8 ,8 ,108 ,60, 108 ,60
1R.mp4 ,52 ,3 ,2 ,1 ,8 ,8 ,100 ,52, 100 ,52
1R.mp4 ,52 ,3 ,2 ,1 ,8 ,8 ,108 ,50, 108 ,52
1R.mp4 ,52 ,3 ,2 ,1 ,8 ,8 ,100 ,60, 100 ,60
1R.mp4 ,52 ,3 ,2 ,1 ,8 ,8 ,108 ,60, 108 ,60
1R.mp4 ,52 ,3 ,2 ,-1 ,8 ,8 ,115 ,53, 116 ,52
1R.mp4 ,52 ,4 ,2 ,-1 ,8 ,8 ,124 ,52, 124 ,52
1R.mp4 ,52 ,3 ,2 ,-1 ,8 ,8 ,116 ,60, 116 ,60
1R.mp4 ,52 ,4 ,2 ,-1 ,8 ,8 ,124 ,60, 124 ,60
1R.mp4 ,52 ,3 ,2 ,1 ,8 ,8 ,116 ,52, 116 ,52
1R.mp4 ,52 ,4 ,2 ,1 ,8 ,8 ,124 ,52, 124 ,52
1R.mp4 ,52 ,3 ,2 ,1 ,8 ,8 ,118 ,59, 116 ,60
1R.mp4 ,52 ,4 ,2 ,1 ,8 ,8 ,124 ,60, 124 ,60
1R.mp4 ,52 ,4 ,2 ,-1 ,16 ,16 ,136 ,56, 136 ,56
1R.mp4 ,52 ,4 ,2 ,1 ,16 ,16 ,136 ,56, 136 ,56
1R.mp4 ,52 ,4 ,2 ,-1 ,16 ,16 ,152 ,56, 152 ,56
1R.mp4 ,52 ,4 ,2 ,1 ,16 ,16 ,152 ,56, 152 ,56
1R.mp4 ,52 ,1 ,3 ,-1 ,16 ,16 ,8 ,72, 8 ,72
1R.mp4 ,52 ,1 ,3 ,1 ,16 ,16 ,8 ,72, 8 ,72
1R.mp4 ,52 ,1 ,3 ,-1 ,16 ,16 ,24 ,72, 24 ,72
1R.mp4 ,52 ,1 ,3 ,1 ,16 ,16 ,24 ,72, 24 ,72
1R.mp4 ,52 ,1 ,3 ,-1 ,16 ,16 ,40 ,72, 40 ,72
1R.mp4 ,52 ,1 ,3 ,1 ,16 ,16 ,40 ,72, 40 ,72
1R.mp4 ,52 ,2 ,3 ,-1 ,16 ,16 ,56 ,72, 56 ,72
1R.mp4 ,52 ,2 ,3 ,1 ,16 ,16 ,56 ,72, 56 ,72
1R.mp4 ,52 ,2 ,3 ,-1 ,16 ,16 ,72 ,72, 72 ,72
1R.mp4 ,52 ,2 ,3 ,1 ,16 ,16 ,72 ,72, 72 ,72
1R.mp4 ,52 ,3 ,3 ,1 ,16 ,16 ,88 ,72, 88 ,72
1R.mp4 ,52 ,3 ,3 ,-1 ,16 ,16 ,104 ,72, 104 ,72
1R.mp4 ,52 ,3 ,3 ,1 ,16 ,16 ,104 ,72, 104 ,72
1R.mp4 ,52 ,3 ,3 ,-1 ,16 ,16 ,120 ,72, 120 ,72
1R.mp4 ,52 ,3 ,3 ,1 ,16 ,16 ,120 ,72, 120 ,72
1R.mp4 ,52 ,4 ,3 ,-1 ,16 ,16 ,136 ,72, 136 ,72
1R.mp4 ,52 ,4 ,3 ,1 ,16 ,16 ,136 ,72, 136 ,72
1R.mp4 ,52 ,4 ,3 ,-1 ,16 ,16 ,152 ,72, 152 ,72
1R.mp4 ,52 ,4 ,3 ,1 ,16 ,16 ,152 ,72, 152 ,72
1R.mp4 ,52 ,1 ,3 ,-1 ,16 ,16 ,8 ,88, 8 ,88
1R.mp4 ,52 ,1 ,3 ,1 ,16 ,16 ,8 ,88, 8 ,88
1R.mp4 ,52 ,1 ,3 ,-1 ,16 ,16 ,24 ,88, 24 ,88
1R.mp4 ,52 ,1 ,3 ,1 ,16 ,16 ,24 ,88, 24 ,88
1R.mp4 ,52 ,1 ,3 ,-1 ,16 ,16 ,40 ,88, 40 ,88
1R.mp4 ,52 ,1 ,3 ,1 ,16 ,16 ,40 ,88, 40 ,88
1R.mp4 ,52 ,2 ,3 ,-1 ,16 ,16 ,56 ,88, 56 ,88
1R.mp4 ,52 ,2 ,3 ,1 ,16 ,16 ,56 ,88, 56 ,88
1R.mp4 ,52 ,2 ,3 ,-1 ,16 ,16 ,72 ,88, 72 ,88
1R.mp4 ,52 ,2 ,3 ,1 ,16 ,16 ,72 ,88, 72 ,88
1R.mp4 ,52 ,3 ,3 ,1 ,16 ,16 ,88 ,88, 88 ,88
1R.mp4 ,52 ,3 ,3 ,-1 ,16 ,16 ,104 ,88, 104 ,88
1R.mp4 ,52 ,3 ,3 ,1 ,16 ,16 ,104 ,88, 104 ,88
1R.mp4 ,52 ,3 ,3 ,1 ,16 ,16 ,120 ,88, 120 ,88
1R.mp4 ,52 ,4 ,3 ,-1 ,16 ,16 ,136 ,88, 136 ,88
1R.mp4 ,52 ,4 ,3 ,1 ,16 ,16 ,136 ,88, 136 ,88
1R.mp4 ,52 ,4 ,3 ,-1 ,16 ,16 ,152 ,88, 152 ,88
1R.mp4 ,52 ,4 ,3 ,1 ,16 ,16 ,152 ,88, 152 ,88
1R.mp4 ,52 ,1 ,4 ,-1 ,16 ,16 ,8 ,104, 8 ,104
1R.mp4 ,52 ,1 ,4 ,1 ,16 ,16 ,8 ,104, 8 ,104
1R.mp4 ,52 ,1 ,4 ,-1 ,16 ,16 ,24 ,104, 24 ,104
1R.mp4 ,52 ,1 ,4 ,1 ,16 ,16 ,24 ,104, 24 ,104
1R.mp4 ,52 ,1 ,4 ,-1 ,16 ,16 ,40 ,104, 40 ,104
1R.mp4 ,52 ,1 ,4 ,1 ,16 ,16 ,40 ,104, 40 ,104
1R.mp4 ,52 ,2 ,4 ,-1 ,16 ,16 ,56 ,104, 56 ,104
1R.mp4 ,52 ,2 ,4 ,1 ,16 ,16 ,56 ,104, 56 ,104
1R.mp4 ,52 ,2 ,4 ,-1 ,16 ,16 ,72 ,104, 72 ,104
1R.mp4 ,52 ,2 ,4 ,1 ,16 ,16 ,72 ,104, 72 ,104
1R.mp4 ,52 ,3 ,4 ,-1 ,16 ,16 ,88 ,104, 88 ,104
1R.mp4 ,52 ,3 ,4 ,1 ,16 ,16 ,88 ,104, 88 ,104
1R.mp4 ,52 ,3 ,4 ,-1 ,16 ,16 ,104 ,104, 104 ,104
1R.mp4 ,52 ,3 ,4 ,1 ,16 ,16 ,104 ,104, 104 ,104
1R.mp4 ,52 ,3 ,4 ,-1 ,16 ,16 ,120 ,104, 120 ,104
1R.mp4 ,52 ,3 ,4 ,1 ,16 ,16 ,120 ,104, 120 ,104
1R.mp4 ,52 ,4 ,4 ,-1 ,16 ,16 ,136 ,104, 136 ,104
1R.mp4 ,52 ,4 ,4 ,1 ,16 ,16 ,136 ,104, 136 ,104
1R.mp4 ,52 ,4 ,4 ,-1 ,16 ,16 ,152 ,104, 152 ,104
1R.mp4 ,52 ,4 ,4 ,1 ,16 ,16 ,152 ,104, 152 ,104
1R.mp4 ,52 ,1 ,4 ,-1 ,16 ,16 ,8 ,120, 8 ,120
1R.mp4 ,52 ,1 ,4 ,1 ,16 ,16 ,8 ,120, 8 ,120
1R.mp4 ,52 ,1 ,4 ,-1 ,16 ,16 ,24 ,120, 24 ,120
1R.mp4 ,52 ,1 ,4 ,1 ,16 ,16 ,24 ,120, 24 ,120
1R.mp4 ,52 ,1 ,4 ,-1 ,16 ,16 ,40 ,120, 40 ,120
1R.mp4 ,52 ,1 ,4 ,1 ,16 ,16 ,40 ,120, 40 ,120
1R.mp4 ,52 ,2 ,4 ,-1 ,16 ,16 ,56 ,120, 56 ,120
1R.mp4 ,52 ,2 ,4 ,1 ,16 ,16 ,56 ,120, 56 ,120
1R.mp4 ,52 ,2 ,4 ,-1 ,16 ,16 ,72 ,120, 72 ,120
1R.mp4 ,52 ,2 ,4 ,1 ,16 ,16 ,72 ,120, 72 ,120
1R.mp4 ,52 ,3 ,4 ,-1 ,16 ,16 ,88 ,120, 88 ,120
1R.mp4 ,52 ,3 ,4 ,1 ,16 ,16 ,88 ,120, 88 ,120
1R.mp4 ,52 ,3 ,4 ,-1 ,16 ,16 ,104 ,120, 104 ,120
1R.mp4 ,52 ,3 ,4 ,1 ,16 ,16 ,104 ,120, 104 ,120
1R.mp4 ,52 ,3 ,4 ,-1 ,16 ,16 ,120 ,120, 120 ,120
1R.mp4 ,52 ,3 ,4 ,1 ,16 ,16 ,120 ,120, 120 ,120
1R.mp4 ,52 ,4 ,4 ,-1 ,16 ,16 ,136 ,120, 136 ,120
1R.mp4 ,52 ,4 ,4 ,1 ,16 ,16 ,136 ,120, 136 ,120
1R.mp4 ,52 ,4 ,4 ,-1 ,16 ,16 ,152 ,120, 152 ,120
1R.mp4 ,52 ,4 ,4 ,1 ,16 ,16 ,152 ,120, 152 ,120
1R.mp4 ,53 ,1 ,1 ,-1 ,16 ,16 ,8 ,8, 8 ,8
1R.mp4 ,53 ,1 ,1 ,-1 ,16 ,16 ,24 ,8, 24 ,8
1R.mp4 ,53 ,1 ,1 ,-1 ,16 ,16 ,40 ,8, 40 ,8
1R.mp4 ,53 ,2 ,1 ,-1 ,16 ,16 ,56 ,8, 56 ,8
1R.mp4 ,53 ,2 ,1 ,-1 ,16 ,16 ,72 ,8, 72 ,8
1R.mp4 ,53 ,3 ,1 ,-1 ,16 ,16 ,88 ,8, 88 ,8
1R.mp4 ,53 ,3 ,1 ,-1 ,16 ,16 ,104 ,8, 104 ,8
1R.mp4 ,53 ,3 ,1 ,-1 ,16 ,16 ,120 ,8, 120 ,8
1R.mp4 ,53 ,4 ,1 ,-1 ,16 ,16 ,136 ,8, 136 ,8
1R.mp4 ,53 ,4 ,1 ,-1 ,16 ,16 ,152 ,8, 152 ,8
1R.mp4 ,53 ,1 ,1 ,-1 ,16 ,16 ,8 ,24, 8 ,24
1R.mp4 ,53 ,1 ,1 ,-1 ,16 ,16 ,24 ,24, 24 ,24
1R.mp4 ,53 ,1 ,1 ,-1 ,16 ,16 ,40 ,24, 40 ,24
1R.mp4 ,53 ,2 ,1 ,-1 ,16 ,16 ,56 ,24, 56 ,24
1R.mp4 ,53 ,2 ,1 ,-1 ,16 ,16 ,72 ,24, 72 ,24
1R.mp4 ,53 ,3 ,1 ,-1 ,8 ,8 ,84 ,20, 84 ,20
1R.mp4 ,53 ,3 ,1 ,-1 ,8 ,8 ,92 ,20, 92 ,20
