video number, frame number, cell number of x, cell number of y, source, blockw, blockh, srcx, srcy, dstx, dsty
5R.mp4 ,26 ,3 ,2 ,-1 ,8 ,8 ,108 ,44, 108 ,44
5R.mp4 ,26 ,3 ,2 ,1 ,8 ,8 ,100 ,37, 100 ,36
5R.mp4 ,26 ,3 ,2 ,1 ,8 ,8 ,108 ,37, 108 ,36
5R.mp4 ,26 ,3 ,2 ,1 ,8 ,8 ,100 ,44, 100 ,44
5R.mp4 ,26 ,3 ,2 ,1 ,8 ,8 ,108 ,44, 108 ,44
5R.mp4 ,26 ,3 ,2 ,-1 ,16 ,16 ,120 ,40, 120 ,40
5R.mp4 ,26 ,3 ,2 ,1 ,16 ,16 ,120 ,40, 120 ,40
5R.mp4 ,26 ,4 ,2 ,-1 ,16 ,16 ,136 ,40, 136 ,40
5R.mp4 ,26 ,4 ,2 ,1 ,16 ,16 ,136 ,40, 136 ,40
5R.mp4 ,26 ,4 ,2 ,1 ,16 ,16 ,152 ,40, 152 ,40
5R.mp4 ,26 ,1 ,2 ,1 ,16 ,16 ,8 ,56, 8 ,56
5R.mp4 ,26 ,1 ,2 ,-1 ,16 ,16 ,24 ,56, 24 ,56
5R.mp4 ,26 ,1 ,2 ,1 ,16 ,16 ,24 ,56, 24 ,56
5R.mp4 ,26 ,1 ,2 ,-1 ,16 ,16 ,40 ,56, 40 ,56
5R.mp4 ,26 ,1 ,2 ,1 ,16 ,16 ,40 ,56, 40 ,56
5R.mp4 ,26 ,2 ,2 ,-1 ,16 ,16 ,56 ,56, 56 ,56
5R.mp4 ,26 ,2 ,2 ,1 ,16 ,16 ,56 ,56, 56 ,56
5R.mp4 ,26 ,2 ,2 ,-1 ,16 ,16 ,72 ,56, 72 ,56
5R.mp4 ,26 ,2 ,2 ,1 ,16 ,16 ,72 ,56, 72 ,56
5R.mp4 ,26 ,3 ,2 ,-1 ,16 ,16 ,88 ,56, 88 ,56
5R.mp4 ,26 ,3 ,2 ,1 ,16 ,16 ,104 ,56, 104 ,56
5R.mp4 ,26 ,3 ,2 ,1 ,16 ,16 ,120 ,56, 120 ,56
5R.mp4 ,26 ,4 ,2 ,1 ,16 ,16 ,136 ,56, 136 ,56
5R.mp4 ,26 ,4 ,2 ,-1 ,16 ,16 ,152 ,56, 152 ,56
5R.mp4 ,26 ,4 ,2 ,1 ,16 ,16 ,152 ,56, 152 ,56
5R.mp4 ,26 ,1 ,3 ,-1 ,16 ,16 ,8 ,72, 8 ,72
5R.mp4 ,26 ,1 ,3 ,1 ,16 ,16 ,8 ,72, 8 ,72
5R.mp4 ,26 ,1 ,3 ,-1 ,16 ,16 ,24 ,72, 24 ,72
5R.mp4 ,26 ,1 ,3 ,1 ,16 ,16 ,24 ,72, 24 ,72
5R.mp4 ,26 ,1 ,3 ,1 ,16 ,16 ,40 ,72, 40 ,72
5R.mp4 ,26 ,2 ,3 ,1 ,16 ,16 ,56 ,72, 56 ,72
5R.mp4 ,26 ,2 ,3 ,1 ,16 ,16 ,72 ,72, 72 ,72
5R.mp4 ,26 ,3 ,3 ,-1 ,16 ,16 ,88 ,72, 88 ,72
5R.mp4 ,26 ,3 ,3 ,1 ,16 ,16 ,88 ,72, 88 ,72
5R.mp4 ,26 ,3 ,3 ,1 ,16 ,16 ,104 ,72, 104 ,72
5R.mp4 ,26 ,3 ,3 ,1 ,16 ,16 ,120 ,72, 120 ,72
5R.mp4 ,26 ,4 ,3 ,1 ,16 ,16 ,136 ,72, 136 ,72
5R.mp4 ,26 ,4 ,3 ,1 ,16 ,16 ,152 ,72, 152 ,72
5R.mp4 ,26 ,1 ,3 ,-1 ,16 ,16 ,8 ,88, 8 ,88
5R.mp4 ,26 ,1 ,3 ,1 ,16 ,16 ,8 ,88, 8 ,88
5R.mp4 ,26 ,1 ,3 ,1 ,16 ,16 ,24 ,88, 24 ,88
5R.mp4 ,26 ,1 ,3 ,1 ,16 ,16 ,40 ,88, 40 ,88
5R.mp4 ,26 ,2 ,3 ,1 ,16 ,16 ,56 ,88, 56 ,88
5R.mp4 ,26 ,2 ,3 ,-1 ,16 ,16 ,72 ,88, 72 ,88
5R.mp4 ,26 ,2 ,3 ,1 ,16 ,16 ,72 ,88, 72 ,88
5R.mp4 ,26 ,3 ,3 ,-1 ,16 ,16 ,88 ,88, 88 ,88
5R.mp4 ,26 ,3 ,3 ,1 ,16 ,16 ,88 ,88, 88 ,88
5R.mp4 ,26 ,3 ,3 ,1 ,16 ,16 ,104 ,88, 104 ,88
5R.mp4 ,26 ,3 ,3 ,1 ,16 ,16 ,120 ,88, 120 ,88
5R.mp4 ,26 ,4 ,3 ,1 ,16 ,16 ,136 ,88, 136 ,88
5R.mp4 ,26 ,4 ,3 ,1 ,16 ,16 ,152 ,88, 152 ,88
5R.mp4 ,26 ,1 ,4 ,-1 ,16 ,16 ,8 ,104, 8 ,104
5R.mp4 ,26 ,1 ,4 ,1 ,16 ,16 ,8 ,104, 8 ,104
5R.mp4 ,26 ,1 ,4 ,-1 ,16 ,16 ,24 ,104, 24 ,104
5R.mp4 ,26 ,1 ,4 ,1 ,16 ,16 ,24 ,104, 24 ,104
5R.mp4 ,26 ,1 ,4 ,-1 ,16 ,16 ,40 ,104, 40 ,104
5R.mp4 ,26 ,1 ,4 ,1 ,16 ,16 ,40 ,104, 40 ,104
5R.mp4 ,26 ,2 ,4 ,-1 ,16 ,16 ,56 ,104, 56 ,104
5R.mp4 ,26 ,2 ,4 ,1 ,16 ,16 ,56 ,104, 56 ,104
5R.mp4 ,26 ,2 ,4 ,-1 ,16 ,16 ,72 ,104, 72 ,104
5R.mp4 ,26 ,2 ,4 ,1 ,16 ,16 ,72 ,104, 72 ,104
5R.mp4 ,26 ,3 ,4 ,1 ,16 ,16 ,88 ,104, 88 ,104
5R.mp4 ,26 ,3 ,4 ,1 ,16 ,16 ,104 ,104, 104 ,104
5R.mp4 ,26 ,3 ,4 ,1 ,16 ,16 ,120 ,104, 120 ,104
5R.mp4 ,26 ,4 ,4 ,1 ,16 ,16 ,136 ,104, 136 ,104
5R.mp4 ,26 ,4 ,4 ,1 ,16 ,16 ,152 ,104, 152 ,104
5R.mp4 ,26 ,1 ,4 ,1 ,16 ,16 ,8 ,120, 8 ,120
5R.mp4 ,26 ,1 ,4 ,-1 ,16 ,16 ,24 ,120, 24 ,120
5R.mp4 ,26 ,1 ,4 ,1 ,16 ,16 ,24 ,120, 24 ,120
5R.mp4 ,26 ,1 ,4 ,1 ,16 ,16 ,40 ,120, 40 ,120
5R.mp4 ,26 ,2 ,4 ,1 ,16 ,16 ,56 ,120, 56 ,120
5R.mp4 ,26 ,2 ,4 ,1 ,16 ,16 ,72 ,120, 72 ,120
5R.mp4 ,26 ,3 ,4 ,1 ,16 ,16 ,88 ,120, 88 ,120
5R.mp4 ,26 ,3 ,4 ,1 ,16 ,16 ,104 ,120, 104 ,120
5R.mp4 ,26 ,3 ,4 ,1 ,16 ,16 ,120 ,120, 120 ,120
5R.mp4 ,26 ,4 ,4 ,1 ,16 ,16 ,136 ,120, 136 ,120
5R.mp4 ,26 ,4 ,4 ,1 ,16 ,16 ,152 ,120, 152 ,120
5R.mp4 ,27 ,1 ,1 ,-1 ,16 ,16 ,8 ,8, 8 ,8
5R.mp4 ,27 ,1 ,1 ,-1 ,16 ,16 ,24 ,8, 24 ,8
5R.mp4 ,27 ,1 ,1 ,-1 ,16 ,16 ,40 ,8, 40 ,8
5R.mp4 ,27 ,2 ,1 ,-1 ,16 ,16 ,56 ,8, 56 ,8
5R.mp4 ,27 ,2 ,1 ,-1 ,8 ,8 ,68 ,4, 68 ,4
5R.mp4 ,27 ,2 ,1 ,-1 ,8 ,8 ,76 ,4, 76 ,4
5R.mp4 ,27 ,2 ,1 ,-1 ,8 ,8 ,64 ,12, 68 ,12
5R.mp4 ,27 ,2 ,1 ,-1 ,8 ,8 ,76 ,12, 76 ,12
5R.mp4 ,27 ,3 ,1 ,-1 ,16 ,16 ,88 ,8, 88 ,8
5R.mp4 ,27 ,3 ,1 ,-1 ,16 ,16 ,104 ,8, 104 ,8
5R.mp4 ,27 ,3 ,1 ,-1 ,16 ,16 ,120 ,8, 120 ,8
5R.mp4 ,27 ,4 ,1 ,-1 ,16 ,16 ,136 ,8, 136 ,8
5R.mp4 ,27 ,4 ,1 ,-1 ,16 ,16 ,152 ,8, 152 ,8
5R.mp4 ,27 ,1 ,1 ,-1 ,16 ,16 ,8 ,24, 8 ,24
5R.mp4 ,27 ,1 ,1 ,-1 ,16 ,16 ,24 ,24, 24 ,24
5R.mp4 ,27 ,1 ,1 ,-1 ,16 ,16 ,40 ,24, 40 ,24
5R.mp4 ,27 ,2 ,1 ,-1 ,16 ,16 ,56 ,24, 56 ,24
5R.mp4 ,27 ,2 ,1 ,-1 ,16 ,8 ,81 ,15, 72 ,20
5R.mp4 ,27 ,2 ,1 ,-1 ,16 ,8 ,78 ,28, 72 ,28
5R.mp4 ,27 ,3 ,1 ,-1 ,16 ,16 ,88 ,24, 88 ,24
5R.mp4 ,27 ,3 ,1 ,-1 ,8 ,8 ,100 ,20, 100 ,20
5R.mp4 ,27 ,3 ,1 ,-1 ,8 ,8 ,108 ,8, 108 ,20
5R.mp4 ,27 ,3 ,1 ,-1 ,8 ,8 ,98 ,28, 100 ,28
5R.mp4 ,27 ,3 ,1 ,-1 ,8 ,8 ,107 ,22, 108 ,28
5R.mp4 ,27 ,3 ,1 ,-1 ,8 ,8 ,116 ,20, 116 ,20
5R.mp4 ,27 ,4 ,1 ,-1 ,8 ,8 ,124 ,20, 124 ,20
5R.mp4 ,27 ,3 ,1 ,-1 ,8 ,8 ,111 ,28, 116 ,28
5R.mp4 ,27 ,4 ,1 ,-1 ,8 ,8 ,124 ,28, 124 ,28
5R.mp4 ,27 ,4 ,1 ,-1 ,16 ,16 ,136 ,24, 136 ,24
5R.mp4 ,27 ,4 ,1 ,-1 ,16 ,16 ,152 ,24, 152 ,24
5R.mp4 ,27 ,1 ,2 ,-1 ,16 ,16 ,8 ,40, 8 ,40
5R.mp4 ,27 ,1 ,2 ,-1 ,16 ,16 ,24 ,40, 24 ,40
5R.mp4 ,27 ,1 ,2 ,-1 ,16 ,16 ,40 ,40, 40 ,40
5R.mp4 ,27 ,2 ,2 ,-1 ,16 ,16 ,56 ,40, 56 ,40
5R.mp4 ,27 ,2 ,2 ,-1 ,8 ,8 ,73 ,36, 68 ,36
5R.mp4 ,27 ,2 ,2 ,-1 ,8 ,8 ,76 ,34, 76 ,36
5R.mp4 ,27 ,2 ,2 ,-1 ,8 ,8 ,68 ,44, 68 ,44
5R.mp4 ,27 ,2 ,2 ,-1 ,8 ,8 ,77 ,44, 76 ,44
5R.mp4 ,27 ,3 ,2 ,-1 ,8 ,8 ,84 ,36, 84 ,36
5R.mp4 ,27 ,3 ,2 ,-1 ,8 ,8 ,92 ,36, 92 ,36
5R.mp4 ,27 ,3 ,2 ,-1 ,8 ,8 ,84 ,43, 84 ,44
5R.mp4 ,27 ,3 ,2 ,-1 ,8 ,8 ,92 ,44, 92 ,44
5R.mp4 ,27 ,3 ,2 ,-1 ,8 ,8 ,99 ,36, 100 ,36
5R.mp4 ,27 ,3 ,2 ,-1 ,8 ,8 ,106 ,35, 108 ,36
5R.mp4 ,27 ,3 ,2 ,-1 ,8 ,8 ,100 ,43, 100 ,44
5R.mp4 ,27 ,3 ,2 ,-1 ,8 ,8 ,108 ,44, 108 ,44
5R.mp4 ,27 ,3 ,2 ,-1 ,16 ,16 ,120 ,40, 120 ,40
5R.mp4 ,27 ,4 ,2 ,-1 ,16 ,16 ,136 ,40, 136 ,40
5R.mp4 ,27 ,4 ,2 ,-1 ,16 ,16 ,152 ,40, 152 ,40
5R.mp4 ,27 ,1 ,2 ,-1 ,16 ,16 ,8 ,56, 8 ,56
5R.mp4 ,27 ,1 ,2 ,-1 ,16 ,16 ,24 ,56, 24 ,56
5R.mp4 ,27 ,1 ,2 ,-1 ,16 ,16 ,40 ,56, 40 ,56
5R.mp4 ,27 ,2 ,2 ,-1 ,16 ,16 ,56 ,56, 56 ,56
5R.mp4 ,27 ,2 ,2 ,-1 ,16 ,16 ,72 ,56, 72 ,56
5R.mp4 ,27 ,3 ,2 ,-1 ,16 ,16 ,88 ,56, 88 ,56
5R.mp4 ,27 ,3 ,2 ,-1 ,16 ,16 ,104 ,56, 104 ,56
5R.mp4 ,27 ,3 ,2 ,-1 ,16 ,16 ,120 ,56, 120 ,56
5R.mp4 ,27 ,4 ,2 ,-1 ,16 ,16 ,136 ,56, 136 ,56
5R.mp4 ,27 ,4 ,2 ,-1 ,16 ,16 ,152 ,56, 152 ,56
5R.mp4 ,27 ,1 ,3 ,-1 ,16 ,16 ,8 ,72, 8 ,72
5R.mp4 ,27 ,1 ,3 ,-1 ,16 ,16 ,24 ,72, 24 ,72
5R.mp4 ,27 ,1 ,3 ,-1 ,16 ,16 ,40 ,72, 40 ,72
5R.mp4 ,27 ,2 ,3 ,-1 ,16 ,16 ,56 ,72, 56 ,72
5R.mp4 ,27 ,2 ,3 ,-1 ,16 ,16 ,72 ,72, 72 ,72
5R.mp4 ,27 ,3 ,3 ,-1 ,8 ,8 ,84 ,68, 84 ,68
5R.mp4 ,27 ,3 ,3 ,-1 ,8 ,8 ,92 ,68, 92 ,68
5R.mp4 ,27 ,3 ,3 ,-1 ,8 ,8 ,84 ,76, 84 ,76
5R.mp4 ,27 ,3 ,3 ,-1 ,8 ,8 ,92 ,76, 92 ,76
5R.mp4 ,27 ,3 ,3 ,-1 ,16 ,16 ,104 ,72, 104 ,72
5R.mp4 ,27 ,3 ,3 ,-1 ,16 ,16 ,120 ,72, 120 ,72
5R.mp4 ,27 ,4 ,3 ,-1 ,16 ,16 ,136 ,72, 136 ,72
5R.mp4 ,27 ,4 ,3 ,-1 ,16 ,16 ,152 ,72, 152 ,72
5R.mp4 ,27 ,1 ,3 ,-1 ,16 ,16 ,8 ,88, 8 ,88
5R.mp4 ,27 ,1 ,3 ,-1 ,16 ,16 ,24 ,88, 24 ,88
5R.mp4 ,27 ,1 ,3 ,-1 ,16 ,16 ,40 ,88, 40 ,88
5R.mp4 ,27 ,2 ,3 ,-1 ,16 ,16 ,56 ,88, 56 ,88
5R.mp4 ,27 ,2 ,3 ,-1 ,16 ,16 ,72 ,88, 72 ,88
5R.mp4 ,27 ,3 ,3 ,-1 ,16 ,16 ,88 ,88, 88 ,88
5R.mp4 ,27 ,3 ,3 ,-1 ,16 ,16 ,104 ,88, 104 ,88
5R.mp4 ,27 ,3 ,3 ,-1 ,16 ,16 ,120 ,88, 120 ,88
5R.mp4 ,27 ,4 ,3 ,-1 ,16 ,16 ,136 ,88, 136 ,88
5R.mp4 ,27 ,4 ,3 ,-1 ,16 ,16 ,152 ,88, 152 ,88
5R.mp4 ,27 ,1 ,4 ,-1 ,16 ,16 ,8 ,104, 8 ,104
5R.mp4 ,27 ,1 ,4 ,-1 ,16 ,16 ,24 ,104, 24 ,104
5R.mp4 ,27 ,1 ,4 ,-1 ,16 ,16 ,40 ,104, 40 ,104
5R.mp4 ,27 ,2 ,4 ,-1 ,16 ,16 ,56 ,104, 56 ,104
5R.mp4 ,27 ,2 ,4 ,-1 ,16 ,16 ,72 ,104, 72 ,104
5R.mp4 ,27 ,3 ,4 ,-1 ,16 ,16 ,88 ,104, 88 ,104
5R.mp4 ,27 ,3 ,4 ,-1 ,16 ,16 ,104 ,104, 104 ,104
5R.mp4 ,27 ,3 ,4 ,-1 ,16 ,16 ,120 ,104, 120 ,104
5R.mp4 ,27 ,4 ,4 ,-1 ,16 ,16 ,136 ,104, 136 ,104
5R.mp4 ,27 ,4 ,4 ,-1 ,16 ,16 ,152 ,104, 152 ,104
5R.mp4 ,27 ,1 ,4 ,-1 ,16 ,16 ,8 ,120, 8 ,120
5R.mp4 ,27 ,1 ,4 ,-1 ,16 ,16 ,24 ,120, 24 ,120
5R.mp4 ,27 ,1 ,4 ,-1 ,16 ,16 ,40 ,120, 40 ,120
5R.mp4 ,27 ,2 ,4 ,-1 ,16 ,16 ,56 ,120, 56 ,120
5R.mp4 ,27 ,2 ,4 ,-1 ,16 ,16 ,72 ,120, 72 ,120
5R.mp4 ,27 ,3 ,4 ,-1 ,16 ,16 ,88 ,120, 88 ,120
5R.mp4 ,27 ,3 ,4 ,-1 ,16 ,16 ,104 ,120, 104 ,120
5R.mp4 ,27 ,3 ,4 ,-1 ,16 ,16 ,120 ,120, 120 ,120
5R.mp4 ,27 ,4 ,4 ,-1 ,16 ,16 ,136 ,120, 136 ,120
5R.mp4 ,27 ,4 ,4 ,-1 ,16 ,16 ,152 ,120, 152 ,120
5R.mp4 ,28 ,1 ,1 ,-1 ,16 ,16 ,8 ,8, 8 ,8
5R.mp4 ,28 ,1 ,1 ,1 ,16 ,16 ,8 ,8, 8 ,8
5R.mp4 ,28 ,1 ,1 ,1 ,16 ,16 ,24 ,8, 24 ,8
5R.mp4 ,28 ,1 ,1 ,1 ,16 ,16 ,40 ,8, 40 ,8
5R.mp4 ,28 ,2 ,1 ,1 ,16 ,16 ,56 ,8, 56 ,8
5R.mp4 ,28 ,2 ,1 ,1 ,16 ,16 ,72 ,8, 72 ,8
5R.mp4 ,28 ,3 ,1 ,1 ,16 ,16 ,88 ,8, 88 ,8
5R.mp4 ,28 ,3 ,1 ,1 ,16 ,16 ,104 ,8, 104 ,8
5R.mp4 ,28 ,3 ,1 ,1 ,16 ,16 ,120 ,8, 120 ,8
5R.mp4 ,28 ,4 ,1 ,1 ,16 ,16 ,136 ,8, 136 ,8
5R.mp4 ,28 ,4 ,1 ,1 ,16 ,16 ,152 ,8, 152 ,8
5R.mp4 ,28 ,1 ,1 ,1 ,16 ,16 ,8 ,24, 8 ,24
5R.mp4 ,28 ,1 ,1 ,1 ,16 ,16 ,24 ,24, 24 ,24
5R.mp4 ,28 ,1 ,1 ,1 ,16 ,16 ,40 ,24, 40 ,24
5R.mp4 ,28 ,2 ,1 ,-1 ,8 ,8 ,52 ,20, 52 ,20
5R.mp4 ,28 ,2 ,1 ,-1 ,8 ,8 ,60 ,20, 60 ,20
5R.mp4 ,28 ,2 ,1 ,-1 ,8 ,8 ,52 ,28, 52 ,28
5R.mp4 ,28 ,2 ,1 ,-1 ,8 ,8 ,62 ,25, 60 ,28
5R.mp4 ,28 ,2 ,1 ,1 ,8 ,8 ,52 ,20, 52 ,20
5R.mp4 ,28 ,2 ,1 ,1 ,8 ,8 ,60 ,20, 60 ,20
5R.mp4 ,28 ,2 ,1 ,1 ,8 ,8 ,52 ,28, 52 ,28
5R.mp4 ,28 ,2 ,1 ,1 ,8 ,8 ,58 ,33, 60 ,28
5R.mp4 ,28 ,2 ,1 ,-1 ,8 ,8 ,68 ,20, 68 ,20
5R.mp4 ,28 ,2 ,1 ,-1 ,8 ,8 ,76 ,20, 76 ,20
5R.mp4 ,28 ,2 ,1 ,-1 ,8 ,8 ,73 ,28, 68 ,28
5R.mp4 ,28 ,2 ,1 ,-1 ,8 ,8 ,76 ,28, 76 ,28
5R.mp4 ,28 ,2 ,1 ,1 ,8 ,8 ,68 ,20, 68 ,20
5R.mp4 ,28 ,2 ,1 ,1 ,8 ,8 ,76 ,20, 76 ,20
5R.mp4 ,28 ,2 ,1 ,1 ,8 ,8 ,68 ,28, 68 ,28
5R.mp4 ,28 ,2 ,1 ,1 ,8 ,8 ,73 ,29, 76 ,28
5R.mp4 ,28 ,3 ,1 ,1 ,16 ,16 ,88 ,24, 88 ,24
5R.mp4 ,28 ,3 ,1 ,-1 ,8 ,8 ,100 ,20, 100 ,20
5R.mp4 ,28 ,3 ,1 ,-1 ,8 ,8 ,108 ,20, 108 ,20
5R.mp4 ,28 ,3 ,1 ,-1 ,8 ,8 ,100 ,28, 100 ,28
5R.mp4 ,28 ,3 ,1 ,-1 ,8 ,8 ,104 ,28, 108 ,28
5R.mp4 ,28 ,3 ,1 ,1 ,8 ,8 ,100 ,20, 100 ,20
5R.mp4 ,28 ,3 ,1 ,1 ,8 ,8 ,108 ,20, 108 ,20
5R.mp4 ,28 ,3 ,1 ,1 ,8 ,8 ,100 ,28, 100 ,28
5R.mp4 ,28 ,3 ,1 ,1 ,8 ,8 ,108 ,28, 108 ,28
5R.mp4 ,28 ,3 ,1 ,-1 ,8 ,8 ,116 ,20, 116 ,20
5R.mp4 ,28 ,4 ,1 ,-1 ,8 ,8 ,124 ,20, 124 ,20
5R.mp4 ,28 ,3 ,1 ,-1 ,8 ,8 ,113 ,27, 116 ,28
5R.mp4 ,28 ,4 ,1 ,-1 ,8 ,8 ,124 ,28, 124 ,28
5R.mp4 ,28 ,3 ,1 ,1 ,8 ,8 ,116 ,20, 116 ,20
5R.mp4 ,28 ,4 ,1 ,1 ,8 ,8 ,124 ,20, 124 ,20
5R.mp4 ,28 ,3 ,1 ,1 ,8 ,8 ,118 ,31, 116 ,28
5R.mp4 ,28 ,4 ,1 ,1 ,8 ,8 ,127 ,32, 124 ,28
5R.mp4 ,28 ,4 ,1 ,-1 ,16 ,16 ,136 ,24, 136 ,24
5R.mp4 ,28 ,4 ,1 ,1 ,16 ,16 ,136 ,24, 136 ,24
5R.mp4 ,28 ,4 ,1 ,-1 ,16 ,16 ,152 ,24, 152 ,24
5R.mp4 ,28 ,4 ,1 ,1 ,16 ,16 ,152 ,24, 152 ,24
5R.mp4 ,28 ,1 ,2 ,1 ,16 ,16 ,8 ,40, 8 ,40
5R.mp4 ,28 ,1 ,2 ,1 ,16 ,16 ,24 ,40, 24 ,40
5R.mp4 ,28 ,1 ,2 ,-1 ,16 ,16 ,40 ,40, 40 ,40
5R.mp4 ,28 ,1 ,2 ,1 ,16 ,16 ,40 ,40, 40 ,40
5R.mp4 ,28 ,2 ,2 ,-1 ,16 ,16 ,56 ,40, 56 ,40
5R.mp4 ,28 ,2 ,2 ,-1 ,8 ,8 ,72 ,36, 68 ,36
5R.mp4 ,28 ,2 ,2 ,-1 ,8 ,8 ,76 ,36, 76 ,36
5R.mp4 ,28 ,2 ,2 ,-1 ,8 ,8 ,68 ,44, 68 ,44
5R.mp4 ,28 ,2 ,2 ,-1 ,8 ,8 ,76 ,44, 76 ,44
5R.mp4 ,28 ,2 ,2 ,1 ,8 ,8 ,68 ,36, 68 ,36
5R.mp4 ,28 ,2 ,2 ,1 ,8 ,8 ,76 ,37, 76 ,36
5R.mp4 ,28 ,2 ,2 ,1 ,8 ,8 ,68 ,44, 68 ,44
5R.mp4 ,28 ,2 ,2 ,1 ,8 ,8 ,76 ,44, 76 ,44
5R.mp4 ,28 ,3 ,2 ,-1 ,16 ,16 ,88 ,40, 88 ,40
5R.mp4 ,28 ,3 ,2 ,1 ,16 ,16 ,88 ,40, 88 ,40
5R.mp4 ,28 ,3 ,2 ,-1 ,8 ,8 ,100 ,36, 100 ,36
5R.mp4 ,28 ,3 ,2 ,-1 ,8 ,8 ,108 ,36, 108 ,36
5R.mp4 ,28 ,3 ,2 ,-1 ,8 ,8 ,100 ,44, 100 ,44
5R.mp4 ,28 ,3 ,2 ,-1 ,8 ,8 ,108 ,44, 108 ,44
5R.mp4 ,28 ,3 ,2 ,1 ,8 ,8 ,100 ,36, 100 ,36
5R.mp4 ,28 ,3 ,2 ,1 ,8 ,8 ,113 ,36, 108 ,36
5R.mp4 ,28 ,3 ,2 ,1 ,8 ,8 ,100 ,44, 100 ,44
5R.mp4 ,28 ,3 ,2 ,1 ,8 ,8 ,108 ,44, 108 ,44
5R.mp4 ,28 ,3 ,2 ,-1 ,8 ,8 ,114 ,35, 116 ,36
5R.mp4 ,28 ,4 ,2 ,-1 ,8 ,8 ,124 ,36, 124 ,36
5R.mp4 ,28 ,3 ,2 ,-1 ,8 ,8 ,116 ,44, 116 ,44
5R.mp4 ,28 ,4 ,2 ,-1 ,8 ,8 ,124 ,44, 124 ,44
5R.mp4 ,28 ,3 ,2 ,1 ,8 ,8 ,116 ,36, 116 ,36
5R.mp4 ,28 ,4 ,2 ,1 ,8 ,8 ,126 ,36, 124 ,36
5R.mp4 ,28 ,3 ,2 ,1 ,8 ,8 ,116 ,44, 116 ,44
5R.mp4 ,28 ,4 ,2 ,1 ,8 ,8 ,124 ,44, 124 ,44
5R.mp4 ,28 ,4 ,2 ,1 ,16 ,16 ,136 ,40, 136 ,40
5R.mp4 ,28 ,4 ,2 ,-1 ,16 ,16 ,152 ,40, 152 ,40
5R.mp4 ,28 ,4 ,2 ,1 ,16 ,16 ,152 ,40, 152 ,40
5R.mp4 ,28 ,1 ,2 ,1 ,16 ,16 ,8 ,56, 8 ,56
5R.mp4 ,28 ,1 ,2 ,-1 ,16 ,16 ,24 ,56, 24 ,56
5R.mp4 ,28 ,1 ,2 ,1 ,16 ,16 ,24 ,56, 24 ,56
5R.mp4 ,28 ,1 ,2 ,1 ,16 ,16 ,40 ,56, 40 ,56
5R.mp4 ,28 ,2 ,2 ,1 ,16 ,16 ,56 ,56, 56 ,56
5R.mp4 ,28 ,2 ,2 ,-1 ,16 ,16 ,72 ,56, 72 ,56
5R.mp4 ,28 ,2 ,2 ,1 ,16 ,16 ,72 ,56, 72 ,56
5R.mp4 ,28 ,3 ,2 ,-1 ,16 ,16 ,88 ,56, 88 ,56
5R.mp4 ,28 ,3 ,2 ,1 ,16 ,16 ,88 ,56, 88 ,56
5R.mp4 ,28 ,3 ,2 ,-1 ,16 ,16 ,104 ,56, 104 ,56
5R.mp4 ,28 ,3 ,2 ,1 ,16 ,16 ,104 ,56, 104 ,56
5R.mp4 ,28 ,3 ,2 ,1 ,16 ,16 ,120 ,56, 120 ,56
5R.mp4 ,28 ,4 ,2 ,-1 ,16 ,16 ,136 ,56, 136 ,56
5R.mp4 ,28 ,4 ,2 ,1 ,16 ,16 ,136 ,56, 136 ,56
5R.mp4 ,28 ,4 ,2 ,-1 ,16 ,16 ,152 ,56, 152 ,56
5R.mp4 ,28 ,4 ,2 ,1 ,16 ,16 ,152 ,56, 152 ,56
5R.mp4 ,28 ,1 ,3 ,1 ,16 ,16 ,8 ,72, 8 ,72
5R.mp4 ,28 ,1 ,3 ,1 ,16 ,16 ,24 ,72, 24 ,72
5R.mp4 ,28 ,1 ,3 ,1 ,16 ,16 ,40 ,72, 40 ,72
5R.mp4 ,28 ,2 ,3 ,1 ,16 ,16 ,56 ,72, 56 ,72
5R.mp4 ,28 ,2 ,3 ,-1 ,16 ,16 ,72 ,72, 72 ,72
5R.mp4 ,28 ,2 ,3 ,1 ,16 ,16 ,72 ,72, 72 ,72
5R.mp4 ,28 ,3 ,3 ,1 ,16 ,16 ,88 ,72, 88 ,72
5R.mp4 ,28 ,3 ,3 ,1 ,16 ,16 ,104 ,72, 104 ,72
5R.mp4 ,28 ,3 ,3 ,1 ,16 ,16 ,120 ,72, 120 ,72
5R.mp4 ,28 ,4 ,3 ,1 ,16 ,16 ,136 ,72, 136 ,72
5R.mp4 ,28 ,4 ,3 ,-1 ,16 ,16 ,152 ,72, 152 ,72
5R.mp4 ,28 ,4 ,3 ,1 ,16 ,16 ,152 ,72, 152 ,72
5R.mp4 ,28 ,1 ,3 ,1 ,16 ,16 ,8 ,88, 8 ,88
5R.mp4 ,28 ,1 ,3 ,1 ,16 ,16 ,24 ,88, 24 ,88
5R.mp4 ,28 ,1 ,3 ,1 ,16 ,16 ,40 ,88, 40 ,88
5R.mp4 ,28 ,2 ,3 ,1 ,16 ,16 ,56 ,88, 56 ,88
5R.mp4 ,28 ,2 ,3 ,1 ,16 ,16 ,72 ,88, 72 ,88
5R.mp4 ,28 ,3 ,3 ,1 ,16 ,16 ,88 ,88, 88 ,88
5R.mp4 ,28 ,3 ,3 ,1 ,16 ,16 ,104 ,88, 104 ,88
