4 10
Video,Frame,Cell,Histogram
7,34,1,0#0#42#45#146#763#159#17#28#0#
7,34,2,0#0#0#9#124#980#87#0#0#0#
7,34,3,0#0#0#18#284#845#53#0#0#0#
7,34,4,0#0#0#0#186#902#107#5#0#0#
7,34,5,0#0#2#24#101#682#331#50#10#0#
7,34,6,0#0#0#0#57#1005#138#0#0#0#
7,34,7,0#0#0#0#50#1025#125#0#0#0#
7,34,8,0#0#0#0#14#1063#123#0#0#0#
7,34,9,0#12#303#87#202#589#7#0#0#0#
7,34,10,0#0#0#0#166#1016#18#0#0#0#
7,34,11,0#0#0#0#153#1010#37#0#0#0#
7,34,12,0#0#0#0#156#1008#36#0#0#0#
7,34,13,0#3#87#82#468#547#13#0#0#0#
7,34,14,0#0#0#26#496#670#8#0#0#0#
7,34,15,0#0#1#26#425#734#14#0#0#0#
7,34,16,0#0#0#1#243#923#33#0#0#0#
7,35,1,0#4#41#44#143#715#184#28#41#0#
7,35,2,0#0#0#9#124#980#87#0#0#0#
7,35,3,0#0#0#18#284#845#53#0#0#0#
7,35,4,0#0#0#0#186#902#107#5#0#0#
7,35,5,0#0#7#26#129#721#268#49#0#0#
7,35,6,0#0#0#0#61#1011#128#0#0#0#
7,35,7,0#0#0#0#62#1021#117#0#0#0#
7,35,8,0#0#0#0#18#1060#122#0#0#0#
7,35,9,0#17#392#101#201#480#9#0#0#0#
7,35,10,0#0#0#0#176#1002#22#0#0#0#
7,35,11,0#0#0#1#163#997#39#0#0#0#
7,35,12,0#0#0#1#157#1011#31#0#0#0#
7,35,13,0#5#198#132#438#413#14#0#0#0#
7,35,14,0#0#0#26#431#729#14#0#0#0#
7,35,15,0#0#1#27#434#716#22#0#0#0#
7,35,16,0#0#0#1#250#917#32#0#0#0#
7,36,1,0#1#49#55#132#709#184#39#31#0#
7,36,2,0#0#0#9#123#996#72#0#0#0#
7,36,3,0#0#0#17#279#848#56#0#0#0#
7,36,4,0#0#0#0#174#927#98#1#0#0#
7,36,5,0#0#8#43#151#769#203#26#0#0#
7,36,6,0#0#0#0#41#1035#124#0#0#0#
7,36,7,0#0#0#0#30#1083#87#0#0#0#
7,36,8,0#0#0#0#8#1101#91#0#0#0#
7,36,9,0#13#412#105#179#487#4#0#0#0#
7,36,10,0#0#0#0#117#1075#8#0#0#0#
7,36,11,0#0#0#0#99#1088#13#0#0#0#
7,36,12,0#0#0#0#99#1091#10#0#0#0#
7,36,13,0#6#156#145#521#352#20#0#0#0#
7,36,14,0#0#0#21#379#797#3#0#0#0#
7,36,15,0#0#0#22#416#757#5#0#0#0#
7,36,16,0#0#0#0#197#996#7#0#0#0#
7,37,1,0#2#47#54#146#708#174#43#26#0#
7,37,2,0#0#0#14#135#982#69#0#0#0#
7,37,3,0#0#0#18#280#844#58#0#0#0#
7,37,4,0#0#0#0#184#916#99#1#0#0#
7,37,5,0#0#20#47#158#761#193#21#0#0#
7,37,6,0#0#0#1#71#978#150#0#0#0#
7,37,7,0#0#0#0#40#1040#120#0#0#0#
7,37,8,0#0#0#0#20#1079#101#0#0#0#
7,37,9,0#10#428#82#185#488#7#0#0#0#
7,37,10,0#0#0#0#163#1016#21#0#0#0#
7,37,11,0#0#0#0#170#991#39#0#0#0#
7,37,12,0#0#0#0#166#996#38#0#0#0#
7,37,13,0#3#123#88#592#388#6#0#0#0#
7,37,14,0#0#0#25#383#777#15#0#0#0#
7,37,15,0#0#1#31#439#705#24#0#0#0#
7,37,16,0#0#0#1#246#927#26#0#0#0#
7,38,1,0#1#50#41#139#733#165#48#23#0#
7,38,2,0#0#0#18#141#964#77#0#0#0#
7,38,3,0#0#0#14#288#845#53#0#0#0#
7,38,4,0#0#0#0#192#909#95#4#0#0#
7,38,5,0#0#17#47#139#804#170#23#0#0#
7,38,6,0#0#0#0#78#971#151#0#0#0#
7,38,7,0#0#0#0#57#1011#132#0#0#0#
7,38,8,0#0#0#0#14#1087#99#0#0#0#
7,38,9,0#27#321#72#212#564#4#0#0#0#
7,38,10,0#0#0#0#182#996#22#0#0#0#
7,38,11,0#0#0#0#205#962#33#0#0#0#
7,38,12,0#0#0#1#160#1009#30#0#0#0#
7,38,13,0#4#35#32#645#478#6#0#0#0#
7,38,14,0#0#0#16#360#809#15#0#0#0#
7,38,15,0#0#0#40#419#721#20#0#0#0#
7,38,16,0#0#0#0#265#911#24#0#0#0#
7,39,1,0#1#25#12#134#824#153#28#23#0#
7,39,2,0#0#0#18#141#964#77#0#0#0#
7,39,3,0#0#0#14#288#845#53#0#0#0#
7,39,4,0#0#0#0#192#909#95#4#0#0#
7,39,5,0#0#8#24#66#891#195#16#0#0#
7,39,6,0#0#0#0#78#971#151#0#0#0#
7,39,7,0#0#0#0#57#1011#132#0#0#0#
7,39,8,0#0#0#0#14#1087#99#0#0#0#
7,39,9,0#28#216#66#220#664#6#0#0#0#
7,39,10,0#0#0#0#182#996#22#0#0#0#
7,39,11,0#0#0#0#205#962#33#0#0#0#
7,39,12,0#0#0#1#160#1009#30#0#0#0#
7,39,13,0#1#26#26#631#510#6#0#0#0#
7,39,14,0#0#0#16#364#801#19#0#0#0#
7,39,15,0#0#0#40#417#722#21#0#0#0#
7,39,16,0#0#0#0#272#902#26#0#0#0#
7,40,1,0#0#0#1#127#904#151#14#3#0#
7,40,2,0#0#0#12#144#979#65#0#0#0#
7,40,3,0#0#0#17#280#851#52#0#0#0#
7,40,4,0#0#0#0#185#924#88#3#0#0#
7,40,5,0#0#0#3#23#989#175#10#0#0#
7,40,6,0#0#0#0#67#1002#131#0#0#0#
7,40,7,0#0#0#0#34#1045#121#0#0#0#
7,40,8,0#0#0#0#10#1116#74#0#0#0#
7,40,9,0#15#145#66#190#780#4#0#0#0#
7,40,10,0#0#0#0#121#1071#8#0#0#0#
7,40,11,0#0#0#0#149#1031#20#0#0#0#
7,40,12,0#0#0#0#139#1045#16#0#0#0#
7,40,13,0#1#16#14#647#519#3#0#0#0#
7,40,14,0#0#0#16#310#860#14#0#0#0#
7,40,15,0#0#0#33#407#750#10#0#0#0#
7,40,16,0#0#0#0#258#918#24#0#0#0#
7,41,1,0#0#0#1#128#904#163#4#0#0#
7,41,2,0#0#0#11#153#971#65#0#0#0#
7,41,3,0#0#0#22#276#846#56#0#0#0#
7,41,4,0#0#0#0#194#915#88#3#0#0#
7,41,5,0#0#0#0#18#1087#95#0#0#0#
7,41,6,0#0#0#0#66#990#144#0#0#0#
7,41,7,0#0#0#0#42#1030#128#0#0#0#
7,41,8,0#0#0#0#9#1118#73#0#0#0#
7,41,9,0#3#82#34#187#887#7#0#0#0#
7,41,10,0#0#0#0#150#1038#12#0#0#0#
7,41,11,0#0#0#0#157#1022#21#0#0#0#
7,41,12,0#0#0#0#144#1039#17#0#0#0#
7,41,13,0#1#14#13#523#645#4#0#0#0#
7,41,14,0#0#0#18#318#841#23#0#0#0#
7,41,15,0#0#0#32#415#741#12#0#0#0#
7,41,16,0#0#0#0#257#919#24#0#0#0#
7,42,1,0#0#0#1#118#919#160#2#0#0#
7,42,2,0#0#0#22#138#966#74#0#0#0#
7,42,3,0#0#0#20#253#878#49#0#0#0#
7,42,4,0#0#0#0#166#949#80#5#0#0#
7,42,5,0#0#0#0#6#1120#74#0#0#0#
7,42,6,0#0#0#0#55#1025#120#0#0#0#
7,42,7,0#0#0#0#13#1085#102#0#0#0#
7,42,8,0#0#0#0#9#1137#54#0#0#0#
7,42,9,0#1#29#16#130#1019#5#0#0#0#
7,42,10,0#0#0#0#109#1088#3#0#0#0#
7,42,11,0#0#0#0#125#1067#8#0#0#0#
7,42,12,0#0#0#1#103#1090#6#0#0#0#
7,42,13,0#1#15#14#440#727#3#0#0#0#
7,42,14,0#0#0#16#279#896#9#0#0#0#
7,42,15,0#0#0#34#368#791#7#0#0#0#
7,42,16,0#0#0#0#189#1000#11#0#0#0#
7,43,1,0#0#0#2#119#909#169#1#0#0#
7,43,2,0#0#3#13#154#948#81#1#0#0#
7,43,3,0#0#2#21#252#874#51#0#0#0#
7,43,4,0#0#0#0#172#941#82#5#0#0#
7,43,5,0#0#0#0#12#1100#88#0#0#0#
7,43,6,0#0#0#0#68#986#146#0#0#0#
7,43,7,0#0#0#0#35#1048#117#0#0#0#
7,43,8,0#0#0#0#13#1112#75#0#0#0#
7,43,9,0#0#0#0#172#1021#7#0#0#0#
7,43,10,0#0#0#0#169#1013#18#0#0#0#
7,43,11,0#0#0#0#144#1025#31#0#0#0#
7,43,12,0#0#0#0#170#1006#24#0#0#0#
7,43,13,0#0#0#1#399#793#7#0#0#0#
7,43,14,0#0#0#13#321#832#33#1#0#0#
7,43,15,0#0#0#39#419#720#22#0#0#0#
7,43,16,0#0#0#0#232#946#22#0#0#0#
7,44,1,0#0#0#1#111#922#166#0#0#0#
7,44,2,0#0#0#13#139#966#81#1#0#0#
7,44,3,0#0#1#19#258#871#51#0#0#0#
7,44,4,0#0#0#0#160#954#83#3#0#0#
7,44,5,0#0#0#0#8#1108#84#0#0#0#
7,44,6,0#0#0#0#50#1023#127#0#0#0#
7,44,7,0#0#0#0#26#1070#104#0#0#0#
7,44,8,0#0#0#0#6#1112#82#0#0#0#
7,44,9,0#0#0#0#142#1054#4#0#0#0#
7,44,10,0#0#0#1#135#1052#12#0#0#0#
7,44,11,0#0#0#1#138#1030#31#0#0#0#
7,44,12,0#0#0#1#152#1033#14#0#0#0#
7,44,13,0#0#0#1#270#915#14#0#0#0#
7,44,14,0#0#0#19#302#858#21#0#0#0#
7,44,15,0#0#0#34#420#731#15#0#0#0#
7,44,16,0#0#0#1#208#967#24#0#0#0#
7,45,1,0#0#0#2#117#912#169#0#0#0#
7,45,2,0#0#0#14#156#943#87#0#0#0#
7,45,3,0#0#0#23#316#803#58#0#0#0#
7,45,4,0#0#0#0#192#923#70#15#0#0#
7,45,5,0#0#0#0#27#1055#118#0#0#0#
7,45,6,0#0#0#0#75#966#159#0#0#0#
7,45,7,0#0#0#0#60#1022#118#0#0#0#
7,45,8,0#0#0#0#24#1025#151#0#0#0#
7,45,9,0#0#0#1#216#967#16#0#0#0#
7,45,10,0#0#0#1#170#1004#25#0#0#0#
7,45,11,0#0#0#0#200#955#45#0#0#0#
7,45,12,0#0#0#1#181#985#33#0#0#0#
7,45,13,0#0#0#0#300#867#33#0#0#0#
7,45,14,0#0#0#19#326#808#47#0#0#0#
7,45,15,0#0#0#37#449#693#21#0#0#0#
7,45,16,0#0#0#2#263#898#37#0#0#0#
7,46,1,0#0#0#1#107#925#167#0#0#0#
7,46,2,0#0#0#12#131#969#88#0#0#0#
7,46,3,0#0#0#19#284#845#52#0#0#0#
7,46,4,0#0#0#0#168#945#78#9#0#0#
7,46,5,0#0#0#0#18#1098#84#0#0#0#
7,46,6,0#0#0#0#53#1018#129#0#0#0#
7,46,7,0#0#0#0#23#1087#90#0#0#0#
7,46,8,0#0#0#0#3#1079#118#0#0#0#
7,46,9,0#0#0#1#208#977#14#0#0#0#
7,46,10,0#0#0#1#134#1049#16#0#0#0#
7,46,11,0#0#0#0#146#1039#15#0#0#0#
7,46,12,0#0#0#0#137#1050#13#0#0#0#
7,46,13,0#0#0#0#263#914#23#0#0#0#
7,46,14,0#0#0#19#293#859#29#0#0#0#
7,46,15,0#0#0#33#410#742#15#0#0#0#
7,46,16,0#0#0#1#217#969#13#0#0#0#
7,47,1,0#0#0#1#107#918#173#1#0#0#
7,47,2,0#0#0#19#136#943#102#0#0#0#
7,47,3,0#0#1#15#298#831#55#0#0#0#
7,47,4,0#0#0#0#175#949#74#2#0#0#
7,47,5,0#0#0#0#19#1099#82#0#0#0#
7,47,6,0#0#0#0#60#1016#124#0#0#0#
7,47,7,0#0#0#0#42#1039#119#0#0#0#
7,47,8,0#0#0#0#12#1066#122#0#0#0#
7,47,9,0#0#0#1#208#981#10#0#0#0#
7,47,10,0#0#0#0#155#1016#29#0#0#0#
7,47,11,0#0#0#0#183#988#29#0#0#0#
7,47,12,0#0#0#0#160#1015#25#0#0#0#
7,47,13,0#0#0#1#232#948#19#0#0#0#
7,47,14,0#0#0#17#290#874#19#0#0#0#
7,47,15,0#0#1#29#410#737#23#0#0#0#
7,47,16,0#0#0#0#252#905#43#0#0#0#
7,48,1,0#0#0#0#105#915#179#1#0#0#
7,48,2,0#0#1#14#132#962#91#0#0#0#
7,48,3,0#0#0#12#302#838#47#1#0#0#
7,48,4,0#0#0#0#173#950#70#7#0#0#
7,48,5,0#0#0#0#19#1115#66#0#0#0#
7,48,6,0#0#0#0#57#1021#122#0#0#0#
7,48,7,0#0#0#0#24#1058#118#0#0#0#
7,48,8,0#0#0#0#14#1059#127#0#0#0#
7,48,9,0#0#0#0#183#1011#6#0#0#0#
7,48,10,0#0#0#0#145#1042#13#0#0#0#
7,48,11,0#0#0#0#171#1011#18#0#0#0#
7,48,12,0#0#0#1#146#1036#17#0#0#0#
7,48,13,0#0#0#0#212#967#21#0#0#0#
7,48,14,0#0#0#16#272#890#22#0#0#0#
7,48,15,0#0#0#31#390#752#27#0#0#0#
7,48,16,0#0#0#0#264#910#26#0#0#0#
7,49,1,0#0#0#0#110#894#193#3#0#0#
7,49,2,0#0#5#10#147#947#91#0#0#0#
7,49,3,0#0#0#14#314#822#49#1#0#0#
7,49,4,0#0#0#0#192#921#69#18#0#0#
7,49,5,0#0#0#0#26#1078#96#0#0#0#
7,49,6,0#0#0#0#67#1015#118#0#0#0#
7,49,7,0#0#0#0#66#1003#131#0#0#0#
7,49,8,0#0#0#0#23#1025#152#0#0#0#
7,49,9,0#0#0#2#246#930#22#0#0#0#
7,49,10,0#0#0#0#182#984#34#0#0#0#
7,49,11,0#0#0#0#234#915#51#0#0#0#
7,49,12,0#0#0#3#180#984#33#0#0#0#
7,49,13,0#0#0#1#268#886#45#0#0#0#
7,49,14,0#0#0#22#305#832#41#0#0#0#
7,49,15,0#0#0#47#387#726#40#0#0#0#
7,49,16,0#0#0#1#302#855#42#0#0#0#
7,50,1,0#0#0#1#105#908#178#8#0#0#
7,50,2,0#0#1#11#150#935#103#0#0#0#
7,50,3,0#0#2#16#298#831#49#4#0#0#
7,50,4,0#0#0#0#177#937#68#18#0#0#
7,50,5,0#0#0#0#35#1029#136#0#0#0#
7,50,6,0#0#0#0#95#960#145#0#0#0#
7,50,7,0#0#0#0#76#987#137#0#0#0#
7,50,8,0#0#0#0#25#1019#156#0#0#0#
7,50,9,0#0#0#1#266#922#11#0#0#0#
7,50,10,0#0#0#0#191#965#44#0#0#0#
7,50,11,0#0#0#4#233#920#43#0#0#0#
7,50,12,0#0#0#1#216#942#41#0#0#0#
7,50,13,0#0#0#0#271#885#44#0#0#0#
7,50,14,0#0#0#19#326#799#56#0#0#0#
7,50,15,0#0#0#57#382#718#43#0#0#0#
7,50,16,0#0#0#0#291#863#46#0#0#0#
7,51,1,0#0#0#1#105#908#178#8#0#0#
7,51,2,0#0#1#11#150#935#103#0#0#0#
7,51,3,0#0#2#16#298#831#49#4#0#0#
7,51,4,0#0#0#0#177#937#68#18#0#0#
7,51,5,0#0#0#0#35#1029#136#0#0#0#
7,51,6,0#0#0#0#95#960#145#0#0#0#
7,51,7,0#0#0#0#76#987#137#0#0#0#
7,51,8,0#0#0#0#25#1019#156#0#0#0#
7,51,9,0#0#0#1#266#922#11#0#0#0#
7,51,10,0#0#0#0#191#965#44#0#0#0#
7,51,11,0#0#0#4#233#920#43#0#0#0#
7,51,12,0#0#0#1#216#942#41#0#0#0#
7,51,13,0#0#0#0#271#885#44#0#0#0#
7,51,14,0#0#0#19#326#799#56#0#0#0#
7,51,15,0#0#0#57#382#718#43#0#0#0#
7,51,16,0#0#0#0#291#863#46#0#0#0#
7,52,1,0#0#0#1#104#911#180#4#0#0#
7,52,2,0#0#0#19#129#955#97#0#0#0#
7,52,3,0#0#1#14#283#853#49#0#0#0#
7,52,4,0#0#0#0#160#957#73#10#0#0#
7,52,5,0#0#0#0#20#1062#118#0#0#0#
7,52,6,0#0#0#0#79#981#140#0#0#0#
7,52,7,0#0#0#0#50#1017#133#0#0#0#
7,52,8,0#0#0#0#17#1043#140#0#0#0#
7,52,9,0#0#0#1#224#964#11#0#0#0#
7,52,10,0#0#0#0#166#1004#30#0#0#0#
7,52,11,0#0#0#1#193#977#29#0#0#0#
7,52,12,0#0#0#1#170#994#35#0#0#0#
7,52,13,0#0#0#0#227#932#41#0#0#0#
7,52,14,0#0#0#17#292#846#45#0#0#0#
7,52,15,0#0#0#47#372#750#31#0#0#0#
7,52,16,0#0#0#0#276#886#38#0#0#0#
7,53,1,0#0#0#2#108#912#175#3#0#0#
7,53,2,0#0#0#18#132#958#92#0#0#0#
7,53,3,0#0#2#16#281#854#47#0#0#0#
7,53,4,0#0#0#0#163#961#72#4#0#0#
7,53,5,0#0#0#0#20#1068#112#0#0#0#
7,53,6,0#0#0#0#84#982#134#0#0#0#
7,53,7,0#0#0#0#54#1032#114#0#0#0#
7,53,8,0#0#0#0#14#1051#135#0#0#0#
7,53,9,0#0#0#1#225#955#19#0#0#0#
7,53,10,0#0#0#0#185#981#34#0#0#0#
7,53,11,0#0#0#1#193#972#34#0#0#0#
7,53,12,0#0#0#0#187#981#32#0#0#0#
7,53,13,0#0#0#0#247#905#48#0#0#0#
7,53,14,0#0#0#16#299#838#47#0#0#0#
7,53,15,0#0#0#45#374#754#27#0#0#0#
7,53,16,0#0#0#1#283#879#37#0#0#0#
7,54,1,0#0#0#1#107#913#176#3#0#0#
7,54,2,0#0#2#19#123#961#95#0#0#0#
7,54,3,0#0#3#14#267#869#47#0#0#0#
7,54,4,0#0#0#0#151#973#72#4#0#0#
7,54,5,0#0#0#0#10#1111#79#0#0#0#
7,54,6,0#0#0#0#70#1025#105#0#0#0#
7,54,7,0#0#0#0#44#1042#114#0#0#0#
7,54,8,0#0#0#0#4#1081#115#0#0#0#
7,54,9,0#0#0#1#194#991#14#0#0#0#
7,54,10,0#0#0#0#155#1020#25#0#0#0#
7,54,11,0#0#0#4#187#975#34#0#0#0#
7,54,12,0#0#0#0#165#1013#22#0#0#0#
7,54,13,0#0#0#0#256#877#67#0#0#0#
7,54,14,0#0#0#16#319#812#53#0#0#0#
7,54,15,0#0#0#47#375#747#31#0#0#0#
7,54,16,0#0#0#0#264#897#39#0#0#0#
7,55,1,0#0#0#1#112#911#173#3#0#0#
7,55,2,0#0#2#19#137#944#98#0#0#0#
7,55,3,0#0#3#14#279#857#46#1#0#0#
7,55,4,0#0#0#0#158#966#72#4#0#0#
7,55,5,0#0#0#0#13#1096#91#0#0#0#
7,55,6,0#0#0#0#75#1015#110#0#0#0#
7,55,7,0#0#0#0#44#1044#112#0#0#0#
7,55,8,0#0#0#0#6#1103#91#0#0#0#
7,55,9,0#0#0#1#223#956#20#0#0#0#
7,55,10,0#0#0#0#192#983#25#0#0#0#
7,55,11,0#0#0#5#200#955#40#0#0#0#
7,55,12,0#0#0#0#188#983#29#0#0#0#
7,55,13,0#0#0#0#259#868#73#0#0#0#
7,55,14,0#0#0#16#319#813#52#0#0#0#
7,55,15,0#0#0#48#390#727#35#0#0#0#
7,55,16,0#0#0#0#273#886#41#0#0#0#
7,56,1,0#0#0#0#120#912#164#4#0#0#
7,56,2,0#0#4#17#147#949#83#0#0#0#
7,56,3,0#0#1#17#273#861#48#0#0#0#
7,56,4,0#0#0#0#171#970#51#8#0#0#
7,56,5,0#0#0#0#23#1088#89#0#0#0#
7,56,6,0#0#0#0#84#1007#109#0#0#0#
7,56,7,0#0#0#0#42#1060#98#0#0#0#
7,56,8,0#0#0#0#11#1094#95#0#0#0#
7,56,9,0#0#0#0#233#948#19#0#0#0#
7,56,10,0#0#0#2#190#984#24#0#0#0#
7,56,11,0#0#0#3#213#939#45#0#0#0#
7,56,12,0#0#0#3#198#972#27#0#0#0#
7,56,13,0#0#0#0#251#893#56#0#0#0#
7,56,14,0#0#0#16#308#827#49#0#0#0#
7,56,15,0#0#0#46#389#741#24#0#0#0#
7,56,16,0#0#0#1#290#864#45#0#0#0#
7,57,1,0#0#0#0#120#912#164#4#0#0#
7,57,2,0#0#4#17#147#949#83#0#0#0#
7,57,3,0#0#1#17#273#861#48#0#0#0#
7,57,4,0#0#0#0#171#970#51#8#0#0#
7,57,5,0#0#0#0#23#1088#89#0#0#0#
7,57,6,0#0#0#0#84#1007#109#0#0#0#
7,57,7,0#0#0#0#42#1060#98#0#0#0#
7,57,8,0#0#0#0#11#1094#95#0#0#0#
7,57,9,0#0#0#0#233#948#19#0#0#0#
7,57,10,0#0#0#2#190#984#24#0#0#0#
7,57,11,0#0#0#3#213#939#45#0#0#0#
7,57,12,0#0#0#3#198#972#27#0#0#0#
7,57,13,0#0#0#0#251#893#56#0#0#0#
7,57,14,0#0#0#16#308#827#49#0#0#0#
7,57,15,0#0#0#46#389#741#24#0#0#0#
7,57,16,0#0#0#1#290#864#45#0#0#0#
7,58,1,0#0#0#0#111#913#172#4#0#0#
7,58,2,0#0#4#16#141#954#85#0#0#0#
7,58,3,0#0#1#16#259#876#48#0#0#0#
7,58,4,0#0#0#0#169#971#52#8#0#0#
7,58,5,0#0#0#0#18#1093#89#0#0#0#
7,58,6,0#0#0#0#80#1014#106#0#0#0#
7,58,7,0#0#0#0#39#1055#106#0#0#0#
7,58,8,0#0#0#0#11#1094#95#0#0#0#
7,58,9,0#0#0#0#211#973#16#0#0#0#
7,58,10,0#0#0#2#177#1000#21#0#0#0#
7,58,11,0#0#0#3#188#966#43#0#0#0#
7,58,12,0#0#0#3#169#1007#21#0#0#0#
7,58,13,0#0#0#0#215#922#63#0#0#0#
7,58,14,0#0#0#17#296#845#42#0#0#0#
7,58,15,0#0#0#44#380#755#21#0#0#0#
7,58,16,0#0#0#0#284#878#38#0#0#0#
7,59,1,0#0#0#0#113#912#172#3#0#0#
7,59,2,0#0#3#16#144#954#83#0#0#0#
7,59,3,0#0#1#16#259#875#49#0#0#0#
7,59,4,0#0#0#0#176#965#51#8#0#0#
7,59,5,0#0#0#0#24#1089#87#0#0#0#
7,59,6,0#0#0#0#88#1000#112#0#0#0#
7,59,7,0#0#0#0#48#1049#103#0#0#0#
7,59,8,0#0#0#0#11#1104#85#0#0#0#
7,59,9,0#0#0#0#216#965#19#0#0#0#
7,59,10,0#0#0#3#191#981#25#0#0#0#
7,59,11,0#0#0#2#194#964#40#0#0#0#
7,59,12,0#0#0#3#194#981#22#0#0#0#
7,59,13,0#0#0#0#237#892#71#0#0#0#
7,59,14,0#0#0#19#309#822#50#0#0#0#
7,59,15,0#0#0#46#394#730#30#0#0#0#
7,59,16,0#0#0#0#297#869#34#0#0#0#
7,60,1,0#0#0#0#119#905#172#4#0#0#
7,60,2,0#0#1#17#134#962#86#0#0#0#
7,60,3,0#0#1#15#269#867#48#0#0#0#
7,60,4,0#0#0#0#172#970#47#11#0#0#
7,60,5,0#0#0#0#21#1088#91#0#0#0#
7,60,6,0#0#0#0#81#988#131#0#0#0#
7,60,7,0#0#0#0#56#1032#112#0#0#0#
7,60,8,0#0#0#0#14#1089#97#0#0#0#
7,60,9,0#0#0#0#259#920#21#0#0#0#
7,60,10,0#0#0#1#213#949#37#0#0#0#
7,60,11,0#0#0#2#232#923#43#0#0#0#
7,60,12,0#0#0#3#207#952#38#0#0#0#
7,60,13,0#0#0#1#246#870#83#0#0#0#
7,60,14,0#0#0#21#308#808#63#0#0#0#
7,60,15,0#0#0#51#399#714#36#0#0#0#
7,60,16,0#0#0#2#304#839#55#0#0#0#
7,61,1,0#0#0#0#119#905#172#4#0#0#
7,61,2,0#0#1#17#134#962#86#0#0#0#
7,61,3,0#0#1#15#269#867#48#0#0#0#
7,61,4,0#0#0#0#172#970#47#11#0#0#
7,61,5,0#0#0#0#21#1088#91#0#0#0#
7,61,6,0#0#0#0#81#988#131#0#0#0#
7,61,7,0#0#0#0#56#1032#112#0#0#0#
7,61,8,0#0#0#0#14#1089#97#0#0#0#
7,61,9,0#0#0#0#259#920#21#0#0#0#
7,61,10,0#0#0#1#213#949#37#0#0#0#
7,61,11,0#0#0#2#232#923#43#0#0#0#
7,61,12,0#0#0#3#207#952#38#0#0#0#
7,61,13,0#0#0#1#246#870#83#0#0#0#
7,61,14,0#0#0#21#308#808#63#0#0#0#
7,61,15,0#0#0#52#397#715#36#0#0#0#
7,61,16,0#0#0#2#308#835#55#0#0#0#
7,62,1,0#0#0#1#121#905#167#6#0#0#
7,62,2,0#0#3#17#164#927#89#0#0#0#
7,62,3,0#0#0#22#294#831#49#4#0#0#
7,62,4,0#0#0#0#204#933#49#14#0#0#
7,62,5,0#0#0#0#34#1053#113#0#0#0#
7,62,6,0#0#0#0#104#957#139#0#0#0#
7,62,7,0#0#0#0#65#1016#119#0#0#0#
7,62,8,0#0#0#0#19#1044#137#0#0#0#
7,62,9,0#0#0#0#259#919#22#0#0#0#
7,62,10,0#0#0#1#258#892#49#0#0#0#
7,62,11,0#0#0#3#237#922#38#0#0#0#
7,62,12,0#0#0#3#222#930#45#0#0#0#
7,62,13,0#0#0#0#243#864#93#0#0#0#
7,62,14,0#0#0#23#305#817#55#0#0#0#
7,62,15,0#0#0#43#406#712#39#0#0#0#
7,62,16,0#0#0#1#286#859#54#0#0#0#
7,63,1,0#0#0#1#127#908#158#6#0#0#
7,63,2,0#0#3#17#164#927#89#0#0#0#
7,63,3,0#0#0#22#294#831#49#4#0#0#
7,63,4,0#0#0#0#204#933#49#14#0#0#
7,63,5,0#0#0#0#34#1054#112#0#0#0#
7,63,6,0#0#0#0#104#957#139#0#0#0#
7,63,7,0#0#0#0#65#1016#119#0#0#0#
7,63,8,0#0#0#0#19#1044#137#0#0#0#
7,63,9,0#0#0#0#259#919#22#0#0#0#
7,63,10,0#0#0#1#258#892#49#0#0#0#
7,63,11,0#0#0#3#247#906#44#0#0#0#
7,63,12,0#0#0#2#229#920#49#0#0#0#
7,63,13,0#0#0#1#244#860#95#0#0#0#
7,63,14,0#0#0#24#317#797#62#0#0#0#
7,63,15,0#0#0#45#419#689#47#0#0#0#
7,63,16,0#0#0#2#295#843#60#0#0#0#
7,64,1,0#0#0#1#127#908#158#6#0#0#
7,64,2,0#0#3#17#164#927#89#0#0#0#
7,64,3,0#0#0#22#291#834#49#4#0#0#
7,64,4,0#0#0#0#202#935#49#14#0#0#
7,64,5,0#0#0#0#34#1054#112#0#0#0#
7,64,6,0#0#0#0#104#957#139#0#0#0#
7,64,7,0#0#0#0#65#1016#119#0#0#0#
7,64,8,0#0#0#0#19#1048#133#0#0#0#
7,64,9,0#0#0#0#259#919#22#0#0#0#
7,64,10,0#0#0#1#258#892#49#0#0#0#
7,64,11,0#0#0#3#247#906#44#0#0#0#
7,64,12,0#0#0#2#229#920#49#0#0#0#
7,64,13,0#0#0#1#243#860#96#0#0#0#
7,64,14,0#0#0#24#317#797#62#0#0#0#
7,64,15,0#0#0#45#419#689#47#0#0#0#
7,64,16,0#0#0#2#291#845#62#0#0#0#
7,65,1,0#0#0#1#127#908#158#6#0#0#
7,65,2,0#0#3#17#164#927#89#0#0#0#
7,65,3,0#0#0#21#291#835#49#4#0#0#
7,65,4,0#0#0#0#202#935#49#14#0#0#
7,65,5,0#0#0#0#34#1054#112#0#0#0#
7,65,6,0#0#0#0#104#957#139#0#0#0#
7,65,7,0#0#0#0#65#1016#119#0#0#0#
7,65,8,0#0#0#0#19#1050#131#0#0#0#
7,65,9,0#0#0#0#259#919#22#0#0#0#
7,65,10,0#0#0#1#258#892#49#0#0#0#
7,65,11,0#0#0#3#247#906#44#0#0#0#
7,65,12,0#0#0#2#229#920#49#0#0#0#
7,65,13,0#0#0#1#242#861#96#0#0#0#
7,65,14,0#0#0#24#317#797#62#0#0#0#
7,65,15,0#0#0#45#420#688#47#0#0#0#
7,65,16,0#0#0#2#292#844#62#0#0#0#
